"","seqnames","start","end","width","strand","Conc","Conc_TES","Conc_TEAD1","Fold","p.value","FDR"
"21414","7",99563620,99564020,401,"*",7.10651291266137,6.12701163055535,7.68457726833205,-1.5575656377767,2.13901948117938e-05,0.000129452872829797
"150","1",23456198,23456598,401,"*",4.41278103959023,2.19634590504767,5.24856577699449,-3.05221987194683,2.14045656960572e-05,0.000129509249882285
"2897","10",77845086,77845486,401,"*",6.35441948420284,5.2418779669184,6.97502598475682,-1.73314801783842,2.14687128634905e-05,0.000129866702747792
"15947","4",121796264,121796664,401,"*",5.32794269049698,3.98217333384059,6.01191385495992,-2.02974052111933,2.15167072621906e-05,0.00013012629996289
"918","1",111052431,111052831,401,"*",4.21601267772422,2.32318740627077,5.00738568121853,-2.68419827494777,2.15379590981468e-05,0.000130224082175201
"13313","3",29645177,29645577,401,"*",4.99670227689069,3.35660554820576,5.74444631000539,-2.38784076179963,2.15911933904497e-05,0.000130515146832596
"19246","6",81763125,81763525,401,"*",4.2673391593533,5.2673391593533,0,5.2673391593533,2.16217293367861e-05,0.000130668898832221
"6345","14",52998612,52999012,401,"*",4.90298298309229,3.32543421660368,5.63846124769217,-2.3130270310885,2.16271923027738e-05,0.000130671087833127
"25272","X",110021167,110021567,401,"*",5.80333215421487,6.55905333969923,4.12075001544513,2.4383033242541,2.16465292800828e-05,0.000130757082550615
"25326","X",115449722,115450122,401,"*",5.58865481336982,6.37894622072071,3.70276192722286,2.67618429349786,2.17020191922358e-05,0.000131061369086916
"5292","12",106645060,106645460,401,"*",5.71042009342575,4.48478265774083,6.36338052862982,-1.878597870889,2.17321745618925e-05,0.000131202742767122
"16156","4",150150748,150151148,401,"*",5.34720030406324,6.17910883510413,3.16252254463935,3.01658629046478,2.17367565653864e-05,0.000131202742767122
"22633","8",74697974,74698374,401,"*",4.17567156712241,5.17567156712241,0,5.17567156712241,2.17407933112043e-05,0.000131202742767122
"21540","7",114986191,114986591,401,"*",4.17716663571283,5.17716663571283,0,5.17716663571283,2.18033158479359e-05,0.000131549068627513
"19866","6",136434642,136435042,401,"*",7.52130525724036,8.06008612143376,6.65159205231879,1.40849406911497,2.18514634801283e-05,0.000131808521646792
"11382","2",191612458,191612858,401,"*",4.73784621137082,2.98903303717063,5.50546164473573,-2.51642860756509,2.18897328057642e-05,0.000132008280371485
"15305","4",30256329,30256729,401,"*",5.32135332069276,6.1603812120646,3.07773182600088,3.08264938606372,2.19066083203249e-05,0.000132078957860693
"13118","3",8485489,8485889,401,"*",4.28002958912202,2.33471630413763,5.07940011303237,-2.74468380889474,2.19578168026992e-05,0.000132356553141541
"6859","15",39539459,39539859,401,"*",7.12625713454153,7.7285337128048,6.07303212093446,1.65550159187033,2.19870502481459e-05,0.000132501588627853
"15021","4",5634083,5634483,401,"*",4.7267652848993,2.88126310857564,5.51063381368223,-2.62937070510659,2.19979973349102e-05,0.000132536381873408
"1479","1",183757085,183757485,401,"*",5.59349876862414,4.33776900284103,6.25453534471901,-1.91676634187797,2.2101023964125e-05,0.000133106970524312
"18219","5",155403217,155403617,401,"*",6.16346455081183,6.85260093192743,4.7964099415733,2.05619099035413,2.21030936298862e-05,0.000133106970524312
"15999","4",126004947,126005347,401,"*",5.4097136792601,6.23244251110982,3.29724901630864,2.93519349480118,2.21754649420002e-05,0.000133511412663728
"17956","5",127909982,127910382,401,"*",5.19017724452463,6.08368262835551,2.3773434945499,3.70633913380561,2.21974469439943e-05,0.000133612358038357
"14216","3",134333534,134333934,401,"*",7.16509462666294,6.34716956086988,7.68387426759649,-1.33670470672661,2.22790853462335e-05,0.00013407225943148
"24668","X",3262934,3263334,401,"*",6.25034965376345,4.9794617266907,6.91537429666767,-1.93591256997697,2.2336029838971e-05,0.000134383375390972
"4798","12",56197025,56197425,401,"*",5.50804638615997,4.16616354296025,6.19106414875439,-2.02490060579414,2.24206152943329e-05,0.000134860606388875
"2614","10",59809846,59810246,401,"*",5.09477302864694,6.0585123166936,0.762465335450073,5.29604698124352,2.24576505074885e-05,0.000135051664483765
"12830","21",35738701,35739101,401,"*",5.76398304866592,6.55155545081819,3.89534902981116,2.65620642100703,2.24885110256118e-05,0.000135205509376701
"22819","8",90253715,90254115,401,"*",6.10090752791487,4.66676154829341,6.80572118387154,-2.13895963557813,2.25391504306459e-05,0.000135478168871958
"21141","7",78139375,78139775,401,"*",6.85074122620066,7.46914536053352,5.74549745498232,1.7236479055512,2.25524465910403e-05,0.00013552629058627
"24268","9",88197840,88198240,401,"*",4.16181767973346,2.0747307653295,4.98119530311017,-2.90646453778067,2.25902580273796e-05,0.00013572167686337
"15544","4",56803527,56803927,401,"*",6.37602216230222,7.01943690339847,5.18495258501714,1.83448431838133,2.26499673402498e-05,0.000136048502537519
"15868","4",110663783,110664183,401,"*",4.31417495737811,2.38174953435999,5.11161270824287,-2.72986317388288,2.26798388701737e-05,0.000136195994415403
"279","1",43382102,43382502,401,"*",4.79727103504192,3.30117291993663,5.51578750623816,-2.21461458630153,2.26994081297383e-05,0.000136265670193753
"18211","5",154714313,154714713,401,"*",5.94451883098631,4.71865496472552,6.59754083736147,-1.87888587263595,2.27020798027534e-05,0.000136265670193753
"15174","4",21901728,21902128,401,"*",5.31783944246879,4.00214020066722,5.99434992316564,-1.99220972249841,2.27428673438504e-05,0.000136478513847449
"22988","8",101980584,101980984,401,"*",4.1848424213635,5.1848424213635,0,5.1848424213635,2.28431683609831e-05,0.000137023609262103
"24942","X",23480024,23480424,401,"*",5.63525043188854,6.43607107174347,3.68018004303805,2.75589102870541,2.28443998422376e-05,0.000137023609262103
"6176","14",30034122,30034522,401,"*",5.52255708358769,6.31450129020299,3.62605514748094,2.68844614272204,2.28560817630186e-05,0.000137061587688439
"369","1",58592504,58592904,401,"*",6.42193323533385,5.36551951842295,7.02522052340382,-1.65970100498087,2.28861516850403e-05,0.000137209790280216
"13944","3",106825966,106826366,401,"*",6.78387945566106,5.81286546583601,7.3590490757425,-1.54618360990649,2.29060755428759e-05,0.000137297108857603
"23544","8",140718498,140718898,401,"*",5.4255396558447,3.95577669064055,6.13831888072741,-2.18254219008686,2.2950826922313e-05,0.000137533165870366
"16171","4",151887047,151887447,401,"*",5.08264987442186,3.54183758313547,5.81062094663238,-2.26878336349691,2.30183250669383e-05,0.000137905390917873
"24495","9",113609731,113610131,401,"*",5.63176792623354,4.34699252082549,6.30040021522945,-1.95340769440396,2.30340344234764e-05,0.000137967241959462
"6769","15",34825575,34825975,401,"*",5.6528250826886,6.42289991284466,3.88985893094809,2.53304098189657,2.3112675908671e-05,0.000138405921324996
"9952","2",39642353,39642753,401,"*",7.22035358995555,6.40014608589983,7.74003590597923,-1.3398898200794,2.31503022296363e-05,0.000138598841439313
"7870","16",86769040,86769440,401,"*",4.92373452691522,3.41805844588538,5.64430621500298,-2.2262477691176,2.31902570565573e-05,0.000138775165971508
"2367","10",29533779,29534179,401,"*",6.63792973019181,5.71478599835436,7.19633587925573,-1.48154988090136,2.31905880835361e-05,0.000138775165971508
"3232","10",122864898,122865298,401,"*",4.15206023005613,2.0747307653295,4.97013147380844,-2.89540070847894,2.32917008786257e-05,0.000139347686386883
"2858","10",76285058,76285458,401,"*",4.21049669403524,1.98075641000031,5.04787719568332,-3.06712078568302,2.33729540058722e-05,0.00013980115239842
"6526","14",68099526,68099926,401,"*",4.44562572723091,2.37816763600859,5.26236509983812,-2.88419746382953,2.34746955476496e-05,0.000140376925896286
"23356","8",127909320,127909720,401,"*",5.38981312970038,4.12111056453356,6.05426606938999,-1.93315550485643,2.34881018879937e-05,0.000140424316024883
"22421","8",58800861,58801261,401,"*",6.95160195605603,6.12591796528238,7.47344204710118,-1.3475240818188,2.34988354141268e-05,0.000140455708268572
"6629","14",80638504,80638904,401,"*",4.76654840148534,3.25139093605773,5.48913833639446,-2.23774740033673,2.3539804656317e-05,0.000140667766663291
"7711","16",64640087,64640487,401,"*",6.35048504148055,7.00475378159367,5.12002651112987,1.88472727046379,2.36626069612691e-05,0.000141368625264411
"6154","14",29242824,29243224,401,"*",5.21445482653623,6.09137699208172,2.6022298756635,3.48914711641822,2.3803092810977e-05,0.000142174780049337
"22935","8",98875492,98875892,401,"*",5.19168754407726,3.83496338754817,5.87832889681251,-2.04336550926434,2.3955389580529e-05,0.000143051088641956
"23129","8",116324897,116325297,401,"*",5.1729831099333,6.08272226170314,2.12956574701132,3.95315651469182,2.39710669858856e-05,0.000143111347947895
"19689","6",126143791,126144191,401,"*",5.02691230220815,5.9818487971094,1.00377616859828,4.97807262851112,2.40095294819342e-05,0.000143307578347668
"1343","1",172278454,172278854,401,"*",5.1634409681626,6.07256187971319,2.12956574701132,3.94299613270187,2.40274521498047e-05,0.000143381148188609
"19968","6",142523492,142523892,401,"*",5.32356919513031,6.14212820412322,3.24260532267836,2.89952288144486,2.41068224324802e-05,0.000143821280175891
"5140","12",92000579,92000979,401,"*",5.91070505834603,6.63630578997311,4.38126153969037,2.25504425028273,2.41206063315741e-05,0.000143870010012169
"19661","6",124604713,124605113,401,"*",5.3017723780473,6.13847129498384,3.07773182600088,3.06073946898296,2.41851685822059e-05,0.000144221519725082
"22612","8",73900510,73900910,401,"*",5.031311199958,5.99339822484221,0.762465335450073,5.23093288939214,2.4196457282934e-05,0.000144251278275496
"8889","18",44654563,44654963,401,"*",4.2758067237204,2.31830868946651,5.07698641776355,-2.75867772829703,2.42014206428325e-05,0.000144251278275496
"13868","3",101310621,101311021,401,"*",5.46685904836659,6.25687629194582,3.5827172864204,2.67415900552542,2.43606053277467e-05,0.000145166314790932
"14945","3",192444218,192444618,401,"*",6.02749251492981,6.74553872687294,4.53357513894566,2.21196358792728,2.43687855349698e-05,0.000145181290194153
"14791","3",185715047,185715447,401,"*",5.9351482864224,4.80586512174485,6.56075281541351,-1.75488769366866,2.43919464164807e-05,0.000145285487862684
"5020","12",76156576,76156976,401,"*",4.17152060696876,5.17152060696876,0,5.17152060696876,2.44764323963781e-05,0.000145730770450109
"19199","6",75203711,75204111,401,"*",6.5313660448975,7.18868859154786,5.28957397830555,1.89911461324231,2.44895827726961e-05,0.000145730770450109
"12352","20",33130631,33131031,401,"*",5.56597575205733,4.22484381804767,6.24880893985116,-2.02396512180349,2.44930499946791e-05,0.000145730770450109
"10608","2",128633496,128633896,401,"*",4.83917320124987,3.33840758372369,5.55869328416887,-2.22028570044518,2.44952458736507e-05,0.000145730770450109
"21553","7",116377839,116378239,401,"*",5.4758482025956,6.26420971610685,3.6022298756635,2.66197984044335,2.4500278071825e-05,0.000145730770450109
"19287","6",85404494,85404894,401,"*",6.60809575052065,5.70943616503027,7.15763199751615,-1.44819583248588,2.45008364559537e-05,0.000145730770450109
"2080","1",244028685,244029085,401,"*",6.06729046911714,6.76747196421593,4.6533714025828,2.11410056163313,2.45356587812982e-05,0.000145904017330385
"2798","10",72170269,72170669,401,"*",6.53366486457297,7.15994190978004,5.4021096400971,1.75783226968293,2.45622002057433e-05,0.000146027951931012
"14263","3",142087703,142088103,401,"*",5.05423771286541,3.7444253178574,5.72926472798275,-1.98483941012535,2.47035941051995e-05,0.00014683449507819
"15799","4",95848003,95848403,401,"*",5.14934554770491,6.07519708472079,1.8302243258201,4.24497275890069,2.47193892931811e-05,0.000146894297126586
"7286","15",87154739,87155139,401,"*",5.72201055943042,4.53266162206779,6.36494247873138,-1.83228085666359,2.48096611050599e-05,0.000147396544107009
"11975","2",237211633,237212033,401,"*",4.18114009202393,5.18114009202393,0,5.18114009202393,2.48646662544975e-05,0.00014768908418913
"10592","2",125405795,125406195,401,"*",5.11219717835929,3.6527109840923,5.82270268880165,-2.16999170470935,2.48849903928283e-05,0.000147775541002196
"15775","4",94545269,94545669,401,"*",4.50717472954028,2.9372415980802,5.24111556976608,-2.30387397168588,2.49643723128471e-05,0.000148212581671036
"14980","3",196911779,196912179,401,"*",5.19509323976427,6.06363197853543,2.67380496367297,3.38982701486246,2.49914789632042e-05,0.000148339135328861
"22460","8",60455433,60455833,401,"*",7.25924096367073,6.43710275859206,7.77968529331357,-1.34258253472151,2.50205425597295e-05,0.000148462793413856
"3864","11",94557158,94557558,401,"*",3.73150968232915,1.33877697369504,4.58716348034139,-3.24838650664636,2.50239028011957e-05,0.000148462793413856
"14312","3",149436198,149436598,401,"*",4.20307631572031,5.20307631572031,0,5.20307631572031,2.50453501404056e-05,0.000148500182314244
"12415","20",45152557,45152957,401,"*",4.3162420531806,2.39745510480479,5.11161270824287,-2.71415760343808,2.50474361465921e-05,0.000148500182314244
"24767","X",13052093,13052493,401,"*",5.55402346990304,6.34890207465647,3.63846124769217,2.71044082696429,2.50475949636915e-05,0.000148500182314244
"11295","2",183001925,183002325,401,"*",5.56605446913959,6.33010286949211,3.83748269940776,2.49262017008435,2.506033522834e-05,0.000148541339166963
"19511","6",112563382,112563782,401,"*",6.0446041698537,4.84307323947145,6.69093862205028,-1.84786538257883,2.5070933755398e-05,0.000148569785090397
"16164","4",150385674,150386074,401,"*",6.08025821369446,6.78290678045545,4.65560976376757,2.12729701668788,2.51211263062751e-05,0.000148813111664826
"13674","3",71258042,71258442,401,"*",7.32082127625948,7.87269209906535,6.41577212753228,1.45691997153306,2.51236126141921e-05,0.000148813111664826
"21113","7",75054712,75055112,401,"*",5.89840545231962,4.59810259303726,6.57102001761716,-1.9729174245799,2.5209124933317e-05,0.000149285104609735
"9155","19",9599695,9600095,401,"*",5.16267507557542,6.04167445412061,2.52691758238415,3.51475687173646,2.5288900074064e-05,0.00014972291243295
"12794","21",34836289,34836689,401,"*",7.18462830394073,6.27894738303644,7.73672919366026,-1.45778181062381,2.54098327039725e-05,0.000150404134521804
"2132","10",3539030,3539430,401,"*",7.51344326025079,6.72659150643215,8.0197328761998,-1.29314136976765,2.541942669734e-05,0.000150426166119763
"4757","12",48188404,48188804,401,"*",4.19392827216586,2.33840758372369,4.97940942809046,-2.64100184436677,2.54474999349593e-05,0.000150557518090944
"18931","6",44770724,44771124,401,"*",6.57609448146169,7.20503949846356,5.43547972028353,1.76955977818003,2.56118997184071e-05,0.000151492789632716
"1499","1",184887916,184888316,401,"*",6.02275613544678,4.6607936253948,6.71066543612288,-2.04987181072807,2.56174082554814e-05,0.000151492789632716
"21385","7",96285467,96285867,401,"*",4.20434836474749,5.20434836474749,0,5.20434836474749,2.57090169467202e-05,0.00015199944522065
"31","1",7121575,7121975,401,"*",6.3177204870852,5.33258685228965,6.89769329415535,-1.5651064418657,2.57167320131953e-05,0.000152009977091379
"2823","10",74190078,74190478,401,"*",6.7682206716372,5.84908557469749,7.32518860010464,-1.47610302540715,2.57361115118154e-05,0.00015208943591919
"14205","3",133570082,133570482,401,"*",5.99975222647443,4.83615288433085,6.63536970984735,-1.79921682551649,2.57472403520011e-05,0.000152100659874774
"12419","20",45905617,45906017,401,"*",5.65663497612073,4.17053291449815,6.3729887584085,-2.20245584391036,2.57498853102074e-05,0.000152100659874774
"15931","4",120085783,120086183,401,"*",5.6889821022777,6.44842533735531,3.986057516896,2.46236782045931,2.57595910917203e-05,0.000152122914842714
"20893","7",46754386,46754786,401,"*",5.34383986283415,6.19880232275931,2.95766047548798,3.24114184727133,2.58144158836585e-05,0.000152399438056348
"6691","14",95265546,95265946,401,"*",6.48470231058991,5.36034530645489,7.108844000484,-1.74849869402911,2.5818313731148e-05,0.000152399438056348
"14607","3",173709059,173709459,401,"*",6.18338477286772,6.87988496165096,4.78529534089038,2.09458962076058,2.59138948581538e-05,0.000152928394028147
"965","1",115074831,115075231,401,"*",5.28847533323093,6.12994899715415,3.02396596059464,3.10598303655951,2.59393833566232e-05,0.00015304355661676
"3631","11",47216304,47216704,401,"*",5.53521399211022,4.26340189454104,6.20048007484205,-1.93707818030102,2.60358862474728e-05,0.000153577557883435
"15632","4",74473120,74473520,401,"*",5.6257962824527,4.46799045169158,6.25974480126998,-1.7917543495784,2.60793029477633e-05,0.000153755984157053
"18887","6",38344474,38344874,401,"*",4.2410974307649,5.2410974307649,0,5.2410974307649,2.6081376918469e-05,0.000153755984157053
"10214","2",65320054,65320454,401,"*",5.40304997243322,4.11918823550051,6.07144625307233,-1.95225801757182,2.6084140336738e-05,0.000153755984157053
"20536","7",18508981,18509381,401,"*",7.52032194115304,6.80467666221838,7.99651414845636,-1.19183748623798,2.61257058037646e-05,0.000153965569652828
"14923","3",190709412,190709812,401,"*",5.01772512221259,3.48937277785839,5.74309715875081,-2.25372438089242,2.61447037895323e-05,0.000154040954273972
"2935","10",87671379,87671779,401,"*",6.5198038555241,5.59521074696243,7.07872867816398,-1.48351793120155,2.61529724485328e-05,0.000154040954273972
"19708","6",128520475,128520875,401,"*",6.63829615367158,5.70857570305492,7.19905017983666,-1.49047447678174,2.61601067034826e-05,0.000154040954273972
"10041","2",46747399,46747799,401,"*",5.51772978763644,6.30329248579871,3.66170036346196,2.64159212233675,2.61625494592103e-05,0.000154040954273972
"7916","17",6816644,6817044,401,"*",5.62885710692174,6.41919186964251,3.74268707843376,2.67650479120875,2.62362615248447e-05,0.000154439464095467
"17351","5",82090244,82090644,401,"*",6.24527054767729,6.90965687108137,4.97682235485464,1.93283451622673,2.62632773719847e-05,0.000154562977191708
"16152","4",150112291,150112691,401,"*",5.23332045093398,6.07608364923812,2.95766047548798,3.11842317375014,2.63030017525695e-05,0.000154761207831264
"14738","3",181880188,181880588,401,"*",5.94551706316528,6.67616101343686,4.39175383415915,2.2844071792777,2.63414925959906e-05,0.000154952091234004
"5563","13",36357310,36357710,401,"*",4.50919278025562,2.84034778872465,5.26236509983812,-2.42201731111348,2.63830602278127e-05,0.000155160981844836
"3996","11",103525061,103525461,401,"*",5.85410004905371,6.57692109785435,4.33785201232684,2.23906908552751,2.64256931437794e-05,0.000155376040155461
"4573","12",26648617,26649017,401,"*",4.92214012280391,3.39354471200803,5.64756312083098,-2.25401840882295,2.65007079195822e-05,0.000155781352795745
"16335","4",172982165,172982565,401,"*",6.37696748284237,7.03097626923381,5.14746851201292,1.88350775722088,2.65070401202265e-05,0.000155782829502171
"16145","4",149518399,149518799,401,"*",5.16192935888239,6.03407975040296,2.6022298756635,3.43184987473946,2.65517277718805e-05,0.000156009670197255
"13024","22",35784023,35784423,401,"*",5.59009489325087,4.26641495517042,6.26860442698265,-2.00218947181223,2.65632865034167e-05,0.000156041796295467
"1571","1",198681811,198682211,401,"*",6.35965610780889,7.00028809143367,5.17846758488827,1.8218205065454,2.66103228836811e-05,0.000156282267683206
"1964","1",233884759,233885159,401,"*",6.71058550929035,5.60872219975853,7.3279645359342,-1.71924233617568,2.6627519239101e-05,0.00015634741871815
"17774","5",120314217,120314617,401,"*",5.98868028408941,6.6961846849292,4.54262297620914,2.15356170872006,2.66726544508702e-05,0.000156576549432263
"20375","6",170503505,170503905,401,"*",4.20358236647865,5.20358236647865,0,5.20358236647865,2.66819052366302e-05,0.000156594970985566
"15493","4",53917969,53918369,401,"*",5.31859423806813,6.16059017561094,3.04958034476518,3.11100983084576,2.67034981534619e-05,0.000156685802953593
"2030","1",239811279,239811679,401,"*",5.41328308091072,6.20475432784264,3.51982621604222,2.68492811180043,2.67180600692149e-05,0.000156735347573425
"11490","2",204469014,204469414,401,"*",5.67366386851475,4.33063186122715,6.35696386605657,-2.02633200482942,2.68556382546731e-05,0.000157506350917632
"16653","5",31962926,31963326,401,"*",5.43372020890422,6.22238842598964,3.55815923831071,2.66422918767893,2.68660019126974e-05,0.00015753106820771
"16930","5",56391476,56391876,401,"*",5.12338723211562,6.03666851177247,2.02396596059464,4.01270255117783,2.68889406023478e-05,0.000157629492071155
"23728","9",14245835,14246235,401,"*",4.64315321254107,2.92154327704825,5.40596108873745,-2.4844178116892,2.70496510470039e-05,0.000158535337570841
"17524","5",93162361,93162761,401,"*",5.489792098295,6.28034450631335,3.6022298756635,2.67811463064985,2.70788474869882e-05,0.000158670154373665
"19709","6",128600346,128600746,401,"*",6.55780445682675,7.2130904953804,5.32358298725071,1.88950750812969,2.70884894361358e-05,0.000158690354990836
"9682","2",17962909,17963309,401,"*",5.21513746875652,6.05579212041123,2.95766047548798,3.09813164492325,2.72192813905788e-05,0.000159420107604903
"14217","3",134464085,134464485,401,"*",4.51549635697506,2.72914170179689,5.28957397830555,-2.56043227650865,2.73004766800097e-05,0.000159859111220226
"586","1",84156273,84156673,401,"*",5.77575511858779,6.53037424950434,4.0991315561762,2.43124269332814,2.74005956946022e-05,0.000160408697555831
"15550","4",57077522,57077922,401,"*",7.58937611498109,6.88660021610441,8.05989848776636,-1.17329827166195,2.74879971365922e-05,0.000160883598502449
"8569","18",3650768,3651168,401,"*",5.97546366912315,4.70919168084917,6.63927947103495,-1.93008779018578,2.7506499889634e-05,0.00016095511972879
"13918","3",105970349,105970749,401,"*",5.25353036324958,6.18790535679287,1.76246533545007,4.4254400213428,2.75489985980203e-05,0.000161166989286158
"10347","2",79604722,79605122,401,"*",5.49103018628989,6.27226792531489,3.66170036346196,2.61056756185293,2.75581647887604e-05,0.000161183804922024
"176","1",28122217,28122617,401,"*",6.67036262790534,5.6823561663115,7.25130502286073,-1.56894885654923,2.75982520077204e-05,0.000161381424317229
"20646","7",25028438,25028838,401,"*",5.51789431407271,4.11088017280079,6.21647613415731,-2.10559596135652,2.76949341301791e-05,0.000161909818016186
"10212","2",65029346,65029746,401,"*",5.13756605739871,6.03698283575811,2.24526182509894,3.79172101065917,2.77225098466022e-05,0.000162034053673342
"18023","5",137209457,137209857,401,"*",5.27968328235897,6.11371205725798,3.07773182600088,3.0359802312571,2.78297380411455e-05,0.000162623683653756
"2306","10",22624330,22624730,401,"*",4.38879413043879,2.76449490955394,5.13349997986454,-2.3690050703106,2.78548245583813e-05,0.000162733157476993
"19903","6",139539795,139540195,401,"*",5.04312520890462,3.8043887838722,5.69962741267412,-1.89523862880192,2.78817142940934e-05,0.000162853113722317
"19485","6",111653895,111654295,401,"*",4.97446541234452,5.93500772600443,0.762465335450073,5.17254239055435,2.79235068986421e-05,0.000163060040968637
"11765","2",224245290,224245690,401,"*",5.56137090623901,6.35993035237783,3.62148207316653,2.7384482792113,2.79578090689169e-05,0.000163223143283389
"14246","3",138461322,138461722,401,"*",5.11441797421238,6.0384037639943,1.8302243258201,4.2081794381742,2.8021703231379e-05,0.000163557365043832
"19615","6",118752928,118753328,401,"*",7.09478204496076,7.66824138752896,6.12875123513574,1.53949015239323,2.80278254564143e-05,0.000163557365043832
"18507","6",5361589,5361989,401,"*",6.2263495407803,6.89079894542852,4.95766047548798,1.93313846994054,2.80464601488696e-05,0.000163628835366373
"10281","2",71596127,71596527,401,"*",5.72722483210033,4.57405152117091,6.3598326104456,-1.78578108927469,2.80626696257001e-05,0.000163686127156463
"1433","1",180344010,180344410,401,"*",5.24382427360521,6.17157760393018,1.88816020614346,4.28341739778672,2.80706190743059e-05,0.000163695224094143
"20270","6",158995313,158995713,401,"*",5.26658291019045,6.1301161373712,2.796742598243,3.3333735391282,2.81225310652264e-05,0.000163960628317927
"16240","4",156837734,156838134,401,"*",4.11130792876619,5.11130792876619,0,5.11130792876619,2.82503589914361e-05,0.000164668417893654
"7860","16",86491632,86492032,401,"*",3.65068508107418,1.01074128603501,4.53005013717356,-3.51930885113854,2.82737544710334e-05,0.000164762791246114
"14011","3",111947146,111947546,401,"*",6.40898996921808,7.04645044754123,5.23895801070093,1.8074924368403,2.82794126438114e-05,0.000164762791246114
"6775","15",35115268,35115668,401,"*",4.98931817617499,5.9502701479432,0.762465335450073,5.18780481249313,2.83581588160699e-05,0.000165184018315161
"11575","2",215260252,215260652,401,"*",5.71549789799082,6.46041105359849,4.09012729030445,2.37028376329404,2.85767949352998e-05,0.000166419716447491
"3096","10",99339019,99339419,401,"*",4.57064041217262,2.94478452102315,5.31564740644442,-2.37086288542127,2.86160041100361e-05,0.000166610180293387
"25178","X",73713066,73713466,401,"*",5.27514727533378,3.7441464752385,6.0010740295569,-2.2569275543184,2.86622632800649e-05,0.000166841595253057
"23004","8",103269058,103269458,401,"*",5.29150106225594,6.12278348897235,3.11188008310531,3.01090340586705,2.88155405578643e-05,0.000167695710588679
"17888","5",125277454,125277854,401,"*",6.18527913978352,5.11950604746645,6.79151610897911,-1.67201006151266,2.88961721152467e-05,0.000168126762945353
"10177","2",62672660,62673060,401,"*",6.17765218509585,5.11934123685948,6.78153943643558,-1.6621981995761,2.89284900095024e-05,0.000168276579714676
"222","1",38451492,38451892,401,"*",3.97020819709988,1.68242092771755,4.81436132149383,-3.13194039377628,2.90351289236248e-05,0.000168858554543796
"22677","8",79288016,79288416,401,"*",6.68330328049288,7.29342958513513,5.60506609172898,1.68836349340615,2.90604775376313e-05,0.000168967615424203
"717","1",93408205,93408605,401,"*",5.47120715191638,6.25300345234627,3.63846124769217,2.61454220465409,2.90933487192234e-05,0.000169120355681658
"21265","7",87317135,87317535,401,"*",5.28745918217253,6.11823938741238,3.11188008310531,3.00635930430708,2.91124439013971e-05,0.000169192964579399
"12157","20",11120419,11120819,401,"*",5.16862449757558,3.81704766804398,5.85401435051076,-2.03696668246678,2.91668995946463e-05,0.000169470998824144
"20508","7",17520930,17521330,401,"*",4.96138529248312,5.92156323297007,0.762465335450073,5.15909789751999,2.91984425994202e-05,0.000169615805558265
"25243","X",104855038,104855438,401,"*",5.55434885808582,6.3199638435417,3.8169284914118,2.5030353521299,2.92846559710935e-05,0.000170078058641459
"11757","2",224073733,224074133,401,"*",5.21361693358475,6.15648105919888,1.52691758238415,4.62956347681473,2.93541671259175e-05,0.000170443121811368
"21244","7",84372232,84372632,401,"*",7.30762625880784,7.84094534079448,6.4523123877921,1.38863295300238,2.93652972605658e-05,0.000170458862501554
"967","1",115126740,115127140,401,"*",4.96081671815752,5.92097874271505,0.762465335450073,5.15851340726497,2.93701857710149e-05,0.000170458862501554
"17859","5",124801486,124801886,401,"*",5.23162792834353,6.1853822832249,1.24526182509894,4.94012045812596,2.93933244609461e-05,0.000170554515524466
"16311","4",168765697,168766097,401,"*",5.68867176305423,6.46392731688281,3.89534902981116,2.56857828707165,2.9426455119471e-05,0.000170708090410011
"11269","2",181393443,181393843,401,"*",5.24244242171615,6.07535908263179,3.04958034476518,3.02577873786661,2.94389120712762e-05,0.000170741691066777
"25179","X",73728578,73728978,401,"*",6.45847630794689,7.13621612645862,5.13787579557741,1.99834033088122,2.94810897467118e-05,0.000170947613655786
"9996","2",43531162,43531562,401,"*",5.1297362047217,6.03663816346153,2.12956574701132,3.9070724164502,2.95074926612809e-05,0.00017106199298409
"18552","6",10759250,10759650,401,"*",5.8380142580473,4.59113024905492,6.49669894483934,-1.90556869578442,2.9519965466614e-05,0.000171095582652425
"544","1",75344042,75344442,401,"*",4.14149482473961,5.14149482473961,0,5.14149482473961,2.96580642199033e-05,0.000171857111328994
"12951","22",24486508,24486908,401,"*",5.58509492881197,4.39513431359203,6.22819857304377,-1.83306425945174,2.96727663744271e-05,0.000171903421298072
"6350","14",53327642,53328042,401,"*",6.57908503106626,7.24493044889444,5.30505233589167,1.93987811300277,2.9692196897177e-05,0.000171977097018286
"394","1",59502323,59502723,401,"*",6.37163797530309,7.02231840824009,5.15435365696156,1.86796475127853,2.98322699962817e-05,0.000172749342849174
"23192","8",121038726,121039126,401,"*",5.14729401759777,6.03980114338405,2.34742783617123,3.69237330721282,2.9879641178988e-05,0.000172977404143409
"23321","8",127010671,127011071,401,"*",4.94298495031441,5.91491725644974,0.245261825098939,5.6696554313508,2.98851585111534e-05,0.000172977404143409
"19876","6",137728802,137729202,401,"*",6.838898967109,5.93436755440235,7.39058114804567,-1.45621359364332,2.99943864991501e-05,0.000173567855255573
"7957","17",13531705,13532105,401,"*",5.48131094102657,6.264750331738,3.63846124769217,2.62628908404583,3.00007207069902e-05,0.000173567855255573
