Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26
TES-1_R1_001_val_1	(20, 3157.0)	(25, 6842.0)	(30, 20789.0)	(35, 116570.0)	(40, 776150.0)	(45, 1104589.0)	(50, 2817516.0)	(55, 2392169.0)	(60, 3530806.0)	(65, 2813492.0)	(70, 3153213.0)	(75, 2696440.0)	(80, 2625649.0)	(85, 2437176.0)	(90, 2164765.0)	(95, 2172885.0)	(100, 1809876.0)	(105, 1925675.0)	(110, 1530573.0)	(115, 1682763.0)	(120, 1319315.0)	(125, 1488966.0)	(130, 1170923.0)	(135, 1337976.0)	(140, 1177689.0)	(145, 366158.0)	(150, 18178573.0)
TES-1_R2_001	(150, 60876267.0)																										
TES-1_R2_001_val_2	(20, 4763.0)	(25, 6967.0)	(30, 20451.0)	(35, 113494.0)	(40, 770989.0)	(45, 1101794.0)	(50, 2814096.0)	(55, 2389244.0)	(60, 3527039.0)	(65, 2808174.0)	(70, 3149132.0)	(75, 2695223.0)	(80, 2623665.0)	(85, 2436974.0)	(90, 2163375.0)	(95, 2171177.0)	(100, 1808157.0)	(105, 1923174.0)	(110, 1528736.0)	(115, 1681053.0)	(120, 1316876.0)	(125, 1489045.0)	(130, 1171883.0)	(135, 1338806.0)	(140, 1181849.0)	(145, 422261.0)	(150, 18162298.0)
TES-2_R1_001	(150, 65179879.0)																										
TES-2_R1_001_val_1	(20, 2672.0)	(25, 4349.0)	(30, 11361.0)	(35, 78377.0)	(40, 601798.0)	(45, 1016628.0)	(50, 2906208.0)	(55, 2681972.0)	(60, 4077913.0)	(65, 3540350.0)	(70, 3840816.0)	(75, 3651872.0)	(80, 3386181.0)	(85, 3423325.0)	(90, 2923815.0)	(95, 3074953.0)	(100, 2531886.0)	(105, 2678565.0)	(110, 2111595.0)	(115, 2247517.0)	(120, 1766589.0)	(125, 1856929.0)	(130, 1480877.0)	(135, 1529303.0)	(140, 1379561.0)	(145, 336283.0)	(150, 11999388.0)
TES-2_R2_001	(150, 65179879.0)																										
TES-2_R2_001_val_2	(20, 3627.0)	(25, 3978.0)	(30, 10729.0)	(35, 75312.0)	(40, 597110.0)	(45, 1014114.0)	(50, 2902632.0)	(55, 2678862.0)	(60, 4073696.0)	(65, 3534395.0)	(70, 3836460.0)	(75, 3650123.0)	(80, 3384430.0)	(85, 3423370.0)	(90, 2922834.0)	(95, 3073070.0)	(100, 2529374.0)	(105, 2676080.0)	(110, 2109909.0)	(115, 2245342.0)	(120, 1763752.0)	(125, 1855627.0)	(130, 1479775.0)	(135, 1528368.0)	(140, 1380898.0)	(145, 365613.0)	(150, 12021603.0)
TES-3_R1_001	(150, 69142383.0)																										
TES-3_R1_001_val_1	(20, 4471.0)	(25, 11655.0)	(30, 42927.0)	(35, 223115.0)	(40, 1371740.0)	(45, 1589817.0)	(50, 4297903.0)	(55, 3127202.0)	(60, 4940155.0)	(65, 3606022.0)	(70, 4180810.0)	(75, 3376166.0)	(80, 3326372.0)	(85, 3035815.0)	(90, 2655111.0)	(95, 2695482.0)	(100, 2138741.0)	(105, 2353101.0)	(110, 1723213.0)	(115, 1962628.0)	(120, 1400113.0)	(125, 1654939.0)	(130, 1153135.0)	(135, 1366687.0)	(140, 1086949.0)	(145, 353230.0)	(150, 15402197.0)
TES-3_R2_001	(150, 69142383.0)																										
TES-3_R2_001_val_2	(20, 6639.0)	(25, 11526.0)	(30, 42155.0)	(35, 218934.0)	(40, 1364457.0)	(45, 1585780.0)	(50, 4292845.0)	(55, 3122724.0)	(60, 4935158.0)	(65, 3599013.0)	(70, 4175755.0)	(75, 3374659.0)	(80, 3323880.0)	(85, 3035052.0)	(90, 2653933.0)	(95, 2693478.0)	(100, 2136667.0)	(105, 2350129.0)	(110, 1721284.0)	(115, 1960596.0)	(120, 1397406.0)	(125, 1654734.0)	(130, 1153451.0)	(135, 1366586.0)	(140, 1091183.0)	(145, 392987.0)	(150, 15418685.0)
TESmut-1_R1_001	(150, 68515115.0)																										
TESmut-1_R1_001_val_1	(20, 4583.0)	(25, 11081.0)	(30, 32356.0)	(35, 146264.0)	(40, 1138005.0)	(45, 1205146.0)	(50, 3732884.0)	(55, 2636641.0)	(60, 4378658.0)	(65, 3381189.0)	(70, 3915329.0)	(75, 3344154.0)	(80, 3173256.0)	(85, 2983461.0)	(90, 2515165.0)	(95, 2587912.0)	(100, 2024538.0)	(105, 2245961.0)	(110, 1667176.0)	(115, 1912017.0)	(120, 1407970.0)	(125, 1655085.0)	(130, 1222623.0)	(135, 1468871.0)	(140, 1313139.0)	(145, 373224.0)	(150, 17959951.0)
TESmut-1_R2_001	(150, 68515115.0)																										
TESmut-1_R2_001_val_2	(20, 6466.0)	(25, 11234.0)	(30, 31915.0)	(35, 142372.0)	(40, 1130918.0)	(45, 1201691.0)	(50, 3727882.0)	(55, 2632370.0)	(60, 4373546.0)	(65, 3373679.0)	(70, 3910400.0)	(75, 3343091.0)	(80, 3171163.0)	(85, 2982625.0)	(90, 2514311.0)	(95, 2585929.0)	(100, 2022995.0)	(105, 2243634.0)	(110, 1666081.0)	(115, 1910202.0)	(120, 1405028.0)	(125, 1654464.0)	(130, 1223232.0)	(135, 1469050.0)	(140, 1317529.0)	(145, 426943.0)	(150, 17957889.0)
TESmut-2_R1_001	(150, 66652695.0)																										
TESmut-2_R1_001_val_1	(20, 3742.0)	(25, 8951.0)	(30, 33659.0)	(35, 174194.0)	(40, 1229714.0)	(45, 1415734.0)	(50, 3857388.0)	(55, 2940351.0)	(60, 4612734.0)	(65, 3532741.0)	(70, 3886498.0)	(75, 3161496.0)	(80, 2995221.0)	(85, 2699176.0)	(90, 2346252.0)	(95, 2308003.0)	(100, 1882920.0)	(105, 1992584.0)	(110, 1540476.0)	(115, 1675614.0)	(120, 1278051.0)	(125, 1433691.0)	(130, 1102405.0)	(135, 1270276.0)	(140, 1189719.0)	(145, 347214.0)	(150, 17679375.0)
TESmut-2_R2_001	(150, 66652695.0)																										
TESmut-2_R2_001_val_2	(20, 5487.0)	(25, 9603.0)	(30, 33822.0)	(35, 171559.0)	(40, 1223802.0)	(45, 1412946.0)	(50, 3852581.0)	(55, 2936959.0)	(60, 4608115.0)	(65, 3526228.0)	(70, 3881831.0)	(75, 3160065.0)	(80, 2993130.0)	(85, 2699007.0)	(90, 2345059.0)	(95, 2306135.0)	(100, 1881285.0)	(105, 1990217.0)	(110, 1539567.0)	(115, 1674260.0)	(120, 1275787.0)	(125, 1433685.0)	(130, 1103818.0)	(135, 1270992.0)	(140, 1193967.0)	(145, 421422.0)	(150, 17646850.0)
TESmut-3_R1_001	(150, 91417874.0)																										
TESmut-3_R1_001_val_1	(20, 6981.0)	(25, 33609.0)	(30, 202246.0)	(35, 831645.0)	(40, 4362020.0)	(45, 4201545.0)	(50, 9393334.0)	(55, 6319991.0)	(60, 8059584.0)	(65, 5433751.0)	(70, 5410973.0)	(75, 4196111.0)	(80, 3742270.0)	(85, 3326690.0)	(90, 2718375.0)	(95, 2672108.0)	(100, 2052655.0)	(105, 2180623.0)	(110, 1586356.0)	(115, 1751053.0)	(120, 1264277.0)	(125, 1436614.0)	(130, 1052961.0)	(135, 1227432.0)	(140, 1116830.0)	(145, 318623.0)	(150, 16323717.0)
TESmut-3_R2_001	(150, 91417874.0)																										
TESmut-3_R2_001_val_2	(20, 9859.0)	(25, 34890.0)	(30, 202106.0)	(35, 826776.0)	(40, 4349524.0)	(45, 4195002.0)	(50, 9381765.0)	(55, 6311540.0)	(60, 8048471.0)	(65, 5422722.0)	(70, 5401866.0)	(75, 4191827.0)	(80, 3736264.0)	(85, 3324298.0)	(90, 2715824.0)	(95, 2667812.0)	(100, 2048678.0)	(105, 2176396.0)	(110, 1583860.0)	(115, 1748329.0)	(120, 1261383.0)	(125, 1436031.0)	(130, 1053583.0)	(135, 1228346.0)	(140, 1121034.0)	(145, 404989.0)	(150, 16339199.0)
