Sample	bowtie_2_hisat2-overall_alignment_rate	samtools_flagstat-flagstat_total	samtools_flagstat-mapped_passed	samtools_flagstat-mapped_passed_pct	fastqc-percent_duplicates	fastqc-percent_gc	fastqc-avg_sequence_length	fastqc-median_sequence_length	fastqc-percent_fails	fastqc-total_sequences	cutadapt-percent_trimmed	macs2-d	macs2-peak_count	picard_mark_duplicates-PERCENT_DUPLICATION
TES-1_R1_001					70.870411276873	51.0	150.0	150	36.36363636363637	60.876267	29.350293297933877			
TES-1_R1_001_val_1					70.8769289349672	50.0	106.14416467125211	102	27.27272727272727	60.820695				
TES-1_R2_001					71.54977091155668	52.0	150.0	150	27.27272727272727	60.876267	29.33576917038403			
TES-1_R2_001_val_2					71.56845803391238	50.0	106.19781067940772	102	18.181818181818183	60.820695				
TES-1_bowtie2	55.02													
TES-1_filtered_flagstat		28.016835999999998	28.016835999999998	100.0										
TES-1_flagstat		121.64139	66.925916	55.02										
TES-1_with_rg														51.0143
TES-2												136.0	14642	
TES-2_R1_001					89.06965815399751	52.0	150.0	150	36.36363636363637	65.179879	33.29564818615266			
TES-2_R1_001_val_1					89.09414508158373	52.0	100.13522002696824	97	27.27272727272727	65.141083				
TES-2_R2_001					90.13407488229578	53.0	150.0	150	27.27272727272727	65.179879	33.27204000076976			
TES-2_R2_001_val_2					90.17340610242125	52.0	100.1931257651949	97	18.181818181818183	65.141083				
TES-2_bowtie2	42.24													
TES-2_filtered_flagstat		5.709934	5.709934	100.0										
TES-2_flagstat		130.282166	55.036553999999995	42.24										
TES-2_with_rg														85.4419
TES-3												132.0	18357	
TES-3_R1_001					71.41111711314554	51.0	150.0	150	36.36363636363637	69.142383	34.136589815444076			
TES-3_R1_001_val_1					71.40924885292122	50.0	98.91341142410354	92	27.27272727272727	69.079696				
TES-3_R2_001					72.27808309922897	52.0	150.0	150	27.27272727272727	69.142383	34.11135850881313			
TES-3_R2_001_val_2					72.29907983275788	50.0	98.98048197114244	92	18.181818181818183	69.079696				
TES-3_bowtie2	73.0													
TES-3_filtered_flagstat		33.780698	33.780698	100.0										
TES-3_flagstat		138.159392	100.855886	73.0										
TES-3_with_rg														60.1727
TESmut												115.0	15777	
TESmut-1												130.0	13345	
TESmut-1_R1_001					80.00812674068217	52.0	150.0	150	36.36363636363637	68.515115	31.491551063829736			
TESmut-1_R1_001_val_1					80.02548526181891	51.0	102.88987002269354	97	27.27272727272727	68.436639				
TESmut-1_R2_001					80.70011126763396	52.0	150.0	150	27.27272727272727	68.515115	31.46967739892139			
TESmut-1_R2_001_val_2					80.73599110592627	51.0	102.95251501903827	97	18.181818181818183	68.436639				
TESmut-1_bowtie2	55.65													
TESmut-1_filtered_flagstat		16.110684	16.110684	100.0										
TESmut-1_flagstat		136.873278	76.17356199999999	55.65										
TESmut-1_with_rg														70.4652
TESmut-2												135.0	15544	
TESmut-2_R1_001					81.49804372626011	51.0	150.0	150	36.36363636363637	66.652695	32.26074246510212			
TESmut-2_R1_001_val_1					81.50504579571381	50.0	101.69120796080625	97	36.36363636363637	66.598179				
TESmut-2_R2_001					82.235191677206	52.0	150.0	150	27.27272727272727	66.652695	32.24455671297312			
TESmut-2_R2_001_val_2					82.26429759989354	50.0	101.74284814904624	97	27.27272727272727	66.598179				
TESmut-2_bowtie2	48.88													
TESmut-2_filtered_flagstat		12.535344	12.535344	100.0										
TESmut-2_flagstat		133.196358	65.11270999999999	48.88										
TESmut-2_with_rg														71.0873
TESmut-3												115.0	15260	
TESmut-3_R1_001					81.02384086553886	53.0	150.0	150	36.36363636363637	91.417874	41.027080437245786			
TESmut-3_R1_001_val_1					81.00035284628838	50.0	88.58488540870466	77	36.36363636363637	91.222374				
TESmut-3_R2_001					81.26782411175643	53.0	150.0	150	27.27272727272727	91.417874	40.98822535878852			
TESmut-3_R2_001_val_2					81.28224504532861	50.0	88.67454457499647	77	27.27272727272727	91.222374				
TESmut-3_bowtie2	61.46													
TESmut-3_filtered_flagstat		21.252378	21.252378	100.0										
TESmut-3_flagstat		182.444748	112.12386	61.46										
TESmut-3_with_rg														72.9773
