"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0002287","GO:0002287","alpha-beta T cell activation involved in immune response","30/5471","84/18986",0.357142857142857,1.23939211948717,1.39902748475227,0.102151671417647,0.235675198325891,0.163232504050796,"5590/2475/3716/3570/7292/3142/2625/57089/3606/4297/3146/6095/5914/6774/406991/9021/4092/23476/3594/6775/8320/27086/604/4976/51176/3558/3569/8767/6461/301",30
"GO:0002293","GO:0002293","alpha-beta T cell differentiation involved in immune response","30/5471","84/18986",0.357142857142857,1.23939211948717,1.39902748475227,0.102151671417647,0.235675198325891,0.163232504050796,"5590/2475/3716/3570/7292/3142/2625/57089/3606/4297/3146/6095/5914/6774/406991/9021/4092/23476/3594/6775/8320/27086/604/4976/51176/3558/3569/8767/6461/301",30
"GO:0034248","GO:0034248","regulation of amide metabolic process","30/5471","84/18986",0.357142857142857,1.23939211948717,1.39902748475227,0.102151671417647,0.235675198325891,0.163232504050796,"2475/3491/10313/8301/6653/6667/9971/3479/6252/10972/8877/57521/348/9475/57142/274/4780/2043/5621/100126296/9619/8398/6622/23657/54103/1191/8439/4915/619556/5165",30
"GO:0031670","GO:0031670","cellular response to nutrient","19/5471","50/18986",0.38,1.31871321513434,1.4357260629382,0.102338849233871,0.235675198325891,0.163232504050796,"2475/406911/2621/1277/83990/3276/4780/8202/1591/5337/1452/5292/6722/8805/4023/6591/3371/5251/8473",19
"GO:2000404","GO:2000404","regulation of T cell migration","19/5471","50/18986",0.38,1.31871321513434,1.4357260629382,0.102338849233871,0.235675198325891,0.163232504050796,"27/6387/8772/65125/23143/102/3690/6868/27347/6364/351/9943/7474/4345/10563/9750/1235/81704/25",19
"GO:0010458","GO:0010458","exit from mitosis","13/5471","32/18986",0.40625,1.40980853591665,1.47616935162489,0.102456224436938,0.235675198325891,0.163232504050796,"4774/8556/55844/2059/7040/23332/128866/23122/8697/9587/54443/4781/8555",13
"GO:0045940","GO:0045940","positive regulation of steroid metabolic process","13/5471","32/18986",0.40625,1.40980853591665,1.47616935162489,0.102456224436938,0.235675198325891,0.163232504050796,"3480/6720/348/3552/9619/6721/22937/1601/2246/654/1081/9444/2770",13
"GO:0045987","GO:0045987","positive regulation of smooth muscle contraction","13/5471","32/18986",0.40625,1.40980853591665,1.47616935162489,0.102456224436938,0.235675198325891,0.163232504050796,"5724/1907/1131/406991/8877/6869/5021/10874/255743/3673/2149/1906/6722",13
"GO:0051642","GO:0051642","centrosome localization","13/5471","32/18986",0.40625,1.40980853591665,1.47616935162489,0.102456224436938,0.235675198325891,0.163232504050796,"5362/3799/56288/51134/51199/23224/54820/5048/5903/117583/1739/10142/23299",13
"GO:0060045","GO:0060045","positive regulation of cardiac muscle cell proliferation","13/5471","32/18986",0.40625,1.40980853591665,1.47616935162489,0.102456224436938,0.235675198325891,0.163232504050796,"983/657/10413/2627/2066/3516/2247/4208/5292/3084/23414/406987/407007",13
"GO:0061037","GO:0061037","negative regulation of cartilage development","13/5471","32/18986",0.40625,1.40980853591665,1.47616935162489,0.102456224436938,0.235675198325891,0.163232504050796,"5744/144347/11173/5914/406991/2202/5915/1499/81792/2737/6591/8840/7046",13
"GO:0061842","GO:0061842","microtubule organizing center localization","13/5471","32/18986",0.40625,1.40980853591665,1.47616935162489,0.102456224436938,0.235675198325891,0.163232504050796,"5362/3799/56288/51134/51199/23224/54820/5048/5903/117583/1739/10142/23299",13
"GO:1902042","GO:1902042","negative regulation of extrinsic apoptotic signaling pathway via death domain receptors","13/5471","32/18986",0.40625,1.40980853591665,1.47616935162489,0.102456224436938,0.235675198325891,0.163232504050796,"8682/85450/117584/8837/64114/598/5894/2932/2244/653/5054/4846/407007",13
"GO:1904376","GO:1904376","negative regulation of protein localization to cell periphery","13/5471","32/18986",0.40625,1.40980853591665,1.47616935162489,0.102456224436938,0.235675198325891,0.163232504050796,"8301/65125/8650/1213/7040/116372/64114/598/1173/131578/1601/112609/312",13
"GO:0046890","GO:0046890","regulation of lipid biosynthetic process","65/5471","196/18986",0.331632653061224,1.15086411095237,1.35076940888554,0.10284118374372,0.236475362619939,0.163786710952063,"2475/23352/23038/84879/3491/2672/476/9926/824/8644/340895/5592/10580/27122/1389/9971/23409/3356/81542/8816/11261/3480/6720/8877/57521/3949/376497/634/348/3973/3552/3553/51141/1385/2181/6615/5105/9619/8398/5155/6721/22937/26137/5978/3490/4790/55294/1601/8622/2246/2908/654/221395/60481/653/1081/9444/2770/6591/2171/406987/51360/190/8473/3358",65
"GO:0032309","GO:0032309","icosanoid secretion","18/5471","47/18986",0.382978723404255,1.32905027281177,1.43702159720692,0.103001319081133,0.236758170870227,0.163982588580208,"1813/5027/5025/8600/10257/4843/5608/3973/3552/3553/22925/4923/4282/1814/1906/729330/301/2182",18
"GO:0007260","GO:0007260","tyrosine phosphorylation of STAT protein","14/5471","35/18986",0.4,1.38811917382563,1.46222325882934,0.103296272171415,0.237179552889266,0.164274444671211,"8995/50604/22876/3606/2066/54625/3592/3280/2261/3600/2241/1436/2534/3717",14
"GO:0010614","GO:0010614","negative regulation of cardiac muscle hypertrophy","14/5471","35/18986",0.4,1.38811917382563,1.46222325882934,0.103296272171415,0.237179552889266,0.164274444671211,"4000/5999/493/10539/5025/2308/4088/406991/4089/5468/27086/406937/3720/221476",14
"GO:0090183","GO:0090183","regulation of kidney development","14/5471","35/18986",0.4,1.38811917382563,1.46222325882934,0.103296272171415,0.237179552889266,0.164274444671211,"4070/7482/2625/6928/7040/130497/10736/7849/5530/10409/2297/2146/4609/186",14
"GO:0046627","GO:0046627","negative regulation of insulin receptor signaling pathway","17/5471","44/18986",0.386363636363636,1.34079692926339,1.4399245229998,0.103478414101706,0.23722658874861,0.164307022478105,"5590/5305/5791/5795/23371/9640/5579/9021/3553/2888/2660/3667/5770/4690/5167/2887/23189",17
"GO:0032755","GO:0032755","positive regulation of interleukin-6 production","36/5471","103/18986",0.349514563106796,1.21291966644958,1.37857223077123,0.103543885584026,0.23722658874861,0.164307022478105,"5724/3570/7292/114609/59341/5027/3146/136/4843/6774/4155/148022/7040/5452/10865/3552/3553/245937/351/54093/7474/26137/3556/2069/2149/2150/55122/3569/10392/948/4023/8767/23586/7099/51284/695",36
"GO:0021696","GO:0021696","cerebellar cortex morphogenesis","15/5471","38/18986",0.394736842105263,1.36985444785424,1.45201662626605,0.103689048218813,0.23722658874861,0.164307022478105,"388610/2629/22891/7846/6095/8925/79934/9378/5270/1312/2895/136319/23287/25861/4983",15
"GO:0035909","GO:0035909","aorta morphogenesis","15/5471","38/18986",0.394736842105263,1.36985444785424,1.45201662626605,0.103689048218813,0.23722658874861,0.164307022478105,"406988/7042/657/182/7048/56999/4638/3280/3516/406937/5159/6659/6722/7021/55636",15
"GO:0003203","GO:0003203","endocardial cushion morphogenesis","16/5471","41/18986",0.390243902439024,1.35426260861037,1.44477618023762,0.103726153567991,0.23722658874861,0.164307022478105,"4194/7042/657/4087/4089/90/6615/7048/6092/6091/3516/324/653/4846/6591/7046",16
"GO:0009394","GO:0009394","2'-deoxyribonucleotide metabolic process","16/5471","41/18986",0.390243902439024,1.35426260861037,1.44477618023762,0.103726153567991,0.23722658874861,0.164307022478105,"26289/1806/132/22978/56953/6241/7498/1716/151531/1841/25939/51733/131870/1633/9519/9615",16
"GO:0030279","GO:0030279","negative regulation of ossification","16/5471","41/18986",0.390243902439024,1.35426260861037,1.44477618023762,0.103726153567991,0.23722658874861,0.164307022478105,"79639/22943/5552/4038/144347/4091/22856/50964/4092/596/7040/3516/4208/5167/2185/54880",16
"GO:0040001","GO:0040001","establishment of mitotic spindle localization","16/5471","41/18986",0.390243902439024,1.35426260861037,1.44477618023762,0.103726153567991,0.23722658874861,0.164307022478105,"3688/10253/51203/54820/5048/162282/10403/1058/23332/23122/3064/10252/54908/2697/79648/55755",16
"GO:0051954","GO:0051954","positive regulation of amine transport","16/5471","41/18986",0.390243902439024,1.35426260861037,1.44477618023762,0.103726153567991,0.23722658874861,0.164307022478105,"65018/8564/3688/6387/1813/81539/6857/5027/8140/3745/4923/5021/9607/6558/84062/4986",16
"GO:0070302","GO:0070302","regulation of stress-activated protein kinase signaling cascade","16/5471","41/18986",0.390243902439024,1.35426260861037,1.44477618023762,0.103726153567991,0.23722658874861,0.164307022478105,"10269/7042/11221/355/55801/2308/57551/5605/3552/51776/10392/5478/8767/4609/7099/4281",16
"GO:1904994","GO:1904994","regulation of leukocyte adhesion to vascular endothelial cell","16/5471","41/18986",0.390243902439024,1.35426260861037,1.44477618023762,0.103726153567991,0.23722658874861,0.164307022478105,"5724/6387/6484/2113/10725/406991/6370/3689/9435/56477/406938/3569/407035/2650/9314/407007",16
"GO:0042093","GO:0042093","T-helper cell differentiation","29/5471","81/18986",0.358024691358025,1.24245234694269,1.39126927480058,0.103896132014654,0.237530109562915,0.164517245967477,"5590/2475/3716/3570/7292/3142/2625/57089/3606/4297/3146/6095/5914/6774/406991/9021/4092/23476/3594/6775/27086/604/4976/51176/3558/3569/8767/6461/301",29
"GO:0033157","GO:0033157","regulation of intracellular protein transport","51/5471","151/18986",0.337748344370861,1.17208738187263,1.35078217738354,0.104890911902556,0.239573417691314,0.165932474658129,"127933/111240474/55432/5784/983/9531/9024/79899/6653/64328/3843/337867/2621/5587/11261/51496/4088/79567/999/7531/4763/7040/7514/3553/580/111089941/11142/5770/5905/2932/1894/22902/23379/79628/55696/51715/55754/51465/7957/2737/948/6469/51201/79752/51366/284/3717/10541/56850/10178/2316",51
"GO:0051783","GO:0051783","regulation of nuclear division","51/5471","151/18986",0.337748344370861,1.17208738187263,1.35078217738354,0.104890911902556,0.239573417691314,0.165932474658129,"1104/1063/4288/4041/25906/472/5139/3479/51433/55795/8881/701/51203/55055/51451/25970/146691/10040/56155/8877/10403/1613/147841/7039/699/3552/3553/57405/940/23236/3976/57026/5155/7474/1814/2069/685/1950/324/8697/5159/54908/1906/9587/8379/858/346673/27085/286053/1761/55755",51
"GO:0051098","GO:0051098","regulation of binding","72/5471","219/18986",0.328767123287671,1.14091986889777,1.33452739699154,0.104902637084477,0.239573417691314,0.165932474658129,"6497/5195/23028/3925/2035/55182/3725/4803/10763/3428/2625/5599/22943/3433/9044/3416/6934/2011/114769/6588/1663/8091/3479/488/121665/3146/4140/146057/302/53339/80011/79567/5914/10014/4087/84444/171392/1054/119/4760/4133/2043/9759/2280/7074/8664/151651/2932/51068/1981/3280/118/51176/1950/9693/1601/64324/9750/64771/5350/5071/406940/4233/28996/640/8767/4781/114991/64855/25/8239/1193",72
"GO:0090559","GO:0090559","regulation of membrane permeability","27/5471","75/18986",0.36,1.24930725644306,1.37638184962826,0.1074055352009,0.245201605075407,0.169830649461837,"2475/90529/7805/117145/50848/7417/10105/83700/388364/10449/5366/596/54978/10018/666/598/2139/10015/2932/57493/815/406938/8870/2729/665/55353/9414",27
"GO:0019915","GO:0019915","lipid storage","34/5471","97/18986",0.350515463917526,1.21639309046575,1.35942548197372,0.107538019062519,0.245416159507518,0.169979253377129,"2629/3988/10938/1407/53349/10577/79068/6720/3690/57674/4864/348/3553/3685/8760/8204/9619/23761/6721/5468/51099/4790/55294/3074/406938/5467/5167/3569/948/857/4023/158219/19/158747",34
"GO:0005996","GO:0005996","monosaccharide metabolic process","85/5471","262/18986",0.324427480916031,1.12586001693872,1.30517801101568,0.108967798136488,0.247784932071711,0.171619904068957,"54206/2023/2517/23038/10269/6513/115209/55277/34/477/55811/467/5214/5209/80201/3098/3988/10580/2805/6934/51363/3784/8534/5091/4041/1737/4837/6515/283310/3479/1407/4938/145173/2308/8660/6652/2200/2585/6095/5315/83440/7874/51451/3607/5366/6794/2527/64080/130589/80146/5903/53632/3667/151176/5105/5162/27230/10891/55276/5161/114899/57486/4124/2908/648791/5467/7021/2729/5071/221937/2645/3486/10165/84912/231/51422/23516/84750/10499/2171/2203/5160/5165/8473/5230",85
"GO:0007219","GO:0007219","Notch signaling pathway","62/5471","187/18986",0.331550802139037,1.15058006386616,1.31659299307665,0.109297874844839,0.247784932071711,0.171619904068957,"23013/4853/7042/23555/57178/81619/2805/159686/23220/84441/10413/3741/9971/4323/3169/102/83464/11060/22905/6928/3880/6774/7040/6868/22848/1746/92737/182/9139/51006/6615/351/4242/6721/27255/7048/6092/6091/5584/604/8626/3280/3516/170825/10098/55294/8470/1004/9794/2762/5350/64065/3955/1021/4846/63917/157285/6591/80173/1903/92714/4204",62
"GO:0030641","GO:0030641","regulation of cellular pH","33/5471","94/18986",0.351063829787234,1.21829608341079,1.34989980710077,0.109587840261016,0.247784932071711,0.171619904068957,"25932/356/284525/219931/282679/9498/55647/7337/11261/54982/535/596/57835/389015/84317/57282/6556/6508/23315/9497/523/51151/1657/54664/1080/50617/6522/526/51606/80231/10159/84679/3920",33
"GO:1904705","GO:1904705","regulation of vascular associated smooth muscle cell proliferation","33/5471","94/18986",0.351063829787234,1.21829608341079,1.34989980710077,0.109587840261016,0.247784932071711,0.171619904068957,"3725/4209/4921/5592/657/5728/5031/55810/10818/3479/406948/7168/4763/406991/2081/10672/10203/3488/9510/5155/5468/2247/4208/406938/1906/3351/6885/2697/4217/2768/3717/407007/8862",33
"GO:0001711","GO:0001711","endodermal cell fate commitment","7/5471","15/18986",0.466666666666667,1.61947236946323,1.52704941435094,0.109781086942346,0.247784932071711,0.171619904068957,"79577/22943/9646/6928/2627/8320/1499",7
"GO:0002903","GO:0002903","negative regulation of B cell apoptotic process","7/5471","15/18986",0.466666666666667,1.61947236946323,1.52704941435094,0.109781086942346,0.247784932071711,0.171619904068957,"8660/596/57181/4282/27086/604/3558",7
"GO:0003198","GO:0003198","epithelial to mesenchymal transition involved in endocardial cushion formation","7/5471","15/18986",0.466666666666667,1.61947236946323,1.52704941435094,0.109781086942346,0.247784932071711,0.171619904068957,"7042/4089/6615/7048/3516/6591/7046",7
"GO:0010819","GO:0010819","regulation of T cell chemotaxis","7/5471","15/18986",0.466666666666667,1.61947236946323,1.52704941435094,0.109781086942346,0.247784932071711,0.171619904068957,"65125/102/6868/27347/9943/7474/10563",7
"GO:0016322","GO:0016322","neuron remodeling","7/5471","15/18986",0.466666666666667,1.61947236946323,1.52704941435094,0.109781086942346,0.247784932071711,0.171619904068957,"59277/6376/10882/351/1909/23294/3786",7
"GO:0016558","GO:0016558","protein import into peroxisome matrix","7/5471","15/18986",0.466666666666667,1.61947236946323,1.52704941435094,0.109781086942346,0.247784932071711,0.171619904068957,"5195/4591/55670/51555/5191/5828/8239",7
"GO:0021859","GO:0021859","pyramidal neuron differentiation","7/5471","15/18986",0.466666666666667,1.61947236946323,1.52704941435094,0.109781086942346,0.247784932071711,0.171619904068957,"2629/57178/7846/57282/604/166614/137970",7
"GO:0030007","GO:0030007","intracellular potassium ion homeostasis","7/5471","15/18986",0.466666666666667,1.61947236946323,1.52704941435094,0.109781086942346,0.247784932071711,0.171619904068957,"476/477/481/3778/3759/483/6558",7
"GO:0043518","GO:0043518","negative regulation of DNA damage response, signal transduction by p53 class mediator","7/5471","15/18986",0.466666666666667,1.61947236946323,1.52704941435094,0.109781086942346,0.247784932071711,0.171619904068957,"23028/960/64844/6615/754/4282/6591",7
"GO:0045176","GO:0045176","apical protein localization","7/5471","15/18986",0.466666666666667,1.61947236946323,1.52704941435094,0.109781086942346,0.247784932071711,0.171619904068957,"9231/5962/83700/5205/9620/57619/57120",7
"GO:0048070","GO:0048070","regulation of developmental pigmentation","7/5471","15/18986",0.466666666666667,1.61947236946323,1.52704941435094,0.109781086942346,0.247784932071711,0.171619904068957,"219931/4254/596/10018/9839/56999/63915",7
"GO:0048820","GO:0048820","hair follicle maturation","7/5471","15/18986",0.466666666666667,1.61947236946323,1.52704941435094,0.109781086942346,0.247784932071711,0.171619904068957,"7042/1001/4763/2068/1499/7474/3516",7
"GO:0051284","GO:0051284","positive regulation of sequestering of calcium ion","7/5471","15/18986",0.466666666666667,1.61947236946323,1.52704941435094,0.109781086942346,0.247784932071711,0.171619904068957,"845/6262/7040/805/4923/6717/1193",7
"GO:0051412","GO:0051412","response to corticosterone","7/5471","15/18986",0.466666666666667,1.61947236946323,1.52704941435094,0.109781086942346,0.247784932071711,0.171619904068957,"8061/2353/1312/2309/4747/4129/10013",7
"GO:0055057","GO:0055057","neuroblast division","7/5471","15/18986",0.466666666666667,1.61947236946323,1.52704941435094,0.109781086942346,0.247784932071711,0.171619904068957,"85440/6660/1638/8650/10890/51176/2258",7
"GO:0060347","GO:0060347","heart trabecula formation","7/5471","15/18986",0.466666666666667,1.61947236946323,1.52704941435094,0.109781086942346,0.247784932071711,0.171619904068957,"54583/2274/2280/9510/1482/6722/57211",7
"GO:0061307","GO:0061307","cardiac neural crest cell differentiation involved in heart development","7/5471","15/18986",0.466666666666667,1.61947236946323,1.52704941435094,0.109781086942346,0.247784932071711,0.171619904068957,"182/3280/5308/1909/1906/10370/10512",7
"GO:0061308","GO:0061308","cardiac neural crest cell development involved in heart development","7/5471","15/18986",0.466666666666667,1.61947236946323,1.52704941435094,0.109781086942346,0.247784932071711,0.171619904068957,"182/3280/5308/1909/1906/10370/10512",7
"GO:0061684","GO:0061684","chaperone-mediated autophagy","7/5471","15/18986",0.466666666666667,1.61947236946323,1.52704941435094,0.109781086942346,0.247784932071711,0.171619904068957,"9531/2670/6622/1915/9474/1191/3920",7
"GO:0072176","GO:0072176","nephric duct development","7/5471","15/18986",0.466666666666667,1.61947236946323,1.52704941435094,0.109781086942346,0.247784932071711,0.171619904068957,"2625/6928/80000/130497/2043/5311/2719",7
"GO:0097212","GO:0097212","lysosomal membrane organization","7/5471","15/18986",0.466666666666667,1.61947236946323,1.52704941435094,0.109781086942346,0.247784932071711,0.171619904068957,"7805/79643/57132/51652/128866/55353/51510",7
"GO:0097531","GO:0097531","mast cell migration","7/5471","15/18986",0.466666666666667,1.61947236946323,1.52704941435094,0.109781086942346,0.247784932071711,0.171619904068957,"5293/23075/4254/79890/1113/5880/7424",7
"GO:1900119","GO:1900119","positive regulation of execution phase of apoptosis","7/5471","15/18986",0.466666666666667,1.61947236946323,1.52704941435094,0.109781086942346,0.247784932071711,0.171619904068957,"8772/3356/2191/666/5740/8737/10395",7
"GO:1901298","GO:1901298","regulation of hydrogen peroxide-mediated programmed cell death","7/5471","15/18986",0.466666666666667,1.61947236946323,1.52704941435094,0.109781086942346,0.247784932071711,0.171619904068957,"65018/4921/5074/406991/27086/2309/4233",7
"GO:1901722","GO:1901722","regulation of cell proliferation involved in kidney development","7/5471","15/18986",0.466666666666667,1.61947236946323,1.52704941435094,0.109781086942346,0.247784932071711,0.171619904068957,"3570/2625/80310/3690/8837/5155/4609",7
"GO:1903358","GO:1903358","regulation of Golgi organization","7/5471","15/18986",0.466666666666667,1.61947236946323,1.52704941435094,0.109781086942346,0.247784932071711,0.171619904068957,"9659/23271/9712/79591/5605/53407/10142",7
"GO:2001140","GO:2001140","positive regulation of phospholipid transport","7/5471","15/18986",0.466666666666667,1.61947236946323,1.52704941435094,0.109781086942346,0.247784932071711,0.171619904068957,"356/51761/1071/348/7518/55754/5244",7
"GO:0002705","GO:0002705","positive regulation of leukocyte mediated immunity","53/5471","158/18986",0.335443037974684,1.16408728184744,1.31774689823979,0.110455246766229,0.249218316066528,0.172612689310689,"5590/5724/11126/912/117157/7292/163486/5788/2625/3263/23529/8772/3606/23705/56253/5027/10125/7158/164/4843/100141515/6398/148022/3594/7040/5817/5819/4436/10865/3554/3553/940/3689/4292/56941/3592/116449/3558/2150/3565/81545/3107/100507436/6885/8417/135250/79465/3569/7784/51571/23586/7186/695",53
"GO:0043903","GO:0043903","regulation of biological process involved in symbiotic interaction","25/5471","69/18986",0.36231884057971,1.25735432411741,1.36257531341387,0.110911909132249,0.250160123428505,0.173265000521717,"9023/81603/85363/10346/56649/3146/4261/7706/23265/5819/3685/7113/5988/2192/4057/131578/3576/6372/2150/55770/10475/8724/442247/857/2934",25
"GO:0009185","GO:0009185","ribonucleoside diphosphate metabolic process","43/5471","126/18986",0.341269841269841,1.18430802528774,1.32065477969847,0.11195604812875,0.252425840386506,0.174834273212063,"2023/2475/204/205/26289/260425/5214/5209/80201/3098/54541/3988/57089/387712/3939/3479/5027/3356/5315/83440/6774/57521/3607/6241/53632/9759/351/1291/26137/1739/7345/8870/4907/221937/2645/669/51422/50808/9414/2203/8573/8473/5230",43
"GO:0006949","GO:0006949","syncytium formation","24/5471","66/18986",0.363636363636364,1.26192652165966,1.35619303758084,0.112648826725802,0.253718594187371,0.175729655677148,"3756/824/3688/9644/8038/1793/10938/50937/170689/928/1588/2067/85461/8837/4773/4627/900/1794/405754/9750/8521/135228/80005/8754",24
"GO:0070059","GO:0070059","intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress","24/5471","66/18986",0.363636363636364,1.26192652165966,1.35619303758084,0.112648826725802,0.253718594187371,0.175729655677148,"2213/9024/837/317/100289255/2081/5366/596/23645/8440/10018/666/598/10955/5770/351/3708/4690/4976/7466/4217/5071/153090/7186",24
"GO:1901224","GO:1901224","positive regulation of non-canonical NF-kappaB signal transduction","24/5471","66/18986",0.363636363636364,1.26192652165966,1.35619303758084,0.112648826725802,0.253718594187371,0.175729655677148,"7805/219790/54765/6188/3606/939/8877/81/91662/3553/9111/10616/54976/351/4306/8737/1906/6885/23328/10392/81844/84675/7099/51284",24
"GO:1902806","GO:1902806","regulation of cell cycle G1/S phase transition","72/5471","220/18986",0.327272727272727,1.13573386949369,1.28838110699586,0.113292215959972,0.255077564298433,0.176670900643672,"8289/49860/4921/79577/493/51322/219736/5728/7465/55626/595/472/5962/3741/10106/8738/605/406948/23026/8110/29117/6154/51379/6347/91607/990/57521/596/8193/6868/6241/785/90/23236/9510/3275/6598/56241/25793/10217/6599/55193/11170/86/1981/8626/1739/5311/79960/55294/10769/1022/902/324/81853/896/340152/57492/55274/3624/1956/79027/2146/27085/6595/301/9314/7114/407007/8450/51270/2273",72
"GO:0006900","GO:0006900","vesicle budding from membrane","31/5471","88/18986",0.352272727272727,1.2224913178578,1.33099711860563,0.113791101813848,0.256019937508459,0.17732360377033,"6281/26052/111240474/25956/8729/8301/5027/10972/302/10239/164/399687/79643/9218/1785/79090/51112/128866/7109/26286/22937/10342/5584/1173/60684/8724/5071/8976/10947/83696/51510",31
"GO:0034103","GO:0034103","regulation of tissue remodeling","31/5471","88/18986",0.352272727272727,1.2224913178578,1.33099711860563,0.113791101813848,0.256019937508459,0.17732360377033,"4921/51430/7107/3606/84959/5027/8600/4763/3690/5578/7040/634/9475/64114/3635/861/613/5468/7018/6696/5530/3558/3600/9607/133522/1436/2697/53832/3569/1956/6522",31
"GO:0030301","GO:0030301","cholesterol transport","42/5471","123/18986",0.341463414634146,1.18497978253407,1.30948965247925,0.11426625500914,0.256998274321898,0.178001215877998,"5305/3988/114879/219931/25987/10577/3990/302/1071/55275/10351/9218/4864/9388/3949/348/51542/406915/114880/26154/5360/9619/1312/6721/55207/5468/4790/1950/406937/406940/80820/154664/948/5244/5444/857/1080/6469/1191/158219/5727/19",42
"GO:0002440","GO:0002440","production of molecular mediator of immune response","75/5471","230/18986",0.326086956521739,1.13161889170567,1.27774052334783,0.114976749009938,0.258505043453032,0.179044828867607,"5590/2048/7805/11126/51744/2213/7292/163486/5788/7042/2625/3098/3263/23075/23529/24145/4316/3606/5027/121260/3356/7158/8482/9516/51704/8140/100141515/6398/4092/148022/558/7040/2067/4436/2956/57142/10865/3554/3553/940/79840/25939/56259/4282/4292/7474/10721/56941/604/5130/116449/3558/2150/4437/7518/3565/80762/9025/51465/6885/9474/10758/1235/3569/10392/948/78996/8767/4683/284/23586/7099/7186/51284/695",75
"GO:1901873","GO:1901873","regulation of post-translational protein modification","82/5471","253/18986",0.324110671936759,1.12476059539231,1.27105594363885,0.115574433476849,0.259395498319488,0.179661572498792,"65018/23028/7805/83932/7321/5728/8945/54838/54765/6188/329/65125/144165/1407/10253/57697/9112/7337/56160/11261/10363/23251/91947/9683/64359/7314/8877/4092/10362/148022/10055/5581/2034/150684/57162/9111/64844/10010/64708/10920/9759/10616/7335/754/9978/1499/406929/11170/868/2932/59343/7466/23142/55294/26272/80762/153769/10318/5601/51256/6659/2729/9474/2534/7957/23328/5071/5478/10980/857/7336/8767/284/27085/84875/84131/8555/7046/25/8473/55869/51438",82
"GO:0042102","GO:0042102","positive regulation of T cell proliferation","36/5471","104/18986",0.346153846153846,1.2012569773491,1.30940577470553,0.115994179554098,0.259395498319488,0.179661572498792,"7412/79679/912/7292/5788/8772/6188/3606/4254/3479/6541/3146/406991/970/3594/8440/3552/3553/940/3485/7048/11148/4690/3280/5530/3558/3600/3565/3569/7784/2056/6469/8767/3717/80380/301",36
"GO:0042158","GO:0042158","lipoprotein biosynthetic process","22/5471","60/18986",0.366666666666667,1.27244257600682,1.34478178633842,0.116047725451436,0.259395498319488,0.179661572498792,"84243/2629/55733/25782/9397/9776/55625/4836/55062/5289/348/5495/55054/10533/51304/83734/79683/51201/619373/51125/9821/19",22
"GO:0043616","GO:0043616","keratinocyte proliferation","22/5471","60/18986",0.366666666666667,1.27244257600682,1.34478178633842,0.116047725451436,0.259395498319488,0.179661572498792,"4853/49860/10413/406911/5587/2252/1001/1012/406991/8626/2069/27152/10468/5467/135228/5796/51384/6591/80173/687/5727/8573",22
"GO:0045931","GO:0045931","positive regulation of mitotic cell cycle","46/5471","136/18986",0.338235294117647,1.17377724257314,1.29400904421285,0.116226614963248,0.259395498319488,0.179661572498792,"4921/5087/51514/983/219736/595/5962/3741/51433/8881/3169/5890/4212/29766/25942/5048/23326/990/1845/5578/8877/57521/23476/7040/6868/6241/57504/23236/351/9510/1981/3280/8697/896/9587/8379/1956/1978/27085/286053/6461/301/25/6990/407007/8450",46
"GO:0001956","GO:0001956","positive regulation of neurotransmitter secretion","8/5471","18/18986",0.444444444444444,1.54235463758403,1.46466894446614,0.1163495026193,0.259395498319488,0.179661572498792,"8564/57512/9498/6857/22871/6622/84062/286097",8
"GO:0003128","GO:0003128","heart field specification","8/5471","18/18986",0.444444444444444,1.54235463758403,1.46466894446614,0.1163495026193,0.259395498319488,0.179661572498792,"22943/4036/7474/6092/6091/3516/4208/2131",8
"GO:0006213","GO:0006213","pyrimidine nucleoside metabolic process","8/5471","18/18986",0.444444444444444,1.54235463758403,1.46466894446614,0.1163495026193,0.259395498319488,0.179661572498792,"1806/81602/7084/7083/151531/1841/51733/200895",8
"GO:0006735","GO:0006735","NADH regeneration","8/5471","18/18986",0.444444444444444,1.54235463758403,1.46466894446614,0.1163495026193,0.259395498319488,0.179661572498792,"2023/5214/3098/5315/3607/221937/2645/5230",8
"GO:0010310","GO:0010310","regulation of hydrogen peroxide metabolic process","8/5471","18/18986",0.444444444444444,1.54235463758403,1.46466894446614,0.1163495026193,0.259395498319488,0.179661572498792,"65018/3240/5880/6622/23530/2534/5879/10013",8
"GO:0030889","GO:0030889","negative regulation of B cell proliferation","8/5471","18/18986",0.444444444444444,1.54235463758403,1.46466894446614,0.1163495026193,0.259395498319488,0.179661572498792,"2213/472/5074/1493/3635/27242/4067/695",8
"GO:0031649","GO:0031649","heat generation","8/5471","18/18986",0.444444444444444,1.54235463758403,1.46466894446614,0.1163495026193,0.259395498319488,0.179661572498792,"153/8600/3356/376497/3552/3553/154/1268",8
"GO:0032926","GO:0032926","negative regulation of activin receptor signaling pathway","8/5471","18/18986",0.444444444444444,1.54235463758403,1.46466894446614,0.1163495026193,0.259395498319488,0.179661572498792,"6497/4091/4092/90/2280/10468/9863/57154",8
"GO:0042574","GO:0042574","retinal metabolic process","8/5471","18/18986",0.444444444444444,1.54235463758403,1.46466894446614,0.1163495026193,0.259395498319488,0.179661572498792,"6121/24/1645/8644/8854/53630/339761/64577",8
