"","seqnames","start","end","width","strand","Conc","Conc_TES","Conc_TESmut","Fold","p.value","FDR"
"14301","3",149298098,149298498,401,"*",5.66438546914804,4.82841163524087,6.19024911558161,-1.36183748034074,0.000666376958364517,0.0020857663936297
"21939","7",155216868,155217268,401,"*",5.93511491468184,5.17649624745797,6.42972306051197,-1.253226813054,0.000667181607538903,0.00208802981780287
"380","1",59238332,59238732,401,"*",5.39352982841978,5.91597871081751,4.56629545601678,1.34968325480072,0.000668745551546014,0.00209266870857595
"20464","7",12761139,12761539,401,"*",4.18121991674816,4.91000741541782,2.63646663984538,2.27354077557243,0.000669111140554351,0.00209355697770127
"22961","8",100847316,100847716,401,"*",5.84289818171783,5.20154592585311,6.2853250059207,-1.08377908006759,0.000669662064994824,0.00209502484818117
"5807","13",65594249,65594649,401,"*",4.35027346409239,4.99008526391066,3.17198078025624,1.81810448365442,0.000670785706575379,0.00209828387588654
"9100","18",76009339,76009739,401,"*",4.05794523794191,4.76444584948902,2.6163455910478,2.14810025844123,0.000671880842742928,0.00210145295087947
"13655","3",70824782,70825182,401,"*",4.4414824800534,5.06363997656487,3.32377261943522,1.73986735712965,0.000673401311376118,0.00210595140913327
"21230","7",84073440,84073840,401,"*",5.08935653350568,5.62191436597328,4.23603394498644,1.38588042098684,0.000673681081210444,0.00210656916214438
"25600","Y",11712967,11713367,401,"*",3.98482159590792,2.73841157117017,4.64337974469929,-1.90496817352912,0.0006738309849503,0.00210657844697816
"13079","22",45608746,45609146,401,"*",4.95728868389567,3.96563865189794,5.53945708784413,-1.57381843594619,0.000673848524146588,0.00210657844697816
"22959","8",100788932,100789332,401,"*",5.66745713424921,4.95609491940175,6.14177044298185,-1.18567552358009,0.000674589917275115,0.00210863884330926
"11484","2",203951459,203951859,401,"*",4.55096584550807,5.1719974241484,3.43701024469809,1.73498717945031,0.000675267618603274,0.00211049967278446
"10147","2",58569762,58570162,401,"*",4.73923061026328,5.31452271302978,3.76785885809458,1.5466638549352,0.000676810599603114,0.00211506408679192
"12942","22",23401163,23401563,401,"*",4.83849988688116,3.78064068807135,5.44224437524976,-1.66160368717841,0.000677096861611206,0.00211570056197031
"7281","15",86866134,86866534,401,"*",4.89744614537582,3.94683252550466,5.46556354939239,-1.51873102388773,0.000677818586724004,0.0021176973920627
"8856","18",42230598,42230998,401,"*",4.24684121911555,4.88675187833145,3.06819988557564,1.8185519927558,0.000678631755180045,0.00211997939520634
"17336","5",80967842,80968242,401,"*",5.32527080198142,5.83670738012019,4.52572766114673,1.31097971897346,0.000679141785114211,0.00212106155616173
"2051","1",241056504,241056904,401,"*",5.28960752312259,5.80592678376726,4.47787811347491,1.32804867029235,0.000679143772784139,0.00212106155616173
"14725","3",181458882,181459282,401,"*",6.03812088644797,6.5100273783661,5.33221854623362,1.17780883213248,0.000679315556405413,0.00212133942373291
"18760","6",21769548,21769948,401,"*",6.37126982139159,6.76570958278266,5.8266410123477,0.93906857043496,0.000680842826998754,0.00212584956806437
"24919","X",21926806,21927206,401,"*",5.64253507977004,4.82437968075002,6.16140590498652,-1.33702622423649,0.000681668214605012,0.00212816733520073
"13374","3",36362838,36363238,401,"*",4.09755518024659,2.39282157543456,4.85732641622101,-2.46450484078645,0.000683308444109133,0.00213302816284421
"1134","1",147167332,147167732,401,"*",7.06703035630745,6.53670605994001,7.45395265847699,-0.917246598536976,0.000684380551289826,0.00213611456096505
"18578","6",11655726,11656126,401,"*",5.60500561440556,6.08210892994652,4.88727680664267,1.19483212330385,0.000684980287528428,0.00213772600454778
"11785","2",225177115,225177515,401,"*",5.23722453852032,4.18027678229801,5.84068081138462,-1.66040402908661,0.000685429080280321,0.00213886603976863
"23419","8",129623766,129624166,401,"*",4.66950197460191,5.26180632271053,3.64724955957148,1.61455676313905,0.000685876108650713,0.00213984012214007
"19254","6",82022551,82022951,401,"*",5.19530205550969,4.33046040932263,5.73224350667424,-1.40178309735161,0.000685908308982361,0.00213984012214007
"9759","2",27916481,27916881,401,"*",4.62072718426542,5.22263810909019,3.56865349307552,1.65398461601467,0.000686573719121828,0.00214165518619395
"23318","8",126998635,126999035,401,"*",4.03839022977339,4.70941068095332,2.74432826911819,1.96508241183513,0.000688728638453906,0.00214811552448986
"4508","12",23493768,23494168,401,"*",5.76702362987314,6.22710505023979,5.08752112990024,1.13958392033955,0.000688952150511315,0.00214855104547089
"21534","7",112908095,112908495,401,"*",4.57956210493714,5.17515562907478,3.54719076305744,1.62796486601734,0.000689488912580709,0.0021499632361129
"10911","2",152243666,152244066,401,"*",6.04003595686827,6.4718032158563,5.42102043717593,1.05078277868037,0.000689922027385392,0.00215105192958912
"14360","3",150933630,150934030,401,"*",5.29089155980877,4.29565666300485,5.87426218886971,-1.57860552586486,0.000690386969946716,0.00215223957918402
"15925","4",119141951,119142351,401,"*",3.60897637928809,4.39638095911193,1.74139981840917,2.65498114070277,0.000690606043919094,0.00215266055257137
"24891","X",19272476,19272876,401,"*",4.4458967491536,3.35860673867529,5.05882044317956,-1.70021370450427,0.00069090222095095,0.00215332172914948
"7580","16",53776091,53776491,401,"*",7.37447160776735,7.69868355167512,6.95561964074245,0.74306391093267,0.000691677970177177,0.00215547723650348
"17368","5",82885715,82886115,401,"*",5.78345802261936,6.29084481998451,4.99391397094791,1.2969308490366,0.000691837356359569,0.00215571167990594
"24749","X",12488306,12488706,401,"*",4.40159954583877,3.19147212045951,5.05031306744537,-1.85884094698586,0.000692153146289261,0.00215643334898391
"19736","6",129992867,129993267,401,"*",6.78543200386856,7.15871960601832,6.28051068229613,0.878208923722182,0.000692511384293356,0.00215728707528379
"2533","10",50405642,50406042,401,"*",3.96392485986445,4.69620232236059,2.40217718854461,2.29402513381598,0.000692861737605271,0.00215811603483665
"15833","4",106864271,106864671,401,"*",4.24275996663228,2.96527190685782,4.90950462741256,-1.94423272055474,0.00069320509195617,0.00215892299520356
"12883","21",41032539,41032939,401,"*",4.62153577725981,3.54552649013638,5.23097011155879,-1.68544362142241,0.000693371246929858,0.00215917795542855
"13462","3",45367480,45367880,401,"*",4.67167215015962,3.63867722377419,5.26746737380791,-1.62879015003372,0.000694795589062218,0.00216324882146119
"14221","3",135851331,135851731,401,"*",6.73575468672945,5.64709887411579,7.34909843335816,-1.70199955924237,0.00069484741189033,0.00216324882146119
"8149","17",41048636,41049036,401,"*",4.28775355830525,2.90592156769544,4.98042070152557,-2.07449913383014,0.000695798044818023,0.00216590801789456
"11232","2",178279125,178279525,401,"*",5.88002324570825,5.14698062239157,6.36376552864259,-1.21678490625102,0.0006958706662739,0.00216590801789456
"10251","2",68908351,68908751,401,"*",6.29368575440325,6.69598049423127,5.73387600799259,0.962104486238672,0.000696110425710397,0.00216639104179292
"13830","3",99929683,99930083,401,"*",5.42598831927651,5.97413577874858,4.53111148421998,1.44302429452861,0.00069740133412899,0.00217014487063268
"12402","20",44204134,44204534,401,"*",5.66602507483308,4.83385718375382,6.19040516307694,-1.35654797932311,0.000697618078499657,0.00217055565393504
"19377","6",100633073,100633473,401,"*",6.21920024572117,6.68591411354042,5.52497681524328,1.16093729829714,0.000697730681451213,0.00217064235317637
"1944","1",232726318,232726718,401,"*",6.69685914262434,7.08132264291056,6.17116691355525,0.910155729355311,0.000698168484154537,0.00217174060596267
"11473","2",203675035,203675435,401,"*",5.81073912249593,6.30396161664327,5.05541813099286,1.24854348565041,0.000698378763807847,0.00217199399922832
"21892","7",147835778,147836178,401,"*",5.10156843090029,5.65512078785484,4.19189300591926,1.46322778193558,0.000698481712542576,0.00217199399922832
"12147","20",10863572,10863972,401,"*",4.86025050469279,3.72023724177082,5.48901905575282,-1.768781813982,0.000698504316272757,0.00217199399922832
"10588","2",125071352,125071752,401,"*",4.43925038980177,5.06404210837258,3.31270708471933,1.75133502365325,0.000699243741234745,0.00217402933310708
"24539","9",116697384,116697784,401,"*",5.53489700924881,4.77197649328391,6.03130600639936,-1.25932951311545,0.00069962491278351,0.00217495045702213
"12130","20",10511517,10511917,401,"*",7.07142787112872,7.40154412433713,6.64263931426069,0.758904810076436,0.000700469371391777,0.00217716564849521
"4163","11",115682907,115683307,401,"*",7.28528784293834,6.71181213681304,7.69454746500207,-0.982735328189029,0.000700507467008804,0.00217716564849521
"13744","3",86787031,86787431,401,"*",4.33809062778479,3.16023250199434,4.97777916601123,-1.81754666401689,0.000700629617143248,0.00217728112007054
"5189","12",95623609,95624009,401,"*",4.71731934783235,3.72092410883099,5.30107825722425,-1.58015414839326,0.000701250822153852,0.00217894724166583
"21436","7",105830389,105830789,401,"*",7.30755016875251,7.6282209931677,6.8946056884816,0.733615304686103,0.000701795397787525,0.00218037488292604
"15603","4",73676989,73677389,401,"*",5.26902534159824,5.8124961051076,4.38678787017237,1.42570823493523,0.000702464535618099,0.00218218912738215
"1416","1",178417916,178418316,401,"*",4.93493458331511,5.50402287892292,3.98153535748233,1.52248752144059,0.000702628665286786,0.00218243432642007
"19520","6",112934639,112935039,401,"*",4.73796125333912,5.32793926720881,3.7228092392318,1.60513002797701,0.000703190933719796,0.00218391597455944
"21982","8",8664409,8664809,401,"*",4.18485533017401,4.84391787723374,2.93655476228851,1.90736311494522,0.000705184647181611,0.00218984239570907
"5842","13",73001873,73002273,401,"*",3.8509069353936,4.56214994617193,2.38809716234287,2.17405278382906,0.00070586206854587,0.00219168033307527
"13602","3",64213958,64214358,401,"*",5.34254883817644,5.83690568851161,4.5845290175735,1.25237667093811,0.000706747345090831,0.00219416313075345
"17299","5",77736482,77736882,401,"*",2.78414255904998,3.72193442370792,0,3.72193442370792,0.000707274841400262,0.0021954405389165
"19505","6",112448010,112448410,401,"*",4.42210858448067,5.06067813093563,3.24818778837587,1.81249034255976,0.000707330214228525,0.0021954405389165
"19971","6",142853725,142854125,401,"*",4.69876082051243,5.29135822060643,3.67561065859005,1.61574756201638,0.00070783774724739,0.00219636473733825
"14649","3",177441250,177441650,401,"*",5.31788364144184,5.83837244516194,4.49563264178302,1.34273980337892,0.000707843277096799,0.00219636473733825
"952","1",113647168,113647568,401,"*",3.85484979982212,4.55914805304663,2.42297169334949,2.13617635969714,0.000707885199541873,0.00219636473733825
"5904","13",79937833,79938233,401,"*",4.44904056233361,3.39495081874515,5.05159152121645,-1.6566407024713,0.000708333121372586,0.00219748834165922
"14800","3",186745989,186746389,401,"*",5.15264358286363,4.3389738740951,5.66973495136385,-1.33076107726875,0.000709134027959404,0.00219959183278259
"20825","7",41579975,41580375,401,"*",4.19015196029428,3.01376222797314,4.8294236385861,-1.81566141061295,0.000709182891433143,0.00219959183278259
"19998","6",144362064,144362464,401,"*",7.44838043358191,7.00552505864157,7.78674537843419,-0.781220319792616,0.000709440710826145,0.00220000203985116
"19517","6",112883070,112883470,401,"*",4.45689292726795,3.42207736481753,5.05327637920322,-1.63119901438569,0.000709486916427639,0.00220000203985116
"13071","22",44266813,44267213,401,"*",4.32404334553985,3.03511937327237,4.99374488282523,-1.95862550955286,0.000709743745623776,0.00220053204888631
"14444","3",158768860,158769260,401,"*",6.05620929548211,6.48409719399386,5.44519742920931,1.03889976478455,0.00071084099272653,0.00220366729634307
"22982","8",101790748,101791148,401,"*",6.41462510370132,6.82732313608073,5.83433018644333,0.992992949637395,0.000710997025406628,0.0022038842936612
"25609","Y",18884750,18885150,401,"*",3.58739042159504,1.90291572316031,4.34346051417094,-2.44054479101062,0.000712663944224246,0.00220878398006634
"19769","6",131387677,131388077,401,"*",4.62933404413302,5.2210358573235,3.60892513293056,1.61211072439293,0.000713225643967359,0.00221025745171399
"20882","7",46370295,46370695,401,"*",4.50174288154929,3.42920328176946,5.11009676201441,-1.68089348024495,0.000713318677734946,0.00221027836565361
"5242","12",101942244,101942644,401,"*",4.56005918593884,3.38174953435999,5.19987579765947,-1.81812626329948,0.000713915650486913,0.00221186058331794
"16834","5",43635349,43635749,401,"*",4.86449851442584,3.72603534169539,5.49281186529891,-1.76677652360352,0.000714339339115115,0.00221290561262218
"3903","11",95668076,95668476,401,"*",5.16265699340308,5.69713744683705,4.30429786217246,1.3928395846646,0.000714602427198213,0.00221345293532158
"8877","18",44135730,44136130,401,"*",5.30116213135497,5.82676358187497,4.46586195469498,1.36090162717999,0.000714760348036642,0.0022136744136509
"20062","6",148192295,148192695,401,"*",6.68158550336703,7.06305071862674,6.16151099388197,0.901539724744771,0.000715436763838314,0.00221550146790163
"9025","18",59623784,59624184,401,"*",4.67063591737911,5.26952606230609,3.62802760524304,1.64149845706304,0.000715575472749538,0.00221566315846152
"14497","3",168072053,168072453,401,"*",4.91852842048831,5.48061027183462,3.98507047395867,1.49553979787596,0.000716096605833688,0.00221700878112591
"14392","3",153256364,153256764,401,"*",5.71487093117918,6.18681943293203,5.0088735463775,1.17794588655453,0.000716767377332207,0.0022188172976123
"11727","2",223041536,223041936,401,"*",6.27222044982312,6.68078905146856,5.70010937168421,0.980679679784352,0.000717168079941324,0.00221978945574879
"6933","15",49686598,49686998,401,"*",4.17229034393967,4.84040298146841,2.88952572320451,1.9508772582639,0.000717828482176754,0.00222156510806328
"24214","9",84642691,84643091,401,"*",4.77028512003872,3.62571382676443,5.40038852590213,-1.7746746991377,0.000719191938647293,0.00222551590968701
"89","1",14517403,14517803,401,"*",7.15710481124905,7.48772697424587,6.72745974671565,0.760267227530219,0.00071996087486745,0.00222762306957504
"13200","3",18103496,18103896,401,"*",5.12552325285715,4.13054586418188,5.70880765654827,-1.57826179236639,0.000720046807311108,0.00222762306957504
"13996","3",111173365,111173765,401,"*",4.47225467480968,3.4048797864283,5.07899394653154,-1.67411416010323,0.000720362771432754,0.00222820026045043
"16668","5",32562878,32563278,401,"*",4.58908006792744,5.24878106760158,3.33838199742272,1.91039907017887,0.000720407345293975,0.00222820026045043
"25193","X",78633592,78633992,401,"*",4.64313764016403,5.2783231791176,3.48104059208244,1.79728258703516,0.000720952454870951,0.00222961705710181
"10693","2",138212423,138212823,401,"*",3.5525996635453,1.58546665337695,4.35519757563341,-2.76973092225645,0.000723237645576376,0.00223641423576587
"1750","1",215583246,215583646,401,"*",5.47635965620861,5.96617346204222,4.72910560074278,1.23706786129944,0.000723817052772494,0.00223783025367537
"8535","18",2315779,2316179,401,"*",3.51837813794009,4.27640022872987,1.82326075124119,2.45313947748867,0.000723870295204331,0.00223783025367537
"21706","7",131178453,131178853,401,"*",3.2730852722198,4.07926769920493,1.2812661644438,2.79800153476113,0.000724424834726663,0.00223908288788002
"24852","X",16267451,16267851,401,"*",5.75342620596402,4.98009877655767,6.25416043458933,-1.27406165803166,0.00072445030351146,0.00223908288788002
"22019","8",16366098,16366498,401,"*",3.48986594540386,4.28246220251217,1.58915368189439,2.69330852061778,0.000725718721120824,0.00224273262881301
"22499","8",62402097,62402497,401,"*",4.68637591234582,5.26855902679042,3.69468208755117,1.57387693923925,0.000726619158629567,0.00224524443515742
"18454","6",2531893,2532293,401,"*",5.25515554236463,5.7569865078948,4.47917229686877,1.27781421102603,0.000728416727152676,0.00225052742524942
"19671","6",125004115,125004515,401,"*",5.02141527586059,5.63356820793984,3.93662701002522,1.69694119791462,0.000728798927795997,0.00225143672629308
"674","1",89575950,89576350,401,"*",5.82955463271698,6.29936151623619,5.12839105186196,1.17097046437423,0.0007293895188793,0.00225298949904886
"10416","2",97957789,97958189,401,"*",2.73205162895943,3.6580594183272,0,3.6580594183272,0.000729784357775436,0.00225393731719021
"13643","3",67575045,67575445,401,"*",4.04142607821404,4.70847874304633,2.76275210321831,1.94572663982802,0.000730964627565226,0.00225731041587834
"14581","3",172221631,172222031,401,"*",4.0301809740605,4.71532349351297,2.67961871225007,2.0357047812629,0.000732758183050643,0.00226257637620845
"20208","6",155103127,155103527,401,"*",4.63192491119747,3.5625558309452,5.2392885130108,-1.67673268206559,0.000733033726487782,0.00226315438564674
"8439","17",70357162,70357562,401,"*",6.29946663610529,6.69264084887442,5.75726115045748,0.935379698416937,0.000733641955548546,0.00226475925925904
"15364","4",41057449,41057849,401,"*",5.45428393249711,5.93897674256049,4.71902959398434,1.21994714857614,0.000734950305987337,0.00226852476661907
"1511","1",185608165,185608565,401,"*",6.00872872226496,6.44999208030154,5.36983942945483,1.0801526508467,0.000736728480722936,0.00227366508933953
"10277","2",71498312,71498712,401,"*",6.72708163488172,6.10205322345097,7.16174241023309,-1.05968918678212,0.000736793172494045,0.00227366508933953
"13466","3",45667909,45668309,401,"*",6.96792741163654,6.47567030616624,7.33427816360879,-0.858607857442543,0.000737357324910802,0.0022751319242249
"2716","10",62244948,62245348,401,"*",4.02975771615816,4.70246123653702,2.72910560074278,1.97335563579424,0.000737526710851497,0.00227538049201156
"4253","11",125263333,125263733,401,"*",4.78200774869353,3.83914738515395,5.34740948431729,-1.50826209916334,0.000738200956286744,0.00227713829088747
"4307","11",128582874,128583274,401,"*",6.78391167323259,6.2135468652951,7.19159456066004,-0.978047695364942,0.000738274262407106,0.00227713829088747
"6017","13",101492510,101492910,401,"*",4.64891628926472,3.62314475165145,5.24236800369838,-1.61922325204692,0.000738507015531652,0.00227758195399215
"5303","12",110531906,110532306,401,"*",5.94247860853979,6.40320334507099,5.26155775761478,1.14164558745621,0.000738749253899452,0.0022780547595869
"2073","1",243843130,243843530,401,"*",5.91806775538267,6.36870734553902,5.25915175488197,1.10955559065705,0.000739376257104648,0.00227971379417341
"12602","21",7956079,7956479,401,"*",5.72756027431156,6.29783599338761,4.77074430048828,1.52709169289932,0.000740156549072781,0.0022818450067455
"15305","4",37317109,37317509,401,"*",5.66354318514,4.85983146121035,6.17665649879044,-1.31682503758009,0.000741008756599451,0.00228419738977756
"14717","3",180837394,180837794,401,"*",3.40027983509624,4.21622172953269,1.33869588371227,2.87752584582042,0.000741819794905943,0.00228642231576352
"2782","10",70826119,70826519,401,"*",3.77469984076301,4.48711203499881,2.30660184829092,2.1805101867079,0.000742616978985696,0.0022884370432052
"13138","3",11289230,11289630,401,"*",4.58400750248653,5.17111033899122,3.5775673769299,1.59354296206132,0.000742652136952094,0.0022884370432052
"11758","2",224142557,224142957,401,"*",3.87314767167741,4.56823637005808,2.48107128441001,2.08716508564807,0.000743248814824951,0.00229000019732451
"4845","12",63872583,63872983,401,"*",4.53294930025486,5.19038887901068,3.2907206386107,1.89966824039998,0.000743585466375072,0.00229076191300828
"13161","3",15275959,15276359,401,"*",4.40695196555415,3.18880161394527,5.05786956595632,-1.86906795201105,0.00074464079980623,0.00229373722075955
"5004","12",75771111,75771511,401,"*",4.62211361431483,5.20723097371406,3.62164893852057,1.58558203519349,0.000745209377040044,0.00229521262501596
"24190","9",82100451,82100851,401,"*",3.42407573741184,1.64526978526681,4.19686974221262,-2.55159995694581,0.000745898884574861,0.00229706008983766
"20672","7",28125664,28126064,401,"*",3.36768137632581,4.17604023110703,1.36063421785845,2.81540601324858,0.000746522737115082,0.00229870494457747
"22075","8",23452533,23452933,401,"*",4.98756793170606,4.05865374305084,5.54803490413035,-1.48938116107951,0.000747663825051125,0.00230194189212856
"3448","11",27100438,27100838,401,"*",4.13352404797687,4.79378855884225,2.88070569421335,1.9130828646289,0.000747956177626115,0.00230256525009861
"16293","4",168564040,168564440,401,"*",4.01704493102306,4.71097796899742,2.62986878915035,2.08110917984707,0.000749248504431693,0.00230626648516249
"23770","9",18269510,18269910,401,"*",4.04381048109102,4.72391563963924,2.71372059519503,2.0101950444442,0.00074980575692805,0.00230745459467491
"11586","2",215796164,215796564,401,"*",4.37419336958606,5.00773956125901,3.21777967279175,1.78995988846726,0.000749814648894204,0.00230745459467491
"19493","6",112207150,112207550,401,"*",6.28457934272838,6.67348358340902,5.75050469788805,0.922978885520971,0.000749921177611452,0.00230750521149489
"19069","6",56269592,56269992,401,"*",3.24840566659667,1.00145835085222,4.08782563323149,-3.08636728237927,0.000750277434266342,0.00230832413597966
"23277","8",124230395,124230795,401,"*",3.32680381225275,4.12926040293384,1.36063421785845,2.76862618507539,0.000751705604081825,0.00231244034516153
"795","1",97276449,97276849,401,"*",3.67321698142054,4.40418172632428,2.11788993581825,2.28629179050603,0.000751894415899178,0.00231274343872158
"9114","19",2200951,2201351,401,"*",6.79769028831989,6.29731236178818,7.16850006794957,-0.871187706161394,0.000752646650542345,0.0023147792772593
"9069","18",68428105,68428505,401,"*",5.69854804195986,6.16476692872721,5.00543078820976,1.15933614051745,0.00075283311783414,0.00231507480749572
"1878","1",224013156,224013556,401,"*",6.32523971317567,5.75685132318509,6.7319182027447,-0.975066879559611,0.000754222597720188,0.00231864262877578
"18392","5",172528437,172528837,401,"*",3.39294837987796,4.16970481733798,1.59068978688894,2.57901503044904,0.000754264615369682,0.00231864262877578
"16543","5",10756583,10756983,401,"*",6.4889718703303,5.9013723123451,6.90532609286806,-1.00395378052297,0.000754264874515481,0.00231864262877578
"22697","8",80256911,80257311,401,"*",6.54063616990153,6.91836969847213,6.02750691763228,0.890862780839848,0.000755524366920547,0.00232223568310976
"1506","1",185483977,185484377,401,"*",7.13976231428111,6.5677325459771,7.54828971115414,-0.980557165177036,0.000756997617022997,0.00232648481795574
"7694","16",64181170,64181570,401,"*",5.48361971199609,6.04372466865629,4.55572146431412,1.48800320434217,0.000757635030638029,0.0023279628242986
"25577","Y",8726608,8727008,401,"*",5.50298656667913,4.62956548165708,6.04316173934189,-1.41359625768481,0.000757660293026914,0.0023279628242986
"21038","7",69104210,69104610,401,"*",5.02610335233484,5.57268406761252,4.13547775960634,1.43720630800618,0.000758184652558429,0.00232923907143663
"24639","9",134858531,134858931,401,"*",4.95864942296069,4.06792599833086,5.5052662640924,-1.43734026576154,0.000758257519390617,0.00232923907143663
"6885","15",43550733,43551133,401,"*",4.97443451956538,3.91187899349476,5.57966028450155,-1.66778129100679,0.000758479801597524,0.00232964251771249
"10753","2",144461283,144461683,401,"*",5.45459551838762,5.97061876606919,4.64360901982411,1.32700974624507,0.000758981146026098,0.00233090289373031
"18567","6",11499955,11500355,401,"*",7.32372139070951,7.66456985119959,6.8765878729974,0.787981978202189,0.000759606780975192,0.00233254462976031
"3986","11",102617606,102618006,401,"*",4.01717253256787,4.69964532648758,2.67750539365096,2.02213993283661,0.000759849112784079,0.00233300909421994
"24784","X",13303906,13304306,401,"*",3.56024887486427,4.34588621527636,1.70375358090981,2.64213263436655,0.000759973662524139,0.00233311185752857
"16037","4",128639809,128640209,401,"*",5.689747707318,6.15251954610264,5.00429998201419,1.14821956408846,0.000760324972312046,0.0023339106639599
"12671","21",16912091,16912491,401,"*",5.26206214387082,4.30524699666392,5.83233757613062,-1.52709057946669,0.000760812965195427,0.00233512879420633
"837","1",99722609,99723009,401,"*",2.87176951978072,3.76601261951852,0.0492714061589794,3.71674121335954,0.000761548370152702,0.00233710591228365
"16730","5",35319584,35319984,401,"*",5.29047952233848,5.80375926460476,4.48635311247744,1.31740615212732,0.000761957481150176,0.00233808131733863
"22250","8",40524304,40524704,401,"*",4.48098179291664,3.34708432925681,5.10795069198424,-1.76086636272744,0.000762423143859662,0.0023392299979769
"1826","1",221263827,221264227,401,"*",6.20278524984654,6.61327562921834,5.62687421832989,0.986401410888443,0.000765790153796805,0.0023492791113364
"22717","8",81047901,81048301,401,"*",4.78359970605306,5.36810165981339,3.78498046547839,1.58312119433499,0.000766249851165039,0.00235040787779232
"5488","13",30832858,30833258,401,"*",4.61747560520009,3.43439796476857,5.25864150328163,-1.82424353851305,0.000767032197163507,0.0023525259533693
"4772","12",51434289,51434689,401,"*",3.57795715348145,4.32998366985516,1.915237290331,2.41474637952416,0.000767810040313921,0.00235462971299909
"7856","16",86362961,86363361,401,"*",4.7434637760175,3.60313073973185,5.37232615317466,-1.76919541344281,0.000768440984904192,0.00235628253163823
"23102","8",115742421,115742821,401,"*",5.98430760499662,6.41807739838847,5.36113466271093,1.05694273567754,0.000768870646757084,0.00235731783211603
"6334","14",51963350,51963750,401,"*",4.60168343358361,5.20012674798093,3.56046829797321,1.63965845000772,0.000769315152134387,0.00235839838883131
"5307","12",112538022,112538422,401,"*",4.52423574162741,3.31417746252611,5.17293019918251,-1.8587527366564,0.000770082984933194,0.00236046975494181
"11525","2",207544947,207545347,401,"*",3.91640457795688,4.59942204245653,2.57452294789445,2.02489909456208,0.000770777134833051,0.00236211493058166
"24603","9",127311452,127311852,401,"*",6.08698724110775,5.49902843419993,6.50352056309194,-1.00449212889201,0.000770804134319648,0.00236211493058166
"17390","5",84564275,84564675,401,"*",6.65911726084488,7.03542057500357,6.14863628705602,0.886784287947549,0.000771136948953249,0.00236285216320412
"14640","3",177325184,177325584,401,"*",4.81227623921528,5.38836527618351,3.83857379232514,1.54979148385837,0.000771257011352557,0.00236293740016829
"2253","10",17023415,17023815,401,"*",5.50794023168253,5.99486271299324,4.76747873607642,1.22738397691682,0.000772714963887929,0.00236712108526109
"17184","5",72838676,72839076,401,"*",3.7980710538359,4.52001757794817,2.285944437598,2.23407314035017,0.000773247185502428,0.00236846824151981
"506","1",68104180,68104580,401,"*",6.15800136102132,6.58375547626926,5.55136381527018,1.03239166099908,0.000773521506357239,0.00236902521602667
"4092","11",110349706,110350106,401,"*",5.790905878016,6.23539193883389,5.14517916162506,1.09021277720883,0.000774188198885211,0.00237078361059696
"7800","16",73202043,73202443,401,"*",3.66072318624215,1.73785150183669,4.45671530095022,-2.71886379911353,0.00077441567979148,0.00237119675514446
"18012","5",136774773,136775173,401,"*",2.80420229079927,3.71754719837748,0,3.71754719837748,0.000775578253580174,0.00237447263579655
"24553","9",120062494,120062894,401,"*",3.57467242609563,1.90291572316031,4.32838740666852,-2.42547168350821,0.000776906089150661,0.00237825363045929
"5059","12",80948452,80948852,401,"*",3.80444592103814,4.54263779040881,2.21333636058558,2.32930142982323,0.000777080940310834,0.00237850464416326
"15304","4",35021239,35021639,401,"*",4.46262148113933,3.22702090059731,5.11827951479563,-1.89125861419831,0.000777626763227593,0.00237989093988507
"17361","5",82632932,82633332,401,"*",5.91461692589071,6.36649663516781,5.25302136938132,1.11347526578649,0.000778501078543569,0.00238228212017346
"11157","2",173036679,173037079,401,"*",5.50890782077748,6.01289568964563,4.72768127497915,1.28521441466648,0.000779309899545215,0.00238447233477666
"25566","Y",7465194,7465594,401,"*",4.46193138469623,3.17768869957953,5.13042609036025,-1.95273739078072,0.000779964419630242,0.0023861899645585
"356","1",56516907,56517307,401,"*",4.819667078672,3.81996430869674,5.40453048910855,-1.58456618041181,0.000780619568661529,0.00238790910805275
"18725","6",20217496,20217896,401,"*",5.13950998382585,5.65942471892654,4.31871398534085,1.34071073358569,0.000781193864802961,0.0023893805421842
"15686","4",77699870,77700270,401,"*",5.24802807598984,5.79660108556842,4.35199357677367,1.44460750879474,0.000781917457679016,0.00239130821345579
"10296","2",72803124,72803524,401,"*",4.87302161865574,5.46443246286915,3.85350183229353,1.61093063057563,0.000782785510179377,0.00239367716709501
"8161","17",42655567,42655967,401,"*",5.45916125577212,5.95319591561673,4.70190871128004,1.25128720433668,0.000783657486801145,0.0023960042596895
"15050","4",10746837,10747237,401,"*",7.31535304273948,6.16784447794328,7.94631376810566,-1.77846929016239,0.000783733591971359,0.0023960042596895
"23386","8",128840541,128840941,401,"*",4.89948103228099,5.45381329241907,3.98765303626391,1.46616025615516,0.000784487250270792,0.00239802212445544
"11999","2",239267433,239267833,401,"*",5.88830776016105,5.20109331923072,6.35187600096761,-1.15078268173689,0.000784973501612841,0.00239922219512165
"6740","15",31387373,31387773,401,"*",4.38273414543441,4.99277699555095,3.30476589017308,1.68801110537787,0.000785227062362149,0.00239971086011319
"19859","6",134911553,134911953,401,"*",5.7109690194218,4.9733957672088,6.19665619313964,-1.22326042593084,0.00078574033172714,0.00240099300220952
"8298","17",58957002,58957402,401,"*",4.07263722230578,4.73960267598458,2.79429916310473,1.94530351287986,0.000786685408636122,0.00240359415882907
