"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0046879","GO:0046879","hormone secretion","94/4047","319/18986",0.294670846394984,1.38241183337168,3.58509393826944,0.000343834330485567,0.00461086925638467,0.00336144255885856,"387597/1131/2625/90550/818/2746/6934/55088/22841/3784/406/55107/4544/1813/399979/9971/2308/8600/8660/5587/3091/6447/1588/2775/4843/6928/5578/4087/4089/7447/5581/6869/84417/3553/7849/2641/11069/4760/8609/1385/26154/3667/23236/6616/7074/3708/5468/185/27230/51714/5028/6514/952/886/9575/2044/2798/6696/5530/114899/1601/9607/2151/2150/8622/1946/654/1906/6659/7021/1081/1268/2697/5071/3569/358/3624/1956/6717/1080/640/4986/4067/55636/1392/55638/169026/114/5991/3717/301/6567/2182/6845",94
"GO:1904951","GO:1904951","positive regulation of establishment of protein localization","96/4047","327/18986",0.293577981651376,1.37728479358365,3.58187259871703,0.000344942321650692,0.00461596866293321,0.00336516015769818,"65018/54741/79971/51100/5174/55811/89866/5743/7042/1131/163882/55691/5599/288/983/90550/2746/6934/9531/79899/55107/23086/6653/9971/3479/64328/8660/5587/382/3091/4947/4088/57214/999/399687/9520/5578/8736/23255/7040/10055/7447/5581/3552/3553/2641/11069/2181/5621/23236/6616/6714/351/2033/3708/5468/2932/27032/27230/6514/952/55294/7097/7424/23379/64083/114899/5295/2151/2150/5122/153241/22885/654/6659/23607/55754/2534/2737/1956/6717/1080/6469/640/51201/8754/1392/55638/169026/312/114/3717/10497/10075/2182/10178",96
"GO:0003281","GO:0003281","ventricular septum development","29/4047","74/18986",0.391891891891892,1.83851234481331,3.76155772028421,0.000352928781496693,0.00469313891201996,0.00342141925877738,"7798/3491/2702/7042/2625/657/25831/60485/652/4091/163/4092/4089/7849/90/129446/4036/7048/6092/6091/7468/9353/3516/9782/6659/639/10370/8321/23414",29
"GO:0014015","GO:0014015","positive regulation of gliogenesis","29/4047","74/18986",0.391891891891892,1.83851234481331,3.76155772028421,0.000352928781496693,0.00469313891201996,0.00342141925877738,"2475/118738/22891/406911/3845/5583/23405/146433/7040/3553/7852/4036/5270/5584/2119/170825/7097/7424/3066/9444/3569/1956/5803/5764/6009/6469/4067/5324/407007",29
"GO:0060420","GO:0060420","regulation of heart growth","29/4047","74/18986",0.391891891891892,1.83851234481331,3.76155772028421,0.000352928781496693,0.00469313891201996,0.00342141925877738,"5999/3776/983/657/10413/1848/3479/9472/60485/2627/27302/2066/861/859/9686/27086/3516/2247/10409/4208/1906/3720/10370/3084/23414/7373/100126316/406987/407007",29
"GO:0032409","GO:0032409","regulation of transporter activity","70/4047","225/18986",0.311111111111111,1.45953930208934,3.60908463788881,0.000356412848764483,0.0047295537650902,0.00344796662546218,"10768/845/5174/1520/9722/149111/1131/3688/288/3784/79026/10008/7225/6588/1813/2259/9472/4734/6347/81671/27092/406922/23327/81/805/785/27347/23704/51719/2280/57158/3460/9992/859/6769/9943/7871/7881/22871/54800/2257/3064/57620/5311/287/817/1909/80762/8737/1906/57120/9465/6446/7402/4988/2631/6717/10142/857/1080/1392/56704/2669/100126316/1612/5774/7114/1756/2273/2258",70
"GO:0050708","GO:0050708","regulation of protein secretion","82/4047","272/18986",0.301470588235294,1.4143119812788,3.58211703787051,0.000365582836118462,0.00484111049999876,0.00352929436120955,"79971/7042/1131/55691/90550/2746/6934/406/55107/4544/23086/1813/9971/3479/2308/8660/382/3091/4756/2775/4843/399687/5578/8736/6860/7040/7447/5581/3552/3553/2641/11069/4760/8609/26154/3667/23236/6616/7074/3708/5468/27230/3592/6514/952/9575/2044/5530/27236/7097/7424/64083/114899/9607/2151/2149/2150/8622/5122/1946/654/84830/6659/23607/7021/1268/4988/5071/3569/1956/6717/1080/640/8754/1392/55638/169026/114/5991/3717/10497/2182",82
"GO:1901016","GO:1901016","regulation of potassium ion transmembrane transporter activity","22/4047","51/18986",0.431372549019608,2.02373096508186,3.81021438517203,0.000372545112221836,0.00492302843088147,0.00358901464471606,"845/3688/288/3784/10008/9472/4734/406922/23327/27347/23704/51719/9992/859/9943/7881/54800/287/9465/10142/857/2273",22
"GO:0060736","GO:0060736","prostate gland growth","8/4047","11/18986",0.727272727272727,3.41191005683222,4.16464222394668,0.000373572431559049,0.00492634081783586,0.00359142946020113,"7337/1588/6662/5618/2099/6469/5324/367",8
"GO:0048771","GO:0048771","tissue remodeling","61/4047","191/18986",0.319371727748691,1.49829296343876,3.60239567294328,0.000386912046500085,0.00507465588707532,0.00369955496932746,"1901/4853/4921/51430/23418/3988/7189/3606/84959/8600/3091/79705/4313/3690/1636/5578/6093/7040/634/9475/2355/2034/3552/3635/6694/9770/182/6714/861/5468/1499/5745/4286/952/3516/6696/5530/4790/3558/59067/1909/4883/9607/2149/4208/154/9474/2697/84870/53832/3569/1956/10512/857/51384/5764/80005/2185/55636/2131/4693",61
"GO:0060326","GO:0060326","cell chemotaxis","96/4047","328/18986",0.292682926829268,1.37308575457882,3.54751453557012,0.000387117023609495,0.00507465588707532,0.00369955496932746,"11240/5142/7412/1901/10451/1435/8394/6375/7042/1130/8829/6387/90550/9023/8729/23075/55742/5795/80310/83700/22914/5800/196527/51411/2321/3146/8600/406948/1910/5587/3958/7057/1588/102/23604/4363/4313/6367/146433/6347/6868/3553/7852/1803/27347/2660/7857/6364/57007/57580/1525/351/7074/5155/3680/9943/1234/7474/185/3592/683/9353/5156/3791/3576/6372/2919/6374/2921/10563/2247/2549/7424/9037/56477/3672/2150/1839/2246/8817/4739/1906/9750/7162/5879/3569/5054/9732/4233/5764/2185/4067/5747/301/7114/158747",96
"GO:0031503","GO:0031503","protein-containing complex localization","67/4047","214/18986",0.313084112149533,1.46879539245639,3.58960025837306,0.000387219525357789,0.00507465588707532,0.00369955496932746,"22883/55182/2060/55706/57554/117178/5906/200162/22920/55705/55061/3799/22891/84896/9211/7189/79659/472/23426/8100/10082/1948/10243/102/27020/51760/81831/163/3690/201134/27092/57724/4092/9378/7514/51057/3800/79809/150737/92104/2066/164781/26146/868/55764/51068/22871/8087/1739/166379/27152/642987/6444/23195/8417/23345/5898/3092/10142/8976/4289/51201/3084/138151/23096/4983/2239",67
"GO:0010634","GO:0010634","positive regulation of epithelial cell migration","21/4047","48/18986",0.4375,2.05247714356313,3.79994556238276,0.000398776184674136,0.00521533472038772,0.00380211346559626,"2475/7042/8660/382/3091/2252/6662/10982/5581/57142/6869/9448/57669/23332/6714/7048/1839/80005/8754/5747/407007",21
"GO:0030833","GO:0030833","regulation of actin filament polymerization","46/4047","135/18986",0.340740740740741,1.59854304514547,3.63250495733507,0.000402404366286269,0.00525195657480207,0.00382881174159753,"2475/163782/10092/6840/120/9873/5962/2059/93661/382/51466/342184/29767/29766/23406/246/85464/375189/10602/5581/6711/8440/10787/8195/57580/4690/5217/1739/118/9353/57482/5921/2241/26999/55604/93663/51429/55971/136319/2185/10565/51571/23189/7114/5063/10178",46
"GO:0010970","GO:0010970","transport along microtubule","58/4047","180/18986",0.322222222222222,1.51166570573539,3.58992590892231,0.00041226274566362,0.00536957411857155,0.00391455796325577,"23095/117178/200162/22920/57584/3799/9531/79659/9638/118426/636/55605/7846/8100/3091/23224/1778/7014/3281/5874/10128/51057/3800/79809/1781/150737/92104/66008/4133/55686/164781/55054/26146/351/22906/79443/55764/4976/3064/7345/166379/27152/84709/4131/8546/63915/84062/63971/667/9474/1780/4747/23303/27067/55638/320/23287/23299",58
"GO:0060993","GO:0060993","kidney morphogenesis","36/4047","99/18986",0.363636363636364,1.70595502841611,3.66542453415245,0.000415390005179718,0.00539921885830933,0.00393616974278365,"10269/4070/7482/5087/55083/2625/652/342184/9245/79191/9955/6928/6662/80000/4089/7040/7849/6772/2066/1499/25937/1739/5311/5530/255743/2247/170690/10409/26249/2246/6659/2737/6469/4609/2650/2719",36
"GO:0035024","GO:0035024","negative regulation of Rho protein signal transduction","13/4047","24/18986",0.541666666666667,2.54116217774483,3.93208621234651,0.000417702896455994,0.0054071213718783,0.00394193087890694,"27/3688/143872/83892/406991/2909/8452/604/9750/4233/10395/23189/286205",13
"GO:0046885","GO:0046885","regulation of hormone biosynthetic process","13/4047","24/18986",0.541666666666667,2.54116217774483,3.93208621234651,0.000417702896455994,0.0054071213718783,0.00394193087890694,"2672/476/27122/3091/3480/3973/4790/1601/8622/2908/8614/654/653",13
"GO:0014855","GO:0014855","striated muscle cell proliferation","32/4047","85/18986",0.376470588235294,1.76616520588962,3.68468729124391,0.000420297789815388,0.00542963112179024,0.00395834106690749,"3776/7042/983/657/10413/60485/10403/2627/27302/2660/2066/6714/861/9686/3836/3516/2247/4086/4208/84466/3720/10370/858/6469/3084/23414/284/3717/100126316/406987/25/407007",32
"GO:0003176","GO:0003176","aortic valve development","20/4047","45/18986",0.444444444444444,2.08505614584191,3.79287172697917,0.000423676885588999,0.00546215952294922,0.00398205510995394,"1942/2625/652/4091/1009/8313/6662/6093/4087/7040/9475/182/11096/7048/6092/6091/9353/3516/7291/6591",20
"GO:0071772","GO:0071772","response to BMP","59/4047","184/18986",0.320652173913043,1.50430001826366,3.57772545168365,0.00042559636265903,0.00546428629820737,0.00398360558394666,"4774/3491/4853/64388/2625/22943/7321/657/5654/6653/406911/23592/23111/652/2200/4091/4756/1003/50964/406991/64750/6662/2627/4087/4092/4089/51232/27302/92/90/4036/5468/7474/11167/3516/8929/3791/658/4086/56884/81792/10468/285704/654/3096/222663/860/7021/653/168667/8321/57154/857/28996/23213/2131/25/8239/2719",59
"GO:0071773","GO:0071773","cellular response to BMP stimulus","59/4047","184/18986",0.320652173913043,1.50430001826366,3.57772545168365,0.00042559636265903,0.00546428629820737,0.00398360558394666,"4774/3491/4853/64388/2625/22943/7321/657/5654/6653/406911/23592/23111/652/2200/4091/4756/1003/50964/406991/64750/6662/2627/4087/4092/4089/51232/27302/92/90/4036/5468/7474/11167/3516/8929/3791/658/4086/56884/81792/10468/285704/654/3096/222663/860/7021/653/168667/8321/57154/857/28996/23213/2131/25/8239/2719",59
"GO:0010649","GO:0010649","regulation of cell communication by electrical coupling","10/4047","16/18986",0.625,2.93211020509019,4.02410551365432,0.000426426252185503,0.00546428629820737,0.00398360558394666,"845/2702/288/79191/6546/805/817/5144/6717/857",10
"GO:0055074","GO:0055074","calcium ion homeostasis","96/4047","329/18986",0.291793313069909,1.36891224164697,3.51326775076032,0.000433915201997408,0.00554592412125569,0.00404312166162056,"845/6375/356/5788/6387/64072/90550/51196/8048/7225/1813/84959/3709/160335/490/9365/7223/8600/3356/84899/5587/9472/123041/6263/283652/9187/27020/57214/1003/3690/10939/406922/7040/130733/6546/63892/5581/805/3973/51542/785/79568/79054/2280/23236/5332/7052/57158/351/3708/859/1234/5745/7474/26059/27032/5291/5028/23007/79572/3064/57620/3791/5311/287/817/2247/1909/5144/3074/2149/1729/2890/6444/8614/1812/1906/63933/4907/1268/2898/9474/387129/6717/858/857/8805/6781/2185/4067/55636/56704/114/25/1756/7504",96
"GO:0019229","GO:0019229","regulation of vasoconstriction","27/4047","68/18986",0.397058823529412,1.86275236558671,3.70948948065363,0.00043542018167828,0.00554592412125569,0.00404312166162056,"2702/5743/3688/120/4544/143872/490/3356/4313/406991/1636/6869/146/3269/3680/185/10242/952/2149/147/1906/1956/9732/857/6916/80005/25",27
"GO:0055021","GO:0055021","regulation of cardiac muscle tissue growth","27/4047","68/18986",0.397058823529412,1.86275236558671,3.70948948065363,0.00043542018167828,0.00554592412125569,0.00404312166162056,"5999/3776/983/657/10413/3479/9472/60485/2627/27302/2066/861/859/9686/27086/3516/2247/4208/1906/3720/10370/3084/23414/7373/100126316/406987/407007",27
"GO:0072010","GO:0072010","glomerular epithelium development","14/4047","27/18986",0.518518518518518,2.43256550348223,3.87703567404066,0.000454621424048057,0.00576732738547365,0.0042045303491434,"4853/5800/1910/4643/8826/182/8842/1909/10409/1906/23607/9863/5420/2131",14
"GO:1901017","GO:1901017","negative regulation of potassium ion transmembrane transporter activity","14/4047","27/18986",0.518518518518518,2.43256550348223,3.87703567404066,0.000454621424048057,0.00576732738547365,0.0042045303491434,"845/288/3784/10008/406922/23327/27347/23704/51719/9992/859/9943/7881/857",14
"GO:0051282","GO:0051282","regulation of sequestering of calcium ion","45/4047","132/18986",0.340909090909091,1.5993328391401,3.59637051232304,0.000456709447176619,0.00577045258014967,0.00420680869663159,"845/6375/356/5788/51196/1813/84959/3709/3356/5587/9472/6263/57214/3690/406922/7040/6546/5581/805/3973/2280/23236/5332/57158/3708/1234/23007/3064/5311/287/817/2247/5144/2149/1729/1812/9474/387129/6717/2185/4067/55636/56704/25/1756",45
"GO:0042552","GO:0042552","myelination","52/4047","158/18986",0.329113924050633,1.54399727255382,3.57383345704895,0.000456876145216706,0.00577045258014967,0.00420680869663159,"2475/4898/10100/23114/56288/118738/5728/81846/55331/1075/8898/83700/6334/10810/64398/23405/5376/10939/4155/7040/23175/6654/7851/81615/7852/4664/9334/8537/9215/5915/152189/4336/1499/1739/287/7368/7097/3074/256987/79628/3400/5454/9896/57211/9444/84668/5803/5764/10397/4915/2824/7504",52
"GO:2000177","GO:2000177","regulation of neural precursor cell proliferation","37/4047","103/18986",0.359223300970874,1.68525169069261,3.62947969261468,0.000457596980579423,0.00577045258014967,0.00420680869663159,"23028/58155/22920/259266/3688/8036/644943/1813/50937/4673/2308/1638/3091/79801/1000/7040/4036/3642/5152/4771/1499/7474/1950/2247/7424/1462/1404/1495/3400/2309/2737/5803/5764/6469/4067/9355/6567",37
"GO:0032350","GO:0032350","regulation of hormone metabolic process","18/4047","39/18986",0.461538461538462,2.16525061298968,3.79133845016179,0.000464478887285688,0.00583403877634281,0.00425316467294639,"10269/2672/476/8644/2625/6934/27122/3091/3480/3973/7849/4790/1601/8622/2908/8614/654/653",18
"GO:0035633","GO:0035633","maintenance of blood-brain barrier","18/4047","39/18986",0.461538461538462,2.16525061298968,3.79133845016179,0.000464478887285688,0.00583403877634281,0.00425316467294639,"84879/50848/3915/5743/3688/7414/83700/1003/4155/9839/9076/23607/2697/3908/3569/284/6456/1756",18
"GO:0070663","GO:0070663","regulation of leukocyte proliferation","81/4047","270/18986",0.3,1.40741289844329,3.50930631171596,0.000467211021602398,0.00585675792494863,0.0042697275179932,"7412/10451/1435/26191/79679/6375/8995/7292/5788/57829/9231/3087/4004/7189/8772/472/3606/56253/160365/5074/4254/3479/6541/3146/8660/652/3958/384/146433/406991/970/7040/6654/6869/8440/3552/3553/57181/940/1493/3485/3635/5621/598/4773/7048/1499/868/11148/4690/53833/3592/6480/604/1739/683/952/5530/8654/3558/59067/23240/57630/5618/4208/1437/3659/80762/9750/383/196/3569/7784/6469/4067/8767/5747/3717/80380/301/944",81
"GO:0003151","GO:0003151","outflow tract morphogenesis","31/4047","82/18986",0.378048780487805,1.77356909966431,3.65376258831342,0.000471869524925468,0.0058772000070828,0.00428463032287806,"9249/2702/7042/8829/657/55742/144165/652/3091/4091/2627/4089/4036/8828/182/5915/7048/1499/6092/6091/3516/5308/1909/25836/4208/1906/10370/7291/10512/8321/23414",31
"GO:0030500","GO:0030500","regulation of bone mineralization","31/4047","82/18986",0.378048780487805,1.77356909966431,3.65376258831342,0.000471869524925468,0.0058772000070828,0.00428463032287806,"4146/10269/3491/1901/4921/657/196527/490/9365/652/3091/4088/6662/6546/92/90/4057/658/4208/84059/2201/154/654/55603/2697/5167/7291/5764/2185/6575/2824",31
"GO:0042246","GO:0042246","tissue regeneration","31/4047","82/18986",0.378048780487805,1.77356909966431,3.65376258831342,0.000471869524925468,0.0058772000070828,0.00428463032287806,"5738/607/11221/219770/10413/3479/688/124872/51542/2660/8324/2066/861/9215/2876/2596/3836/7104/7006/84525/5530/346007/2697/5782/3475/136319/5764/2146/10404/158376/301",31
"GO:0046887","GO:0046887","positive regulation of hormone secretion","49/4047","147/18986",0.333333333333333,1.56379210938143,3.57157584382959,0.000473531618255918,0.0058772000070828,0.00428463032287806,"1131/90550/2746/6934/55107/1813/9971/8600/8660/5587/3091/1588/5578/4089/7447/5581/6869/84417/2641/11069/1385/23236/6616/3708/5468/27230/51714/5028/6514/952/6696/114899/1601/2151/654/1906/6659/3624/1956/6717/1080/640/1392/55638/169026/114/3717/2182/6845",49
"GO:0060048","GO:0060048","cardiac muscle contraction","49/4047","147/18986",0.333333333333333,1.56379210938143,3.57157584382959,0.000473531618255918,0.0058772000070828,0.00428463032287806,"2475/5142/51086/3752/845/476/2702/9722/55811/29119/3784/8048/10008/5318/6334/7168/10052/5608/3759/406922/4092/23327/6546/805/27302/7852/6335/23704/9992/859/23171/7134/5290/2257/1739/287/817/8654/5144/6444/147/2697/6717/10142/857/3757/6781/1756/2258",49
"GO:0018210","GO:0018210","peptidyl-threonine modification","33/4047","89/18986",0.370786516853933,1.73949908796362,3.63954718186536,0.000474401135681286,0.0058772000070828,0.00428463032287806,"2590/56288/5599/983/10114/85456/29110/406948/10253/5587/161742/57214/51701/5578/57521/2589/4092/805/200734/2641/27347/51719/351/1859/9943/2932/1950/817/28996/51422/63917/5591/8767",33
"GO:0002063","GO:0002063","chondrocyte development","16/4047","33/18986",0.484848484848485,2.27460670455481,3.8142163768382,0.00048135827225985,0.00595176514803944,0.00433899023296917,"4146/1301/25987/5744/50515/22856/8313/6662/4092/55959/7048/658/8817/860/23213/2131",16
"GO:0090092","GO:0090092","regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","95/4047","326/18986",0.291411042944785,1.36711886863101,3.47993254713193,0.000486216790516402,0.00600014222226759,0.00437425836727126,"3491/4853/406988/7042/51742/64388/22943/7321/80312/657/5654/27122/6653/406911/11171/23592/50515/26524/23111/10253/84312/652/64398/161742/7057/2200/4091/4088/4756/9688/1003/1001/50964/406991/64750/753/2627/4087/4092/4089/7040/6868/4052/51232/200734/27302/9839/92/90/4036/2280/56937/2033/859/5468/7048/7474/54756/11167/79674/3516/65997/3791/255743/10252/56884/83891/1601/10468/9315/2201/654/222663/7021/653/135228/3066/10370/168667/3624/9863/8321/57154/858/857/574443/28996/80139/6386/23213/1761/3717/406987/25/2719",95
"GO:0023061","GO:0023061","signal release","136/4047","493/18986",0.275862068965517,1.29417278017774,3.44455718466064,0.000489416572554143,0.00602790159167171,0.00439449566321993,"65018/79971/5906/387597/5743/1131/2625/57512/6387/90550/818/2746/26509/6934/55088/22841/3784/406/55107/4544/1813/399979/54407/9498/5908/6857/8825/8499/9971/2308/8600/3356/1910/10257/8660/5587/3091/6447/1588/2775/4843/6928/5578/5608/6860/4087/4089/6868/7447/5581/9378/8291/6869/90342/84417/3552/3553/7849/785/2641/11069/4760/8609/1385/26154/3667/23236/6616/7052/7074/3708/5468/26059/185/5217/27230/51714/5028/6514/22871/952/886/9575/2044/2798/6696/5530/114899/1601/9607/2151/2149/2150/8622/4208/79772/1946/654/1906/84062/6659/7021/22999/1081/1268/2697/8676/134957/4988/5071/3569/358/3624/1956/6717/1080/93664/673/640/4986/4067/55636/1392/55638/169026/114/5991/3717/10497/301/5125/19/8573/6567/2182/6845",136
"GO:0061041","GO:0061041","regulation of wound healing","47/4047","140/18986",0.335714285714286,1.57496205301987,3.55389625964277,0.000511162513219549,0.00628018847317286,0.00457841930394025,"2475/4921/3688/5592/5328/5728/84959/6484/196527/7103/81542/7057/302/4088/170692/84034/634/5581/23332/7852/2191/4780/7035/5270/5155/90102/4638/9076/5156/10855/2247/2160/2149/2150/1839/84830/1906/135228/948/5054/857/10565/8840/5747/23189/301/8573",47
"GO:0014743","GO:0014743","regulation of muscle hypertrophy","28/4047","72/18986",0.388888888888889,1.82442412761167,3.64784510095966,0.000512870507504894,0.00628018847317286,0.00457841930394025,"5999/55811/10539/3479/2308/9472/4088/4205/4775/406991/5578/6093/406922/4089/9475/27302/2660/5152/29995/859/5468/27086/5530/817/8654/1906/3720/136319",28
"GO:0030032","GO:0030032","lamellipodium assembly","28/4047","72/18986",0.388888888888889,1.82442412761167,3.64784510095966,0.000512870507504894,0.00628018847317286,0.00457841930394025,"2475/1901/10451/3688/7414/51196/3983/5800/221178/10810/1012/55704/8440/10787/2660/10152/4690/5290/84448/9353/64083/5295/2241/22885/55604/5879/26053/90167",28
"GO:0014909","GO:0014909","smooth muscle cell migration","36/4047","100/18986",0.36,1.68889547813195,3.59496346189479,0.000517556893638805,0.00632536296021376,0.00461135266961824,"4921/8829/5592/5328/657/55742/80310/6653/3479/406948/652/7168/11057/3690/406991/1636/10672/6869/4780/6714/5770/9510/5155/9353/407000/2195/4208/6885/2768/3486/2887/5054/9732/80005/10221/8840",36
"GO:0007585","GO:0007585","respiratory gaseous exchange by respiratory system","30/4047","79/18986",0.379746835443038,1.78153531448518,3.6229469907735,0.000529403758496275,0.00643469571561209,0.00469105906696714,"81839/10905/92170/144535/50515/1602/2530/79068/1770/147372/57616/3176/4929/2744/79582/152110/7134/8929/170825/9407/1909/8546/4124/3340/1906/669/28996/7763/5090/2925",30
"GO:0018107","GO:0018107","peptidyl-threonine phosphorylation","30/4047","79/18986",0.379746835443038,1.78153531448518,3.6229469907735,0.000529403758496275,0.00643469571561209,0.00469105906696714,"56288/5599/983/10114/85456/29110/406948/10253/5587/161742/57214/51701/5578/57521/4092/805/200734/2641/27347/51719/351/1859/9943/2932/1950/817/28996/51422/5591/8767",30
"GO:0014910","GO:0014910","regulation of smooth muscle cell migration","34/4047","93/18986",0.365591397849462,1.71512682964415,3.59819937020056,0.000529546139610517,0.00643469571561209,0.00469105906696714,"4921/8829/5592/5328/657/80310/6653/3479/406948/652/7168/11057/3690/406991/1636/10672/6869/4780/6714/5770/9510/5155/9353/407000/2195/4208/6885/2768/3486/5054/9732/80005/10221/8840",34
"GO:0048678","GO:0048678","response to axon injury","32/4047","86/18986",0.372093023255814,1.74562840116997,3.60704786085356,0.000534198049812583,0.00647881114715338,0.00472322035388282,"9860/3776/983/22876/1813/4756/3480/4313/5802/2043/23767/83999/5905/2596/6696/2247/4131/5122/9315/1495/1809/6648/5764/673/4747/4067/4147/3717/9314/3371/4693/407007",32
"GO:0071453","GO:0071453","cellular response to oxygen levels","57/4047","178/18986",0.320224719101124,1.50229466687767,3.50435745785375,0.000547010874131488,0.00662154575308402,0.00482727756138936,"2023/2475/65018/205/23576/25950/4921/5743/3776/56776/84890/355/1813/867/2308/112399/3091/9520/406991/83990/57521/2627/10449/5366/7040/64344/9475/5581/2034/57142/4780/2660/2043/6714/5770/5105/10533/5468/5291/132864/84709/8614/1906/6885/2309/10370/7291/358/3624/857/28996/6781/665/4609/10397/5165/4693",57
"GO:0048066","GO:0048066","developmental pigmentation","21/4047","49/18986",0.428571428571429,2.01058985491899,3.6866212652838,0.000558937224913124,0.0067530263192837,0.0049231302837962,"83938/4254/1910/1638/283652/5873/164/9839/55686/56999/4286/8975/1909/4208/63915/5167/10981/6648/2737/7306/10159",21
"GO:0036294","GO:0036294","cellular response to decreased oxygen levels","53/4047","163/18986",0.325153374233129,1.52541684289355,3.50642465148625,0.000561265990055096,0.00676827029452371,0.00493424353474492,"2023/2475/65018/205/23576/25950/4921/5743/3776/56776/84890/1813/867/112399/3091/9520/406991/83990/57521/2627/10449/5366/7040/64344/9475/5581/2034/57142/4780/2660/2043/6714/5770/5105/5468/5291/132864/84709/8614/1906/6885/2309/10370/7291/358/3624/28996/6781/665/4609/10397/5165/4693",53
"GO:0010611","GO:0010611","regulation of cardiac muscle hypertrophy","27/4047","69/18986",0.391304347826087,1.83575595449125,3.61983714492527,0.000571651461566931,0.00686739625136183,0.00500650891280608,"5999/55811/10539/3479/2308/9472/4088/4205/4775/406991/5578/6093/406922/4089/9475/27302/5152/29995/859/5468/27086/5530/817/8654/1906/3720/136319",27
"GO:0030193","GO:0030193","regulation of blood coagulation","27/4047","69/18986",0.391304347826087,1.83575595449125,3.61983714492527,0.000571651461566931,0.00686739625136183,0.00500650891280608,"5592/5328/84959/6484/196527/7103/81542/7057/302/170692/84034/634/2191/4780/7035/5270/5155/5156/10855/2160/2149/2150/84830/1906/948/5054/857",27
"GO:0019827","GO:0019827","stem cell population maintenance","59/4047","186/18986",0.317204301075269,1.48812474925007,3.48192582291804,0.000578822605395635,0.00694040035165314,0.00505973078400761,"8289/23318/22823/607/5396/79577/259266/51742/80312/657/9126/10413/8091/4848/2308/84312/60485/388112/6928/6774/10642/6662/1000/1994/81606/7849/55183/8324/182/8202/51586/8320/1499/86/8626/80306/3516/25836/6659/2309/3066/5764/673/79648/55124/4017/84750/63978/7071/22882/4609/6595/23081/4781/23137/2176/9314/9442/7547",59
"GO:0060395","GO:0060395","SMAD protein signal transduction","35/4047","97/18986",0.360824742268041,1.69276465448506,3.56023155076017,0.000585322580993956,0.00700509647404654,0.00510689592513694,"3725/406988/7042/22943/657/652/4091/4088/9688/753/4087/4092/4089/7040/6711/27302/92/90/56937/5468/7048/25937/79674/4086/1601/654/860/653/168667/3624/9863/28996/11030/3717/406987",35
"GO:0048008","GO:0048008","platelet-derived growth factor receptor signaling pathway","24/4047","59/18986",0.406779661016949,1.90835647246548,3.63707761649885,0.000587705157356316,0.0070168561980183,0.00511546906708504,"9860/8829/84159/8879/5795/80310/867/4643/8826/3690/5771/11037/6714/5770/5155/868/5156/56034/2241/3092/5782/3717/7763/25",24
"GO:0021761","GO:0021761","limbic system development","43/4047","126/18986",0.341269841269841,1.6010252548429,3.52304579863554,0.000588517656841516,0.0070168561980183,0.00511546906708504,"84879/1600/4808/8829/5728/25987/1813/9638/7846/29954/3480/23035/5802/8648/238/4760/8828/55054/8195/4771/9215/1499/2932/8087/2044/306/166614/1812/3400/5454/2737/4967/9723/1021/26047/2146/4747/1392/157680/190/7547/2258/6658",43
"GO:0050818","GO:0050818","regulation of coagulation","29/4047","76/18986",0.381578947368421,1.79013044100243,3.59228649019376,0.000593489591965005,0.00703963357211794,0.00513207436001794,"5592/5328/84959/6484/196527/7103/81542/7057/302/170692/84034/634/2191/4780/7035/5270/5155/5156/10855/2160/2149/2150/84830/1906/222537/948/5054/857/284",29
"GO:0008217","GO:0008217","regulation of blood pressure","60/4047","190/18986",0.315789473684211,1.48148726151925,3.47168268411534,0.000593757521848194,0.00703963357211794,0.00513207436001794,"6518/5724/23576/476/2702/5743/55328/59/153/3784/89797/5547/143872/1813/5800/490/9365/1910/1215/7168/4088/4843/1636/10672/84034/6869/27347/8195/27131/5770/5155/5468/7873/185/257313/2028/1909/2982/7424/170690/4883/9607/2149/2150/51752/4012/154/1906/1268/6446/6648/2768/4852/1278/1392/83988/2131/5125/10159/367",60
"GO:0061138","GO:0061138","morphogenesis of a branching epithelium","60/4047","190/18986",0.315789473684211,1.48148726151925,3.47168268411534,0.000593757521848194,0.00703963357211794,0.00513207436001794,"4070/1435/7482/5087/8829/9231/5058/10413/3845/59277/10253/652/55727/2252/9955/6928/10672/6662/80000/4089/7040/7849/90/6714/7052/859/7048/1499/7474/8626/1739/9353/3791/374/5311/255743/1950/2247/10252/1909/170690/2246/1906/84870/2099/2737/10512/9723/4233/6469/6591/23213/79977/340419/2131/4609/3371/25/367/2719",60
"GO:0008543","GO:0008543","fibroblast growth factor receptor signaling pathway","33/4047","90/18986",0.366666666666667,1.72017132031958,3.56437407461527,0.000597704447744699,0.00707320767172505,0.0051565507441918,"25778/2625/3688/8036/9702/9365/10253/91612/7057/2252/27020/8826/79801/6654/9378/23767/55614/55959/1499/7474/152831/2247/10252/81848/2246/3340/8817/860/1490/23213/63978/2131/10251",33
"GO:0048483","GO:0048483","autonomic nervous system development","20/4047","46/18986",0.434782608695652,2.03972883832361,3.67468534797201,0.000600687917347459,0.0070820882151207,0.00516302488927292,"65979/7412/3142/2625/8829/89797/1910/3211/8828/2335/57007/3642/1499/8626/8929/1909/6659/7021/10371/91584",20
