"seqnames","start","end","width","strand","Conc","Conc_TEAD1","Conc_TESmut","Fold","p.value","FDR"
"17",78365660,78366060,401,"*",8.47417948307392,8.86257361406914,7.94107152464458,0.885057971549523,3.45853726583543e-06,5.8585903725242e-05
"17",58556814,58557214,401,"*",7.08390085465994,7.51199363015831,6.47246794448808,0.951895590340645,3.46452935392898e-06,5.86609232350041e-05
"15",69489143,69489543,401,"*",6.68222259493538,7.10574648564303,6.08013606800823,0.973751173289362,3.4891485027906e-06,5.90511235783519e-05
"1",178238713,178239113,401,"*",7.03940594628636,7.52591880966547,6.29990308374557,1.12189499102322,3.50670736417152e-06,5.93215360735256e-05
"5",31921808,31922208,401,"*",7.39259549109702,7.77871256953606,6.86379064115853,0.908576572543115,3.51858903911698e-06,5.94957094802651e-05
"3",21237568,21237968,401,"*",5.27973568628336,5.88943443722806,4.20287560259395,1.44680032038981,3.54296143265122e-06,5.98808359975255e-05
"7",6706794,6707194,401,"*",6.49661398304851,5.65735872656412,7.02375237219891,-1.27082180823286,3.55097667790672e-06,5.99742817160636e-05
"22",30210359,30210759,401,"*",6.65202509859089,7.08107118416524,6.03863062975125,1.00386409303906,3.55263571024336e-06,5.99742817160636e-05
"2",63698899,63699299,401,"*",5.4246011526708,3.46148931394097,6.22660849014299,-1.985518486892,3.55328558020334e-06,5.99742817160636e-05
"X",119763182,119763582,401,"*",5.30276514934347,5.90060990716557,4.26341347763382,1.42548585577863,3.55596313626662e-06,5.99924877859081e-05
"7",127641852,127642252,401,"*",5.76828646476373,6.31166318708997,4.88630160119324,1.27458733297276,3.56471717881096e-06,6.01131475353555e-05
"9",31137197,31137597,401,"*",6.24612610717193,6.78879644087165,5.36603676476094,1.26719370893812,3.59007668233599e-06,6.05135971239571e-05
"10",72567401,72567801,401,"*",4.69251032621883,5.35481754212516,3.43197281656329,1.6570174749405,3.59796150871666e-06,6.06192697658545e-05
"13",26561692,26562092,401,"*",6.82232405824434,7.33223401740226,6.02656164979041,1.18952200911715,3.61171960744147e-06,6.08237573567377e-05
"10",34528224,34528624,401,"*",6.98706637002962,7.42266447310932,6.36008215549996,0.959368308361145,3.61877517697182e-06,6.09152370637774e-05
"14",94342232,94342632,401,"*",6.178940634839,5.2028685406006,6.755838156277,-1.42728745156235,3.62354213705928e-06,6.09681275895073e-05
"4",39235740,39236140,401,"*",4.6385147776805,5.36307481895216,3.11402866496642,1.78786566344599,3.63933054112289e-06,6.12063295533267e-05
"9",4238022,4238422,401,"*",6.13519488963944,6.63382145306019,5.36695197699998,1.16796509387869,3.65413420177703e-06,6.14277640613243e-05
"4",49118012,49118412,401,"*",5.36145953318383,0.762465335450073,6.33138295315601,-2.74217030307715,3.65696513555845e-06,6.14478230413294e-05
"19",12603756,12604156,401,"*",5.39936342812325,3.64499407763171,6.16794774968282,-1.86724255047403,3.66325115928152e-06,6.15258937991952e-05
"20",50252098,50252498,401,"*",6.96639022002062,7.36642568098078,6.41097175247493,0.903880017532168,3.6832127792533e-06,6.18334795035182e-05
"13",26508888,26509288,401,"*",5.55776357353969,4.06372474969708,6.27583599748812,-1.76379833721305,3.70198072218946e-06,6.21207596946649e-05
"10",17206359,17206759,401,"*",5.03144216716858,5.62967509016264,3.99088239777973,1.45482844054971,3.70937093028835e-06,6.22128760256374e-05
"1",817117,817517,401,"*",5.20596187295108,5.86530790804554,3.95659738000149,1.60615985330219,3.71078640082558e-06,6.22128760256374e-05
"12",31585273,31585673,401,"*",5.09309818209557,5.70661523479531,4.00387837134496,1.45021926511042,3.741469682143e-06,6.26992782240676e-05
"4",41718850,41719250,401,"*",3.76832399424286,4.63745044183387,1.24086096866339,2.29187621676241,3.76328553887125e-06,6.30367128142805e-05
"2",215433659,215434059,401,"*",5.20197627785041,5.83297534675594,4.05433616319957,1.53199345263573,3.77709977588733e-06,6.32398753641537e-05
"10",60718776,60719176,401,"*",4.28902190970086,5.03012940823508,2.68316961907117,1.84460280262101,3.79218987178946e-06,6.34642088222178e-05
"6",30942631,30943031,401,"*",7.76329355563839,8.23609082670095,7.05537394786572,1.08902737616408,3.8216739395054e-06,6.39291252270095e-05
"4",89800391,89800791,401,"*",4.80193284906234,5.43903012904399,3.63317148622323,1.57588720061946,3.82631878853245e-06,6.39783009200205e-05
"18",48929877,48930277,401,"*",6.54423380359308,6.97168025490778,5.93412853759956,0.996859885885043,3.84434280952685e-06,6.4251040782297e-05
"10",60414801,60415201,401,"*",6.3469969449649,6.82350446982419,5.63063108487595,1.11117106757475,3.85597229492626e-06,6.44167125903509e-05
"12",122898785,122899185,401,"*",5.78528400572059,6.33726926130367,4.8799206675679,1.31113482314669,3.89424751221841e-06,6.50271744129715e-05
"2",172246583,172246983,401,"*",5.68449852898809,4.16655395645984,6.40767868712002,-1.82501770845599,3.91679415214589e-06,6.53745700100827e-05
"2",70702358,70702758,401,"*",3.57764245689144,4.42383376465586,1.27186385952683,2.18425484613804,3.93251378847967e-06,6.56077589406606e-05
"2",238456979,238457379,401,"*",6.45209922665597,6.92369370963663,5.74690250444101,1.11345558726323,3.94215070852506e-06,6.57393052153639e-05
"3",31171287,31171687,401,"*",6.42097178783834,6.8797144050356,5.74441452862231,1.08780169434389,3.94997491383577e-06,6.5840519210143e-05
"1",155651347,155651747,401,"*",7.03235065604718,7.50942989556911,6.31467696115942,1.09660909122193,3.95173957210348e-06,6.5840684051907e-05
"2",105487124,105487524,401,"*",3.69664061747776,4.54262297620914,1.39271797332792,2.18691043213017,3.97465934067457e-06,6.61471145655934e-05
"5",134053760,134054160,401,"*",7.58823219793731,7.92685540149526,7.1449328757052,0.767693117973756,3.97484824482017e-06,6.61471145655934e-05
"15",64343813,64344213,401,"*",3.8243833323992,4.66170036346196,1.59517488500564,2.1265730202303,3.97542025386885e-06,6.61471145655934e-05
"9",88400018,88400418,401,"*",6.17156171895599,6.69218345215681,5.34897351195108,1.19635118991586,3.97803359995483e-06,6.61612582907382e-05
"8",32766114,32766514,401,"*",4.77713819525059,5.52372238869686,3.1430965953495,1.83863725568225,3.98760936400159e-06,6.62911346684553e-05
"9",115234070,115234470,401,"*",5.21506889300624,2.796742598243,6.07338968084633,-2.20304059997262,3.99965330997256e-06,6.64619095852438e-05
"5",33425272,33425672,401,"*",3.53122701891942,4.47058226243421,0,2.56097753011874,4.00373992778415e-06,6.64881778329073e-05
"12",48188404,48188804,401,"*",4.26065170672566,4.97940942809046,2.76343328224739,1.84865704809807,4.0047781749519e-06,6.64881778329073e-05
"5",3826068,3826468,401,"*",8.46627350458764,8.77920631073589,8.06610462874598,0.71722989343577,4.07597641700589e-06,6.76402968343556e-05
"11",35289862,35290262,401,"*",4.37652128687925,5.09564319605753,2.87760965427519,1.84502607962733,4.08390407344023e-06,6.77122525437242e-05
"10",44756137,44756537,401,"*",5.95427386652566,4.77467623325878,6.59445552656685,-1.52557024850521,4.08392173733237e-06,6.77122525437242e-05
"19",32373757,32374157,401,"*",7.8445761475599,8.22960200711453,7.31782651235889,0.871446225393841,4.10292547777096e-06,6.7997291012122e-05
"5",45793955,45794355,401,"*",5.94674950510059,4.49777782121738,6.65490812298341,-1.7214664144391,4.10509673178094e-06,6.80032381779923e-05
"2",17958615,17959015,401,"*",6.8641755555654,6.19826083378566,7.3180471330071,-1.04260819977053,4.10940102757509e-06,6.804010514252e-05
"2",75606117,75606517,401,"*",8.1606614190451,8.51774135120561,7.68506451265285,0.791925234046431,4.11094902476194e-06,6.804010514252e-05
"12",14999450,14999850,401,"*",5.16444003425107,5.77364614185417,4.08916456911773,1.48019888660173,4.12188602915242e-06,6.81910430775255e-05
"5",112338620,112339020,401,"*",6.514304977644,6.9255001781714,5.93699651069048,0.971021786199209,4.14765416983297e-06,6.85871009723679e-05
"7",132081015,132081415,401,"*",6.21949839788384,5.12002651112987,6.83615034439955,-1.48252067284047,4.15039712135066e-06,6.8602224841497e-05
"21",41615569,41615969,401,"*",6.94431134338363,7.41181785708284,6.24831395852856,1.07236786114087,4.19553674183008e-06,6.93178045311344e-05
"20",44572904,44573304,401,"*",6.64473781841049,7.10168711763641,5.97211202809759,1.08023019361118,4.21991380272245e-06,6.96898705070198e-05
"2",109125495,109125895,401,"*",7.00068473964763,7.42846886693347,6.38988606455373,0.952117513243846,4.24167950693773e-06,7.0018502762785e-05
"X",137165752,137166152,401,"*",6.22330041384487,4.86422594132798,6.9105113698818,-1.63412744078073,4.28386109090346e-06,7.0683707999907e-05
"19",37506678,37507078,401,"*",5.2732072500014,2.34742783617123,6.17501136150733,-2.48199713129709,4.30749735200314e-06,7.10424651184658e-05
"5",14036055,14036455,401,"*",7.92708837451273,8.24688098608842,7.51560300473327,0.707406808914233,4.32174047002422e-06,7.12460563162472e-05
"15",68524743,68525143,401,"*",4.59696708548793,5.35397638597,2.90738323206137,1.8666932806762,4.35885053893953e-06,7.18262762720905e-05
"X",110160645,110161045,401,"*",6.61990060786014,7.08470556510987,5.9299364359383,1.06502948740043,4.36322645037175e-06,7.1866821617383e-05
"16",46632073,46632473,401,"*",6.47450027770627,5.66473604815254,6.99003604806683,-1.21021426439163,4.38697114315256e-06,7.22262151216443e-05
"4",153166920,153167320,401,"*",7.6691692810316,8.04251028117954,7.16414980387419,0.829178529514191,4.4056268523616e-06,7.25015461085348e-05
"14",102071292,102071692,401,"*",6.57030403149751,7.02659408822042,5.89911957641181,1.05504498566554,4.41411667501167e-06,7.26094133113165e-05
"3",106765340,106765740,401,"*",6.02406629997088,6.55602504022518,5.17230815389346,1.22961130769302,4.42369389644136e-06,7.27350651570448e-05
"6",159184571,159184971,401,"*",5.91963924106589,6.50705224009924,4.91226267285851,1.35372189644993,4.44608272335554e-06,7.30711650735975e-05
"9",73220309,73220709,401,"*",6.03432769557097,5.00004914577772,6.63053774649738,-1.44573798940276,4.44942707582537e-06,7.3094112658513e-05
"11",46050116,46050516,401,"*",5.03320937304387,5.64286004145068,3.95650405039815,1.5161327890445,4.47746362301806e-06,7.35225000434401e-05
"10",116974355,116974755,401,"*",4.56949787211914,5.25900891398886,3.20088405355229,1.67515298413567,4.48745178951587e-06,7.36542776003609e-05
"11",71287045,71287445,401,"*",7.34363215768644,7.88252173621347,6.47363032003442,1.26295920737724,4.50753537656218e-06,7.39515674962788e-05
"20",2626894,2627294,401,"*",5.45672716520202,3.79086334464103,6.2093425303857,-1.87269900308232,4.50956072599796e-06,7.39524597902839e-05
"11",27447662,27448062,401,"*",3.75831514026309,4.59250656949639,1.55502889641236,2.07669868919212,4.51419013146976e-06,7.39960366635548e-05
"3",40920015,40920415,401,"*",5.82990306031262,4.75226710857816,6.43984276297397,-1.52381606518001,4.51799436735524e-06,7.40260553089677e-05
"14",35615543,35615943,401,"*",3.84132361280871,4.69333787840455,1.4827268216916,2.23787212756937,4.52682035625232e-06,7.41382918319264e-05
"7",68799531,68799931,401,"*",6.55207763557947,6.99149184673544,5.91709013421207,1.00942741911407,4.54357302796681e-06,7.43801935350535e-05
"6",155103132,155103532,401,"*",6.02283502766299,6.52777372417515,5.2392885130108,1.19359054071106,4.55126837207894e-06,7.44736766632246e-05
"6",82022553,82022953,401,"*",6.41735198903574,6.88266755493831,5.7262503040996,1.08706613730455,4.59770819560169e-06,7.52007886692115e-05
"X",23752715,23753115,401,"*",5.2254290293675,5.82142480195647,4.1918137217893,1.41566221460579,4.60172912536361e-06,7.52337597005525e-05
"2",173654858,173655258,401,"*",5.47311502396524,6.02092778658672,4.57914780456958,1.27580178080489,4.61277648763482e-06,7.53724632790168e-05
"6",17877233,17877633,401,"*",5.02073089609348,5.60390744016749,4.02607553888408,1.43020051820002,4.61423064822104e-06,7.53724632790168e-05
"6",133249093,133249493,401,"*",3.95735798748409,4.75226710857816,2.04159601328854,1.96121484382397,4.64822783581612e-06,7.58947591939324e-05
"5",35138234,35138634,401,"*",5.24267176516535,5.86767173704603,4.11542711268215,1.4737607602415,4.66980668362523e-06,7.62139263054817e-05
"5",141320612,141321012,401,"*",6.07483886719206,4.97452471895371,6.69174707136611,-1.43440479525837,4.71056784786233e-06,7.68457461824533e-05
"7",70575354,70575754,401,"*",5.81286455002338,6.34435405152371,4.96233011627479,1.25559275978413,4.72766518637254e-06,7.70911453532743e-05
"11",35142565,35142965,401,"*",4.97265386379828,5.6005503582179,3.83560832181704,1.50359866731326,4.73819361939117e-06,7.72292627250983e-05
"10",57696696,57697096,401,"*",3.93674457391498,4.75226710857816,1.87823871641238,2.05848948324432,4.74262744190807e-06,7.72679653703138e-05
"13",31172529,31172929,401,"*",5.9972140303443,6.54870529236556,5.09320634511921,1.31390918390505,4.77364914712352e-06,7.77396222435858e-05
"3",149386498,149386898,401,"*",7.15531232620565,7.63394816083863,6.43406916249889,1.10233319446583,4.80314471525766e-06,7.81527168651499e-05
"X",45961495,45961895,401,"*",6.55527409232987,5.68378434342127,7.09472362212817,-1.26620667867152,4.80318128757325e-06,7.81527168651499e-05
"22",10722542,10722942,401,"*",5.33356103293009,0.245261825098939,6.31219986154917,-2.68418436846029,4.83761793697916e-06,7.86789174743801e-05
"7",94183410,94183810,401,"*",8.70234858203522,9.00919358267176,8.31210435430082,0.674469012925916,4.84318491339019e-06,7.87353297813316e-05
"1",158003044,158003444,401,"*",5.25492903194263,5.82042756561382,4.311793274228,1.36616965125016,4.85102786886616e-06,7.88286776386866e-05
"15",71054313,71054713,401,"*",5.45816693199922,6.06410094375183,4.39335881445109,1.45918309654126,4.85832746031482e-06,7.89131188911136e-05
"X",150690145,150690545,401,"*",6.78450989536094,6.04825754434424,7.26963093891929,-1.08508527547497,4.86368979630778e-06,7.8966034118245e-05
"4",80237961,80238361,401,"*",6.23874887519765,6.72734513412166,5.49436074956024,1.12626388926951,4.88249545648176e-06,7.92370726741574e-05
"22",18063286,18063686,401,"*",6.98823932012132,7.46261451202163,6.27673632981976,1.11665242402714,4.88661521949822e-06,7.9269645331082e-05
"5",54807432,54807832,401,"*",5.99176924936629,4.81525551152389,6.63107615245595,-1.49562013263537,4.89794752245452e-06,7.94191395808194e-05
"12",104006889,104007289,401,"*",4.8869292364587,5.54417314547636,3.64543043802833,1.53927361636537,4.90108823696954e-06,7.94357372524121e-05
"9",70567474,70567874,401,"*",5.60614977032545,6.2068236925076,4.5579620398738,1.3656792001302,4.96670398572352e-06,8.04530143999009e-05
"5",68378485,68378885,401,"*",5.16290376868838,2.75413351269392,6.02023487168134,-2.17009837768058,4.96814142385785e-06,8.04530143999009e-05
"13",109264896,109265296,401,"*",5.63779789759528,6.1668113413892,4.79369700504602,1.26121254175649,4.97501805932498e-06,8.05296171716706e-05
"9",95018483,95018883,401,"*",7.51530080420492,7.89588778541059,6.99686545661645,0.858759825114086,4.97923926178285e-06,8.05631894529342e-05
"7",35840561,35840961,401,"*",4.36333845974583,5.10314954803308,2.7640636901259,1.81382611154374,4.98992594489373e-06,8.07012980079127e-05
"16",51524890,51525290,401,"*",6.36344754378854,5.465473477329,6.91273248056942,-1.33246590804874,5.0020979382501e-06,8.08632988974933e-05
"1",166925790,166926190,401,"*",6.80805812291845,7.2200161357496,6.22923494513485,0.956530955193075,5.01220320567995e-06,8.09917642034097e-05
"4",5165795,5166195,401,"*",4.53107643750216,5.25070902595781,3.0297864445292,1.75862107979139,5.02034005008915e-06,8.10806425919935e-05
"17",51730229,51730629,401,"*",5.94586503187483,4.51063381368223,6.65092497047521,-1.71514509639718,5.02312500478757e-06,8.10806425919935e-05
"2",28338377,28338777,401,"*",6.25526890706912,6.78683356182755,5.40453858016202,1.25162151899917,5.02418629637762e-06,8.10806425919935e-05
"2",328646,329046,401,"*",5.71573214600345,4.52896041792406,6.35793950388104,-1.65418126540569,5.03087162299768e-06,8.11536260389062e-05
"4",78566009,78566409,401,"*",6.95188569105756,7.41619545326412,6.26302345427987,1.07979378924637,5.08413900786079e-06,8.19776449135989e-05
"6",80622668,80623068,401,"*",5.25035939023271,3.38516897308728,6.03738475644696,-1.97087654567658,5.09768286962363e-06,8.21607211989469e-05
"10",36349699,36350099,401,"*",4.88149108994992,5.52160232811232,3.70214203757671,1.51010833292527,5.12757849682703e-06,8.2600663214421e-05
"2",238379459,238379859,401,"*",6.25516128803992,6.7202185637968,5.56463517370934,1.06922464480824,5.12938208708725e-06,8.2600663214421e-05
"2",152549419,152549819,401,"*",4.74877368751597,5.42493119522604,3.43447787964556,1.58192641522665,5.14299296417063e-06,8.27843153190245e-05
"X",24768182,24768582,401,"*",7.21635024312739,7.63043547445706,6.63329039470927,0.947108003058957,5.14619509728896e-06,8.28003371549653e-05
"2",174796508,174796908,401,"*",3.65526119625429,4.50386929377853,1.32782069951798,2.17383800898416,5.18620715957193e-06,8.34083492645943e-05
"1",40531393,40531793,401,"*",6.3080038355736,5.42134587615822,6.85311661332659,-1.28931315922258,5.22536717342661e-06,8.40021429794944e-05
"4",78534205,78534605,401,"*",7.13706333257022,7.55138369542408,6.55353403615932,0.951420512940095,5.2434267825902e-06,8.4256366727866e-05
"4",41146663,41147063,401,"*",6.07710514379417,6.57901763203615,5.30092420996071,1.16831576831094,5.25924927039493e-06,8.44744400147637e-05
"5",123350908,123351308,401,"*",3.56573104417574,4.39906362511242,1.36947714555525,2.17748984642006,5.28930453719793e-06,8.49208367737285e-05
"5",151684907,151685307,401,"*",6.25082124860729,6.71977151099612,5.55158460256964,1.11147641599353,5.33232088411667e-06,8.55748553862025e-05
"10",77290772,77291172,401,"*",7.10297029655882,7.58070564264506,6.38379361263022,1.08340556881306,5.33620310268482e-06,8.5600364017529e-05
"2",62014162,62014562,401,"*",5.45694692126953,4.05884044333577,6.15345110107276,-1.75663437563245,5.33847316971877e-06,8.5600364017529e-05
"13",94217361,94217761,401,"*",5.99445607462596,6.53249497055838,5.12671064908241,1.25689125767632,5.39511088789728e-06,8.64715743805185e-05
"19",2523561,2523961,401,"*",6.91723770772156,7.35266964065665,6.29060050552146,1.02791729839972,5.44016177537522e-06,8.71564090409282e-05
"7",68108033,68108433,401,"*",6.85225713525089,7.33268257513383,6.12689445637534,1.09610571502287,5.45568694509646e-06,8.73678317827419e-05
"14",58817801,58818201,401,"*",4.78588018497122,5.47735442883453,3.40906186593486,1.66772893209438,5.50579645041407e-06,8.80985686099682e-05
"X",6052247,6052647,401,"*",5.54818627182198,6.09665311203661,4.65244071411505,1.27374161075354,5.50601378935464e-06,8.80985686099682e-05
"1",95087150,95087550,401,"*",5.70487006855452,6.26689291862789,4.77157847470458,1.27298595869968,5.51248229557337e-06,8.81362698433464e-05
"3",112448906,112449306,401,"*",4.73982696635535,5.39019004075415,3.52370046938229,1.58947194773199,5.51306802383556e-06,8.81362698433464e-05
"X",78653184,78653584,401,"*",7.39226418201848,7.75452132612039,6.90740046735943,0.847160185829612,5.52082797066287e-06,8.82227369196088e-05
"15",78075408,78075808,401,"*",4.79597101524826,5.43773009138163,3.61079084188235,1.58697970926493,5.52778964389102e-06,8.82963794075926e-05
"7",76087506,76087906,401,"*",6.69266287162075,7.11594053280736,6.09107749399179,0.939692758640513,5.53504093210309e-06,8.83745833248681e-05
"11",94728545,94728945,401,"*",5.31372345409071,5.93952798913304,4.18376506411993,1.45308346326446,5.54563845197541e-06,8.8506125204836e-05
"4",169251455,169251855,401,"*",5.38971070541478,5.95453095159898,4.44850320785267,1.33871487397443,5.55782339103023e-06,8.86628790199172e-05
"14",71692466,71692866,401,"*",7.13616032861982,6.50591383164976,7.57331772122136,-0.971719097593753,5.58634731707826e-06,8.90800415147018e-05
"8",128556649,128557049,401,"*",5.75082089940568,4.41017676158507,6.43353412189234,-1.58658970664236,5.60524457055522e-06,8.93434076175881e-05
"15",32850221,32850621,401,"*",5.09941418364002,5.71021541277619,4.018999623443,1.52024471660675,5.67827712518707e-06,9.04690598786175e-05
"2",223997902,223998302,401,"*",5.22123567497148,5.82142480195647,4.17456713935836,1.43399526410938,5.68658241572745e-06,9.05629281920669e-05
"20",9241441,9241841,401,"*",7.32061674553281,6.55292108804399,7.81901583024392,-1.16631193586485,5.69860675435156e-06,9.07159202503288e-05
"X",113136855,113137255,401,"*",5.60203127046972,4.32616523432116,6.26835414496525,-1.66422312571426,5.70502001793445e-06,9.07760749483492e-05
"20",8256195,8256595,401,"*",5.47299866757972,3.9524028750481,6.19673899164881,-1.85177137828471,5.70722424250835e-06,9.07760749483492e-05
"9",68500682,68501082,401,"*",6.47964434334589,6.99803737412179,5.66269529227803,1.2102700845792,5.73688045626571e-06,9.1209106609977e-05
"17",71874702,71875102,401,"*",6.76702093024625,6.02988574885193,7.25252043155508,-1.1201989475248,5.75350566932457e-06,9.14346828541835e-05
"3",134462577,134462977,401,"*",4.00626174428435,4.7532006124552,2.37037172044958,1.91517065211672,5.76327461968971e-06,9.1551154532336e-05
"14",34700026,34700426,401,"*",4.3899199492384,5.09866696102537,2.93832094490442,1.71537056332955,5.7675512416182e-06,9.15803174510183e-05
"6",105209786,105210186,401,"*",8.09453693048767,8.40939936972375,7.69119916523812,0.721404596756639,5.77242196991022e-06,9.15809694741791e-05
"10",44935554,44935954,401,"*",8.81878549614547,9.14316531360964,8.39965251096342,0.722235348144616,5.77247388946013e-06,9.15809694741791e-05
"11",96052955,96053355,401,"*",3.92210386141061,4.69369516795143,2.15032903840923,2.00582562955958,5.79204751182154e-06,9.1852668931131e-05
"18",48942527,48942927,401,"*",6.05405874533278,6.54279375928235,5.30934441967214,1.1130289117693,5.80724272282329e-06,9.20547335036133e-05
"7",54960469,54960869,401,"*",6.03818094739337,5.06588473127944,6.61378935877169,-1.37800423518378,5.81073906316316e-06,9.20712586101964e-05
"12",52247153,52247553,401,"*",5.33406007841411,5.92895460574963,4.30384703421251,1.43446378104901,5.82291527605248e-06,9.22252444376384e-05
"12",2824991,2825391,401,"*",3.76443330605873,4.54020211417218,1.96806206217742,2.01615142521244,5.84956577498293e-06,9.26082520857107e-05
"3",61030496,61030896,401,"*",5.02114264332944,5.66473604815254,3.82943569252227,1.52289976905208,5.85500171232228e-06,9.26552168907821e-05
"6",3612445,3612845,401,"*",5.97159417779133,6.4586057137346,5.23092414634756,1.13965190561634,5.88749395298184e-06,9.3130126732644e-05
"17",26940178,26940578,401,"*",5.2085484832682,0.245261825098939,6.1852380563855,-2.64077910294906,5.89889564080703e-06,9.32711602775898e-05
"2",55862669,55863069,401,"*",5.48316324212474,6.0790278877898,4.44995360454686,1.40788408813475,5.96709652219141e-06,9.43008846945729e-05
"2",48694160,48694560,401,"*",7.30557297211044,7.70090920499829,6.75922380777986,0.893840845511688,5.96904669783883e-06,9.43008846945729e-05
"5",131615055,131615455,401,"*",6.49160980887713,6.97380264421496,5.76216212227326,1.12105619863302,5.98542135071165e-06,9.45197788299881e-05
"5",56669741,56670141,401,"*",6.11081248843443,5.01244702295812,6.72712751011548,-1.37867960555225,6.00883792875461e-06,9.48467422298639e-05
"10",76892754,76893154,401,"*",6.79253327009382,7.31320215882916,5.96982541541472,1.20518009341449,6.01222071981422e-06,9.48467422298639e-05
"14",63186441,63186841,401,"*",4.96830673279191,5.63340763619702,3.69712698050844,1.57675327119909,6.01370964965876e-06,9.48467422298639e-05
"16",62258966,62259366,401,"*",7.12702587991402,7.57268568449745,6.47879701387283,1.01069561217286,6.0459741755319e-06,9.53155449748456e-05
"12",119715215,119715615,401,"*",4.05129138597188,4.80687084914915,2.36947714555525,1.88826446071558,6.06773719411411e-06,9.56184658800317e-05
"3",129829632,129830032,401,"*",5.27649763398794,5.84726961334111,4.3182504611938,1.32760410213502,6.07603000372082e-06,9.57089512047057e-05
"X",39908168,39908568,401,"*",8.01892523401497,8.39191781929544,7.51454602326372,0.854457862109552,6.08464765084249e-06,9.58044752443395e-05
"X",120749367,120749767,401,"*",5.34170355101692,6.01555674190107,4.03652802151543,1.62853390913833,6.09969428779862e-06,9.60011029247031e-05
"12",95766401,95766801,401,"*",5.52273410184506,6.06953168246527,4.63152108277613,1.31215147008956,6.10752839952044e-06,9.60835453051483e-05
"22",18157308,18157708,401,"*",7.31130679046223,7.67330745803098,6.82690433856097,0.808177702138325,6.110054078998e-06,9.60835453051483e-05
"8",107253477,107253877,401,"*",5.69363845796307,4.46731773632723,6.34678465538233,-1.58992577817363,6.13015790763015e-06,9.63593024097992e-05
"9",115605151,115605551,401,"*",6.17499498711759,5.11324229481754,6.77996797809652,-1.47764322062569,6.13696793879437e-06,9.6425952274499e-05
"14",59275717,59276117,401,"*",5.88075846705931,6.38651722532317,5.09520681351824,1.1834256084881,6.14554509885229e-06,9.65203003993457e-05
"10",76786682,76787082,401,"*",6.65344188134489,7.0980719173248,6.00740858614125,0.989479842999479,6.156811102456e-06,9.66567821653772e-05
"10",62095469,62095869,401,"*",6.69643150131475,7.16320268544383,6.00207990180917,1.09130295946513,6.1749052553301e-06,9.69003011648852e-05
"13",109181103,109181503,401,"*",5.63327739539971,6.17412972189358,4.75805081713858,1.2949746080684,6.18689039314088e-06,9.70477903181601e-05
"12",26633831,26634231,401,"*",3.90416921006981,4.70553536434574,1.94540862446449,2.02384209634067,6.20349336320682e-06,9.72675614211798e-05
"11",92707167,92707567,401,"*",5.17952148079641,3.0139063825572,6.00905683502452,-2.15379654708848,6.21220603218701e-06,9.73634847676228e-05
"2",220959455,220959855,401,"*",6.0928707081922,5.09251911824369,6.67795038652461,-1.33944093530003,6.22249393962406e-06,9.74813495237246e-05
"11",94557485,94557885,401,"*",3.7593875533773,4.58376716286153,1.63423390688014,2.0869943226953,6.22700193112161e-06,9.74813495237246e-05
"19",27740256,27740656,401,"*",6.13356300266894,5.03406181859538,6.75022386615632,-1.54119017947348,6.22752045010442e-06,9.74813495237246e-05
"10",78248612,78249012,401,"*",5.91891158013785,6.42408953286805,5.13478046397739,1.14435856382172,6.24026026443915e-06,9.76400356055135e-05
"18",21682469,21682869,401,"*",6.31865948721587,6.78961728311961,5.61490111026709,1.08635300354363,6.26346132105729e-06,9.79622060139185e-05
"17",48472707,48473107,401,"*",5.59660332663081,6.15091519183275,4.68483167738227,1.29667958375984,6.29881032835653e-06,9.84740259709439e-05
"15",57328020,57328420,401,"*",4.81042497444297,5.46951902669342,3.56200621725911,1.59356132903962,6.30519884038013e-06,9.85328470178687e-05
"1",210882770,210883170,401,"*",5.97577549946305,6.48788269628781,5.17456713935836,1.2111219913873,6.30844584521424e-06,9.85425464439148e-05
"19",46107356,46107756,401,"*",5.61386291920946,4.31564740644442,6.28594527632674,-1.60652394715683,6.31436015280671e-06,9.85938856818396e-05
"3",194132442,194132842,401,"*",6.07265346432109,6.56238146158296,5.32560165574397,1.11102858955962,6.32983594373049e-06,9.87944153264192e-05
"5",56347193,56347593,401,"*",6.0291554540177,6.5649674661507,5.16729385368484,1.25205070075057,6.34289167553097e-06,9.89570222692713e-05
"1",93605827,93606227,401,"*",5.50427017890519,6.06358653082685,4.57858167361464,1.28586791913567,6.36491631746802e-06,9.9259362073033e-05
"18",44564935,44565335,401,"*",6.59739589888922,5.68695343159869,7.15122634660657,-1.25245767679394,6.403327731288e-06,9.98168923164341e-05
"10",34124723,34125123,401,"*",5.81942360040069,6.30667869331096,5.07818302111531,1.16148481252603,6.42239440101648e-06,0.000100072533355706
"10",110326440,110326840,401,"*",5.95645407530122,6.46337800430153,5.16804668689467,1.15869080297965,6.45044255837915e-06,0.000100467851902426
"2",190837402,190837802,401,"*",6.96731365067535,7.36338052862982,6.41956004580463,0.911706509452036,6.46660308282255e-06,0.000100677765257504
"9",62814329,62814729,401,"*",5.75659342974704,6.28221430086223,4.92124337093546,1.27305457225406,6.47582435484572e-06,0.000100743145373926
"1",10510534,10510934,401,"*",5.81365552065873,6.32225006257888,5.02113967160582,1.1983718214369,6.47617245387673e-06,0.000100743145373926
"13",73056095,73056495,401,"*",4.50883444904738,5.19714993177903,3.14518884612856,1.67754028837288,6.50333707478215e-06,0.000101123792118898
