"seqnames","start","end","width","strand","Conc","Conc_TES","Conc_TEAD1","Fold","p.value","FDR"
"1",212596287,212596687,401,"*",6.20413917562772,4.75456881836598,6.91243198306698,-2.02537321471069,1.07242847224563e-15,2.35181154011843e-14
"18",2988040,2988440,401,"*",6.37726638880649,4.91807683531712,7.08770597384031,-2.13315422229022,1.0974647337834e-15,2.40536417087227e-14
"3",120498948,120499348,401,"*",5.84833315690277,4.12218873579166,6.61194983036529,-2.29912338916662,1.10499727545281e-15,2.42051451443886e-14
"20",53331445,53331845,401,"*",6.26050065147431,4.77122550425816,6.97754292017353,-2.03513578877547,1.11972238961187e-15,2.45139447439705e-14
"11",35622104,35622504,401,"*",5.81911092799601,4.24469093679218,6.5539587438917,-2.25352790283037,1.1349340928425e-15,2.48330450191183e-14
"19",50864060,50864460,401,"*",4.74245452125006,1.50934408842554,5.66362435907958,-3.73894648381536,1.16036231812523e-15,2.53658882595329e-14
"16",57842299,57842699,401,"*",7.2122516587987,6.19954712536384,7.8014242633672,-1.5978146673669,1.16058604922571e-15,2.53658882595329e-14
"7",115097232,115097632,401,"*",6.96350754656126,5.93445920944108,7.55802429058517,-1.6257539853308,1.17723768234042e-15,2.5715429731482e-14
"8",32334368,32334768,401,"*",5.82474660598735,4.28954812160197,6.55155004456881,-2.16615405809916,1.19362072548257e-15,2.60587164536981e-14
"13",27599919,27600319,401,"*",5.23586312148707,2.6701496927598,6.10856952117484,-2.9072544416298,1.21434916939027e-15,2.64964336652594e-14
"20",11144131,11144531,401,"*",5.51624924451966,3.48001044710223,6.32870762168827,-2.60040032905578,1.23220825930803e-15,2.68710890514464e-14
"6",127342292,127342692,401,"*",7.10231964887083,5.70669248396522,7.79824272795348,-1.99213530378466,1.25032044640048e-15,2.72508423368189e-14
"6",12573199,12573599,401,"*",5.40855649283238,3.50723821509319,6.2012464221707,-2.56125640672194,1.29802517586337e-15,2.82747838949925e-14
"9",33946782,33947182,401,"*",6.21026080832521,4.67036983556841,6.93804062878241,-2.08415108397187,1.29965457120347e-15,2.82861989727591e-14
"2",239195413,239195813,401,"*",6.48864629747681,5.07964967970061,7.18768836658018,-1.95034610476637,1.29999848743768e-15,2.82861989727591e-14
"2",12534454,12534854,401,"*",5.65037876979449,3.63190369026191,6.46035378086064,-2.5328182886954,1.31014546169636e-15,2.84885938544339e-14
"22",37497113,37497513,401,"*",6.94542853238702,5.66638716723122,7.61257655053288,-1.92401765166684,1.31075994780487e-15,2.84885938544339e-14
"1",93738299,93738699,401,"*",6.07949634029718,4.57248516213593,6.80035319694784,-2.13374539010296,1.32536345584496e-15,2.87899624367879e-14
"17",43732958,43733358,401,"*",4.93549525853209,2.08311452406177,5.83198606536536,-3.33198424836735,1.34920725318826e-15,2.92916046319265e-14
"16",66079756,66080156,401,"*",6.92088458867311,5.42477978355944,7.63940250118804,-2.08125241097661,1.35007767718631e-15,2.92942090766914e-14
"2",69358774,69359174,401,"*",6.04069737366575,4.54959797718772,6.75813462905045,-2.10787594584116,1.38674084060801e-15,3.0073015951741e-14
"22",24289066,24289466,401,"*",5.83889843220846,3.81996430869674,6.64893805735393,-2.65408802806274,1.39845198912827e-15,3.03101462496514e-14
"4",134544311,134544711,401,"*",7.58344517100466,8.2545815776981,6.2889303901819,1.98809737792619,1.41192762871767e-15,3.05852358418392e-14
"2",3470275,3470675,401,"*",6.15078573908067,4.71382740134665,6.85623715959569,-2.11207945977279,1.41470008416361e-15,3.06282960539803e-14
"12",14841810,14842210,401,"*",5.17393817464,3.00633983030678,6.00372207705251,-2.96611397345485,1.44356774543019e-15,3.12359572854033e-14
"5",14055374,14055774,401,"*",5.06472391109799,2.28265421215598,5.95584520990173,-3.48570723031109,1.44858430594365e-15,3.1327140378122e-14
"17",61201198,61201598,401,"*",4.89556500758568,1.92916850686314,5.80018729394645,-3.22617953102829,1.45832691339491e-15,3.15203715749559e-14
"8",121089289,121089689,401,"*",7.31666985162703,6.17629012156435,7.94554592715845,-1.64087688113597,1.47821860193182e-15,3.1932630396463e-14
"7",112001117,112001517,401,"*",6.14774365374449,4.82221178355587,6.82671509786858,-2.03776059527812,1.4870836252945e-15,3.21063657706697e-14
"8",32309858,32310258,401,"*",6.99757609766166,6.03427494020774,7.57009522549048,-1.54618592412612,1.51194459274256e-15,3.26173798572804e-14
"7",69814310,69814710,401,"*",7.11623849286795,6.14920429892623,7.69004284534015,-1.50167438058206,1.51301802423863e-15,3.26173798572804e-14
"2",38468075,38468475,401,"*",5.87386072775648,4.18509473956048,6.63071994592515,-2.35031042909529,1.51325925250506e-15,3.26173798572804e-14
"X",3609783,3610183,401,"*",4.93786332351925,2.27763623979845,5.8189839054392,-3.14172487550594,1.51946319833223e-15,3.27330275645136e-14
"2",74719073,74719473,401,"*",7.03152151067688,7.80099030864506,5.27205802297186,2.47681565339597,1.52151283008482e-15,3.27591027701936e-14
"15",69853565,69853965,401,"*",7.42682425287748,6.21329006312825,8.07647559856865,-1.72637681319159,1.52891264640226e-15,3.29002784742626e-14
"2",7165734,7166134,401,"*",5.13169583227857,2.67951355533547,5.99346536684402,-2.92387837511735,1.55573660548897e-15,3.34590514574447e-14
"7",7732658,7733058,401,"*",5.26592186240552,3.05799065595618,6.10067800281301,-2.8732340056118,1.56658676871394e-15,3.36738516061392e-14
"12",67910625,67911025,401,"*",5.64841306130593,3.80466508762886,6.4319978850354,-2.65316126112161,1.58259527887257e-15,3.39992331925101e-14
"1",192709542,192709942,401,"*",6.52928175641218,5.25677156361652,7.19473008746299,-1.79660093865643,1.58438443732543e-15,3.40189474757966e-14
"7",106718218,106718618,401,"*",6.38715911587479,4.55765002051273,7.16842620592092,-2.33310980227232,1.59222956565448e-15,3.41685987329976e-14
"1",230849453,230849853,401,"*",7.37026046974876,6.46002390912949,7.92401628589677,-1.44695781281887,1.64107624488086e-15,3.51974786917167e-14
"5",175922195,175922595,401,"*",4.962866093131,2.73223206752924,5.80035319694784,-3.18693812118984,1.65890160157241e-15,3.55602548145958e-14
"X",23804091,23804491,401,"*",7.11511876925263,5.83332932295313,7.78297906189824,-1.83081115199446,1.66119344904614e-15,3.55898387944654e-14
"15",39657731,39658131,401,"*",5.69533977376589,3.51135514673021,6.52716263052724,-2.87542703511126,1.73074538866153e-15,3.70595975021409e-14
"11",126410603,126411003,401,"*",5.49481441528638,3.48403872787698,6.30370217201958,-2.46339427507984,1.74237040722817e-15,3.72880640603901e-14
"8",38839494,38839894,401,"*",5.92980831257209,4.3839905916515,6.65881586334773,-2.28088344375786,1.75161790659506e-15,3.74654273884593e-14
"8",127969383,127969783,401,"*",7.42842845859702,6.29071866315604,8.05652034374224,-1.62945627434112,1.76189281587412e-15,3.76645597303649e-14
"9",94675414,94675814,401,"*",5.13592539096816,2.95252959558117,5.96767542914679,-2.89642026982538,1.76582559935288e-15,3.77279705915378e-14
"6",31401394,31401794,401,"*",6.50409499705436,5.18458216105236,7.18156245512622,-1.92214773326306,1.80029112856344e-15,3.84433064570425e-14
"8",130268963,130269363,401,"*",6.9815330082546,5.68968935721019,7.65198474671769,-1.81838665882728,1.81691743903644e-15,3.87771307997744e-14
"4",121690582,121690982,401,"*",5.39229326440868,3.30117291993663,6.21220798602654,-2.68763705808042,1.85610423162509e-15,3.95918189516314e-14
"5",32790422,32790822,401,"*",6.51945172522799,5.02299827357854,7.23804474012425,-1.99805138191968,1.93058326773087e-15,4.11580108442788e-14
"5",10856902,10857302,401,"*",6.57695662830835,5.02998880709345,7.30620171879473,-2.02323979692605,1.94820639988287e-15,4.15110462988143e-14
"14",33679570,33679970,401,"*",6.2915648945264,4.36024131468252,7.08883648023853,-2.57372216122839,1.95137522662258e-15,4.15558821446877e-14
"16",30741424,30741824,401,"*",5.8609774521765,4.1382042912648,6.62399309378869,-2.17906953555982,1.96122460127724e-15,4.17428584028664e-14
"20",4512893,4513293,401,"*",5.8957600329948,4.37410249661279,6.61972433939026,-2.28738875095161,2.05035961195191e-15,4.3616232944165e-14
"13",63184707,63185107,401,"*",4.98359107360458,2.32767753326126,5.8643405584194,-3.16203913171062,2.10639612894426e-15,4.47838632316663e-14
"13",46804305,46804705,401,"*",5.30120250361102,3.46266134702049,6.08394287065621,-2.6446026960943,2.15104638314653e-15,4.57082719467201e-14
"7",149055204,149055604,401,"*",5.14712280157419,3.15771286406562,5.95295849174111,-2.74289248532922,2.17120818483564e-15,4.61115949374642e-14
"2",67974749,67975149,401,"*",7.76840474049884,8.39393499845603,6.63937221236941,1.6919215759819,2.19895241471738e-15,4.66754255076089e-14
"22",45604232,45604632,401,"*",5.11720841170857,2.89134975009239,5.95412506917028,-3.02744360340102,2.21792336961982e-15,4.7052521050603e-14
"13",45658833,45659233,401,"*",5.65392749466429,2.91534261351267,6.54158397932341,-3.19682665259917,2.22549827135269e-15,4.71875746997567e-14
"6",139577954,139578354,401,"*",5.10651921636522,2.85900598920385,5.94600579678707,-2.81931644626005,2.23299152336862e-15,4.73207514194864e-14
"14",71118305,71118705,401,"*",4.95413880734899,2.58888024614589,5.80687084914915,-3.13633077070134,2.23969950233661e-15,4.74371514236081e-14
"8",116890305,116890705,401,"*",5.25301285733008,2.8169150979281,6.11315505577172,-2.93227172742266,2.24148579071544e-15,4.74492396098575e-14
"1",7220027,7220427,401,"*",6.29402796369821,4.92977221189478,6.9824905489152,-2.06191891149489,2.2535932463848e-15,4.7679681502781e-14
"7",112008949,112009349,401,"*",7.12182479385923,7.91567615069009,5.21296813047577,2.61219497760868,2.31429847957968e-15,4.89375087488586e-14
"15",32824732,32825132,401,"*",5.51646709201412,3.67498551043091,6.29968478099239,-2.36984588907902,2.33625382138214e-15,4.93750232364114e-14
"2",174442818,174443218,401,"*",5.42388532145179,3.24075157574493,6.25560294219763,-2.70440450946527,2.43891908621307e-15,5.151688665061e-14
"10",84825307,84825707,401,"*",6.59431093691391,5.26627678335765,7.27390532721132,-1.90920296448754,2.47917131224138e-15,5.23388059347443e-14
"7",131827042,131827442,401,"*",6.23600542841581,4.71881719315006,6.9590255542424,-2.09992572786426,2.49175918722186e-15,5.25761188503813e-14
"5",68754592,68754992,401,"*",6.99037295831714,7.9298460685886,3.38516897308728,4.05845797319125,2.53464896191968e-15,5.34522000154159e-14
"6",105676083,105676483,401,"*",7.90364268154307,8.49416386149584,6.88683697184574,1.5897724342769,2.53727516942149e-15,5.34574567399656e-14
"6",127366332,127366732,401,"*",6.7176473820428,5.61274237964814,7.33594892752922,-1.66574567109164,2.53763718045744e-15,5.34574567399656e-14
"12",68497694,68498094,401,"*",6.85336941168902,5.59915562865357,7.51400421661861,-1.82057527808346,2.55868551539217e-15,5.38717848399856e-14
"2",234587340,234587740,401,"*",7.04277267343163,5.63051208233145,7.74257080684135,-1.95232201509032,2.58537822876526e-15,5.44044415956076e-14
"2",203340787,203341187,401,"*",6.47275487325234,4.70855494102463,7.24304276188797,-2.26630644511022,2.64648239849502e-15,5.56602588498132e-14
"8",29682719,29683119,401,"*",5.54954054022024,3.8299906367035,6.31197998620612,-2.37400308029565,2.65229441147442e-15,5.57524568400129e-14
"7",43522545,43522945,401,"*",5.47141879465186,3.6641123351445,6.24901829606543,-2.5899747177204,2.79329772344902e-15,5.86848098142262e-14
"15",31024398,31024798,401,"*",6.12468301476886,4.05989162798608,6.94106081037669,-2.53781649417367,2.90235378535602e-15,6.09431845139172e-14
"8",125637395,125637795,401,"*",5.80207798217601,3.9538619280492,6.58638463438576,-2.39256490473506,2.99180914920134e-15,6.27877796446635e-14
"14",89631074,89631474,401,"*",6.8246856906557,5.53568766183359,7.49440628011164,-1.90239187518456,2.99915272857767e-15,6.29080745620791e-14
"11",106391938,106392338,401,"*",5.75240062322655,3.89061346133515,6.53888387377994,-2.39201740334884,3.01421565117937e-15,6.31900687130971e-14
"15",80377601,80378001,401,"*",5.12717508273096,2.85332300599642,5.96972995733505,-2.82563787953771,3.02489274810781e-15,6.33798649610244e-14
"7",38929787,38930187,401,"*",5.71730648903029,3.77861474956466,6.51568646997097,-2.62128637893896,3.04125409729037e-15,6.3688494467666e-14
"1",14511298,14511698,401,"*",6.2511470952222,4.33666172924312,7.04586110347325,-2.3891133746704,3.05708819440844e-15,6.3985757463128e-14
"9",134662096,134662496,401,"*",5.30603214996093,3.34487101011737,6.10775231464281,-2.77840456153282,3.08863945724328e-15,6.4611490468109e-14
"17",61771244,61771644,401,"*",5.44238502408576,2.92078691990309,6.31095331779804,-2.96120017199138,3.13950646672301e-15,6.56404043537937e-14
"11",120055662,120056062,401,"*",5.94848480373466,3.91993388945229,6.75987269181432,-2.48421211356451,3.1646848497735e-15,6.61314095882808e-14
"12",50186810,50187210,401,"*",5.18368062533823,2.84188943716922,6.03386775525131,-2.95477150133665,3.24384410085147e-15,6.77493068361354e-14
"1",67791825,67792225,401,"*",7.03267137284006,5.66337920694868,7.72234525737084,-1.99315299431383,3.26668286160509e-15,6.81898211244678e-14
"17",6003203,6003603,401,"*",4.83656685256522,2.15750348331615,5.71929389300179,-3.1713024200252,3.27180352636098e-15,6.82602087928919e-14
"4",153433033,153433433,401,"*",5.82533571652702,4.19013748510879,6.57214190730622,-2.22248989291362,3.30163704203506e-15,6.88458343674351e-14
"12",119916020,119916420,401,"*",4.87576781714964,1.50277988421465,5.80440518300912,-3.58221887848967,3.36599547470153e-15,7.01503648451544e-14
"10",9188398,9188798,401,"*",6.2987105219729,4.8406681511319,7.00889500128722,-2.04244377072179,3.37774315491278e-15,7.03576328986235e-14
"10",112811894,112812294,401,"*",7.97591932401802,7.10192078433158,8.51631119896459,-1.38860378745978,3.43514103959606e-15,7.15150562563371e-14
"5",17000312,17000712,401,"*",7.75360827690332,6.75643126392859,8.3376285530875,-1.56729112523535,3.4571911323262e-15,7.19357440566915e-14
"3",188046648,188047048,401,"*",5.44525365688892,3.65908217202124,6.2193002240149,-2.62991151967237,3.476991911113e-15,7.23092057806584e-14
"6",2157674,2158074,401,"*",6.3956570379996,4.97452282581857,7.09750003858165,-2.04268151985427,3.48923559315591e-15,7.25251924274979e-14
"14",61168082,61168482,401,"*",5.22848195998863,2.73195085799355,6.09463644799868,-3.07581381441563,3.56534563078451e-15,7.40677310791236e-14
"10",44569564,44569964,401,"*",5.3526133036356,3.64361951167675,6.11315505577172,-2.62588286793189,3.58111692769605e-15,7.43557974854337e-14
"4",74838743,74839143,401,"*",5.22230617280433,3.18633142293272,6.03472789067879,-2.69280017325039,3.65942524732077e-15,7.5941342120769e-14
"6",63844276,63844676,401,"*",6.77590781000385,5.54999863367164,7.42894213565164,-1.73469856267984,3.80692503923442e-15,7.89603182287544e-14
"9",112203465,112203865,401,"*",5.96741643795592,4.35185279325382,6.7104251347963,-2.16673444735145,3.82926758841956e-15,7.93815508836737e-14
"2",150626939,150627339,401,"*",6.44142606173089,5.15739531089569,7.10986601428086,-1.82747487794871,3.90084644790431e-15,8.08224740413719e-14
"2",44268041,44268441,401,"*",7.07324150391172,5.7194817803773,7.75916277461425,-1.93646589550471,3.90367039663008e-15,8.08380763567401e-14
"10",29807457,29807857,401,"*",5.96379771930285,4.37590557669207,6.70134852862554,-2.18746197501472,4.18971174136966e-15,8.67154813490798e-14
"16",79728342,79728742,401,"*",5.66002744124143,3.84098844241582,6.43957319920869,-2.30726680270209,4.25654325342039e-15,8.8052022203108e-14
"11",122711724,122712124,401,"*",6.67851245605156,5.56508404356235,7.2993856235252,-1.71805398420093,4.34674155008605e-15,8.9870262927759e-14
"2",226652369,226652769,401,"*",6.2416435674759,4.21743202758901,7.05242434884006,-2.5533531539511,4.37865721620946e-15,9.04822045710621e-14
"1",63731533,63731933,401,"*",5.94367874000374,4.18109200691503,6.71368800632633,-2.39808310318223,4.4239818125366e-15,9.13704391811462e-14
"5",157710816,157711216,401,"*",5.83017602997618,4.00109286492157,6.61137337853457,-2.50394951067926,4.44717095833372e-15,9.18008029394801e-14
"18",54023404,54023804,401,"*",4.78287698316745,1.65244653023807,5.69805759783376,-3.40462857992247,4.50803821959244e-15,9.30080718296993e-14
"1",220808470,220808870,401,"*",7.50097198663076,6.59719958836284,8.05237744666595,-1.40498796478342,4.56754625891352e-15,9.418603709281e-14
"15",52857854,52858254,401,"*",5.31407639687415,3.20674068697165,6.13613330375106,-2.6323155852932,4.61009349095986e-15,9.50131992711817e-14
"7",134742256,134742656,401,"*",6.47573229464187,5.20752997260089,7.14005421410288,-1.86195429515538,4.6695156705109e-15,9.61870945637958e-14
"11",63608426,63608826,401,"*",5.23449529713067,2.89186998825672,6.08477367190328,-2.93051129180958,4.69081956259137e-15,9.65709136332135e-14
"2",127193897,127194297,401,"*",5.29884086371424,3.06983841199102,6.13613330375106,-2.76800800658564,4.69309653291164e-15,9.65709136332135e-14
"3",133742479,133742879,401,"*",5.2031238915213,3.26564011895862,6.00132260349478,-2.63215539404471,4.70617119938922e-15,9.67889319115692e-14
"14",22982538,22982938,401,"*",5.59623360942036,3.68401779599258,6.39060025440004,-2.78030904601836,4.73481503452362e-15,9.73267534874301e-14
"6",12637900,12638300,401,"*",5.43921948556118,3.66498351623593,6.21123256053204,-2.43727910212295,4.76264493538734e-15,9.78472868699183e-14
"15",42890496,42890896,401,"*",6.29262486088641,4.4994992463699,7.06784718371229,-2.32146322450554,4.78821552940156e-15,9.83208801631719e-14
"2",203684783,203685183,401,"*",5.6474087668211,3.66173573614094,6.45270531492144,-2.70310027964382,4.85372102478552e-15,9.96135647752381e-14
"22",28116336,28116736,401,"*",7.36586201902983,6.4504380357666,7.92149362035344,-1.44153010361696,4.90997319705164e-15,1.00715083419291e-13
"2",102114296,102114696,401,"*",5.03245932424006,2.33917074762568,5.91638457524411,-2.9893468795938,5.16279409053303e-15,1.05845413510482e-13
"1",58664971,58665371,401,"*",4.88891440303376,1.8644101315013,5.79742391273493,-3.2753544348199,5.18573611185581e-15,1.06259952297266e-13
"5",53438906,53439306,401,"*",7.12384050139202,7.88062532474426,5.43547972028353,2.31434514070305,5.21780102766106e-15,1.06860893554433e-13
"11",121389599,121389999,401,"*",5.66021423248654,3.79336505493131,6.44750329122705,-2.33775705156327,5.30687664851362e-15,1.08628175130954e-13
"2",170525472,170525872,401,"*",6.73403544532191,5.6404722632189,7.34888417245241,-1.62950236633777,5.32564355385291e-15,1.08955186648138e-13
"2",190545760,190546160,401,"*",6.24816662491733,4.6773243336805,6.98229151712731,-2.14316263178335,5.55209895897766e-15,1.13528644768828e-13
"11",2533747,2534147,401,"*",6.17209990429209,4.8448863719414,6.85149014873197,-1.98926850024805,5.56307952863935e-15,1.1369361748714e-13
"9",80649018,80649418,401,"*",4.56866813863646,1.33803809914891,5.48969854783602,-3.50647473291055,5.60582446730637e-15,1.14507251743226e-13
"6",131954659,131955059,401,"*",5.30641524752808,3.05010138572688,6.14693400721617,-2.81686464752261,5.70049023567322e-15,1.16380039931749e-13
"15",63042441,63042841,401,"*",6.92525731016378,5.76022626724839,7.56128590224072,-1.87737449698931,5.81138795112992e-15,1.1858208503521e-13
"2",160582787,160583187,401,"*",5.80783058780816,3.78092157723737,6.6189890076335,-2.48597672298851,5.9325646560414e-15,1.20991463609496e-13
"3",171876741,171877141,401,"*",5.44420609538267,3.51608864991932,6.24099334337917,-2.64517115295244,5.99752860443651e-15,1.22252495600094e-13
"10",73999460,73999860,401,"*",7.09556834753182,5.89858245088399,7.74063762971057,-1.78710325009487,6.04144924461288e-15,1.23083492308697e-13
"8",32271360,32271760,401,"*",5.11656666332128,3.13255965688235,5.9216223302818,-2.88181891379306,6.13418242119197e-15,1.2490756954159e-13
"10",79151668,79152068,401,"*",7.00702804567629,5.73833851415494,7.6714775724107,-1.80825451872582,6.16707263245485e-15,1.25511824925899e-13
"1",95087150,95087550,401,"*",5.44038665480258,3.29869811505946,6.26689291862789,-2.59908069828516,6.1717743405322e-15,1.25542059084249e-13
"12",96136115,96136515,401,"*",6.74508617303818,5.32285758872795,7.44718029442588,-1.9520262767895,6.52651947324148e-15,1.32688899811449e-13
"11",17683432,17683832,401,"*",5.61423719704071,3.9433223259306,6.36779541737395,-2.25687153457779,6.8189469162855e-15,1.38561995251017e-13
"5",127941649,127942049,401,"*",7.32056112308872,8.06539951922908,5.69557699207461,2.24912516371855,6.88310094711082e-15,1.39792843637082e-13
"2",3571259,3571659,401,"*",4.82887074406573,1.35422410608465,5.76247708586239,-3.66883883402288,6.93246796809459e-15,1.40722250199986e-13
"14",53567359,53567759,401,"*",5.79156806268193,4.0862151180976,6.55145148215665,-2.2027723899739,6.95143673409422e-15,1.41033956816719e-13
"17",71412803,71413203,401,"*",5.04634008092826,2.5947557105919,5.90804947963718,-3.19017088023899,7.09400296258873e-15,1.43851639295923e-13
"4",157115955,157116355,401,"*",4.63300010248559,1.58608910386804,5.54296452214102,-3.9356660208428,7.11316925875134e-15,1.44165400838712e-13
"3",192091832,192092232,401,"*",5.36993151924806,3.30117291993663,6.18684695192787,-2.65875680555569,7.20160883895369e-15,1.45882097056854e-13
"5",4995014,4995414,401,"*",6.33901987697443,4.90839334919057,7.04303326705067,-1.92887885425789,7.30122301657611e-15,1.47823257495876e-13
"X",46165382,46165782,401,"*",5.55893669953237,3.64809789442044,6.3530922810284,-2.49063018996235,7.38200839811743e-15,1.49381388191039e-13
"2",30274696,30275096,401,"*",6.5985419288068,5.00022765564939,7.33816311317636,-2.1860999111072,7.4329147584248e-15,1.50333589427519e-13
"11",69251935,69252335,401,"*",6.62392381300918,5.59806739302653,7.21740315648256,-1.64710398612908,7.96967434486822e-15,1.61106285889141e-13
"1",178608901,178609301,401,"*",5.97192785702194,4.44328340018687,6.69736113681842,-2.20941106253372,8.10999609183397e-15,1.63858021451728e-13
"11",86916240,86916640,401,"*",5.90495750437857,4.37518738327017,6.63062664670442,-2.19766724607374,8.12674074384112e-15,1.64111394172705e-13
"2",103789318,103789718,401,"*",5.36130324355496,3.4120909426331,6.16125459701184,-2.58034498380571,8.32559899752601e-15,1.68040205206012e-13
"3",38722757,38723157,401,"*",5.16099945553392,2.26644275206316,6.06057874162754,-3.24974108660913,8.47247300312934e-15,1.70916270634188e-13
"10",60414801,60415201,401,"*",6.09087580374822,4.52740451221935,6.82350446982419,-2.0951468783401,8.55786282058343e-15,1.72549677273489e-13
"2",201854449,201854849,401,"*",5.03532234889223,2.8139834732492,5.87169713940922,-3.08948043828252,8.70866071201023e-15,1.75499520337284e-13
"17",37824899,37825299,401,"*",6.63336949712051,5.14360150487465,7.35051853659835,-2.00355417566628,8.91493107358021e-15,1.79563640070796e-13
"4",76987276,76987676,401,"*",5.46988941761076,3.01098845140051,6.33233281788138,-2.81354522516654,9.11840462463435e-15,1.83567263807428e-13
"8",96939658,96940058,401,"*",6.48049795546091,4.98937695127793,7.1979398857088,-2.07665150821384,9.2228037519461e-15,1.85573270338771e-13
"8",54826147,54826547,401,"*",5.42744624262255,3.5998946276394,6.20839261830665,-2.48511582231849,9.34739979852291e-15,1.87983385438095e-13
"17",1779721,1780121,401,"*",6.56115223195017,5.06100538509589,7.28053949279576,-2.1555888708327,9.3627139754513e-15,1.88194407843327e-13
"6",3075287,3075687,401,"*",6.94281567562963,5.43488175434908,7.66386943748408,-2.10092248843011,9.55411777580984e-15,1.91942865351898e-13
"2",219965527,219965927,401,"*",5.86549176001925,4.13491088500092,6.62989685223583,-2.24275325881272,9.72270275173297e-15,1.9522927053184e-13
"18",45255466,45255866,401,"*",4.8184358233952,2.49285523086098,5.66683799280187,-3.20565024606667,9.94121043432909e-15,1.99514215580481e-13
"20",61556092,61556492,401,"*",7.97534974299698,6.99099515100203,8.55505917525598,-1.51106176821462,1.00146023701435e-14,2.00883866145197e-13
"22",30830823,30831223,401,"*",5.42892986244093,3.65938775139171,6.20013781762809,-2.4411266674359,1.00670946501008e-14,2.01833096901224e-13
"12",123126475,123126875,401,"*",7.21575390235674,6.28098867824919,7.77829909283648,-1.49985149837724,1.008260836083e-14,2.02040357990246e-13
"11",94728545,94728945,401,"*",5.04985230020123,2.28609792335127,5.93952798913304,-3.16588122559113,1.0319660243781e-14,2.06684421557717e-13
"7",72619904,72620304,401,"*",5.92774492659,4.47749627471756,6.63618968793461,-2.11197385093858,1.05626581198914e-14,2.11442748569211e-13
"7",67937800,67938200,401,"*",8.20065234825146,6.59463170363323,8.94179293610206,-2.2016252367477,1.06225633992087e-14,2.12532938128197e-13
"5",56290749,56291149,401,"*",6.84238195663887,7.77516202633848,3.38516897308728,3.95412784128883,1.07667313871518e-14,2.15307049025343e-13
"17",59786513,59786913,401,"*",7.23730030672496,6.1654739958014,7.84543164777502,-1.64565712249209,1.11227827760951e-14,2.22313274790001e-13
"12",121190440,121190840,401,"*",6.00780421474564,4.26534223683294,6.77430674119357,-2.45046890395579,1.1228015198045e-14,2.24301726333515e-13
"2",105553547,105553947,401,"*",4.63391319449543,0.585466653376954,5.58964553008266,-4.0691116947256,1.1365790657499e-14,2.26937922412006e-13
"8",129273420,129273820,401,"*",6.76580777904011,7.63823480801439,4.20311952821918,3.23703916035913,1.14866770128134e-14,2.29234374844156e-13
"13",60591387,60591787,401,"*",6.89231243688802,7.70907361681578,4.8246933330986,2.80977051619534,1.15050991711999e-14,2.29484693994782e-13
"14",64438352,64438752,401,"*",6.4030612021205,5.18376549900311,7.05429218428895,-1.78130653832755,1.15344961188797e-14,2.29953552604938e-13
"3",169528195,169528595,401,"*",4.89503816360684,2.0844659798711,5.78837014443943,-3.3211023356452,1.20059231094014e-14,2.39229815505607e-13
"15",80550258,80550658,401,"*",4.91605854446868,2.18491189832899,5.80311097836698,-3.25131284741083,1.20961926102932e-14,2.40905550276936e-13
"1",170807480,170807880,401,"*",5.05491656137749,2.68592253481846,5.90804947963718,-2.82533086843923,1.21062728103275e-14,2.40983354998029e-13
"16",11782766,11783166,401,"*",5.15292144575472,2.89515008900352,5.9936104693378,-3.01529966325772,1.22808951655352e-14,2.44334731287801e-13
"10",117980265,117980665,401,"*",6.68157718978896,5.48532685278095,7.32644123970344,-1.75929438968657,1.24577131097104e-14,2.47726353152086e-13
"10",126148230,126148630,401,"*",7.38329312131957,8.07677193364726,5.99803737412179,1.98946702279461,1.24674360808693e-14,2.47793466098134e-13
"9",34084581,34084981,401,"*",5.24177891845261,2.85643385978185,6.09665311203661,-2.83238298952363,1.25916181197687e-14,2.50134256134947e-13
"6",134774272,134774672,401,"*",6.62416035595527,5.4230736531105,7.27037137608207,-1.7400686270441,1.27963475330309e-14,2.54071935885993e-13
"1",118423342,118423742,401,"*",5.54364711498575,3.85371933857486,6.30071949696826,-2.27234773823974,1.29579013245979e-14,2.57079252834927e-13
"11",127651210,127651610,401,"*",6.26366601007153,4.17209997611002,7.08363997611873,-2.56935204109791,1.29609829532249e-14,2.57079252834927e-13
"8",59509535,59509935,401,"*",7.44437682405355,8.12514506497003,6.11161270824287,1.98818202206239,1.29822900218343e-14,2.57321072255097e-13
"5",76524539,76524939,401,"*",5.4922537226766,3.19962622451719,6.33695796762459,-2.74629114340636,1.29863587125026e-14,2.57321072255097e-13
"15",85479180,85479580,401,"*",5.61669383483233,4.04581106529675,6.35082691830144,-2.48695994597259,1.33639195254352e-14,2.6466798512195e-13
"4",7857476,7857876,401,"*",5.73435559862581,4.01086487401087,6.49749930693077,-2.24936110132189,1.33951788577385e-14,2.65152538900518e-13
"2",12074477,12074877,401,"*",6.20223192911323,4.66963744775277,6.92849188608208,-2.04910536901434,1.35666088463957e-14,2.68409820739512e-13
"1",170332893,170333293,401,"*",5.53177085858967,3.78716713477214,6.29864932237474,-2.38120465551554,1.36043093212377e-14,2.69019358842206e-13
"5",167743686,167744086,401,"*",5.92223398327545,4.11941037759611,6.69908495691549,-2.37467330783099,1.37414778739123e-14,2.7159422218135e-13
